"",BBK01.OUH317,BBK01.OUH317_FLAGS
"",Savings deposits of social security funds / Total / Savings banks,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:26:49,
1999-01,0.568,
1999-02,0.552,
1999-03,0.400,
1999-04,0.452,
1999-05,0.435,
1999-06,0.436,
1999-07,0.436,
1999-08,0.434,
1999-09,0.433,
1999-10,0.431,
1999-11,0.408,
1999-12,0.417,
2000-01,0.412,
2000-02,0.397,
2000-03,0.394,
2000-04,0.368,
2000-05,0.341,
2000-06,0.320,
2000-07,0.312,
2000-08,0.306,
2000-09,0.306,
2000-10,0.298,
2000-11,0.300,
2000-12,0.299,
2001-01,0.323,
2001-02,0.314,
2001-03,0.272,
2001-04,0.247,
2001-05,0.243,
2001-06,0.244,
2001-07,0.237,
2001-08,0.233,
2001-09,0.237,
2001-10,0.236,
2001-11,0.227,
2001-12,0.231,
2002-01,0.229,
2002-02,0.222,
2002-03,0.217,
2002-04,0.214,
2002-05,0.201,
2002-06,0.199,
2002-07,0.196,
2002-08,0.196,
2002-09,0.191,
2002-10,0.188,
2002-11,0.188,
2002-12,0.195,
2003-01,0.195,
2003-02,0.189,
2003-03,0.187,
2003-04,0.180,
2003-05,0.180,
2003-06,0.192,
2003-07,0.186,
2003-08,0.181,
2003-09,0.175,
2003-10,0.175,
2003-11,0.175,
2003-12,0.177,
2004-01,0.179,
2004-02,0.181,
2004-03,0.261,
2004-04,0.257,
2004-05,0.259,
2004-06,0.258,
2004-07,0.255,
2004-08,0.256,
2004-09,0.256,
2004-10,0.257,
2004-11,0.256,
2004-12,0.258,
2005-01,0.259,
2005-02,0.113,
2005-03,0.078,
2005-04,0.076,
2005-05,0.076,
2005-06,0.076,
2005-07,0.077,
2005-08,0.078,
2005-09,0.078,
2005-10,0.077,
2005-11,0.078,
2005-12,0.078,
2006-01,0.076,
2006-02,0.076,
2006-03,0.076,
2006-04,0.071,
2006-05,0.071,
2006-06,0.071,
2006-07,0.074,
2006-08,0.074,
2006-09,0.074,
2006-10,0.073,
2006-11,0.074,
2006-12,0.076,
2007-01,0.070,
2007-02,0.070,
2007-03,0.072,
2007-04,0.072,
2007-05,0.073,
2007-06,0.071,
2007-07,0.073,
2007-08,0.072,
2007-09,0.072,
2007-10,0.072,
2007-11,0.071,
2007-12,0.073,
2008-01,0.055,
2008-02,0.053,
2008-03,0.053,
2008-04,0.057,
2008-05,0.057,
2008-06,0.056,
2008-07,0.056,
2008-08,0.056,
2008-09,0.056,
2008-10,0.056,
2008-11,0.055,
2008-12,0.052,
2009-01,0.052,
2009-02,0.056,
2009-03,0.057,
2009-04,0.055,
2009-05,0.057,
2009-06,0.059,
2009-07,0.060,
2009-08,0.060,
2009-09,0.063,
2009-10,0.066,
2009-11,0.097,
2009-12,0.098,
2010-01,0.068,
2010-02,0.070,
2010-03,0.029,
2010-04,0.029,
2010-05,0.030,
2010-06,0.042,
2010-07,0.045,
2010-08,0.045,
2010-09,0.045,
2010-10,0.044,
2010-11,0.044,
2010-12,0.045,
2011-01,0.044,
2011-02,0.044,
2011-03,0.040,
2011-04,0.040,
2011-05,0.040,
2011-06,0.035,
2011-07,0.035,
2011-08,0.035,
2011-09,0.035,
2011-10,0.035,
2011-11,0.033,
2011-12,0.032,
2012-01,0.031,
2012-02,0.032,
2012-03,0.039,
2012-04,0.039,
2012-05,0.039,
2012-06,0.057,
2012-07,0.056,
2012-08,0.057,
2012-09,0.057,
2012-10,0.057,
2012-11,0.056,
2012-12,0.062,
2013-01,0.059,
2013-02,0.070,
2013-03,0.097,
2013-04,0.094,
2013-05,0.155,
2013-06,0.155,
2013-07,0.169,
2013-08,0.164,
2013-09,0.163,
2013-10,0.165,
2013-11,0.171,
2013-12,0.147,
2014-01,0.157,
2014-02,0.155,
2014-03,0.154,
2014-04,0.141,
2014-05,0.139,
2014-06,0.149,
2014-07,0.157,
2014-08,0.156,
2014-09,0.158,
2014-10,0.176,
2014-11,0.176,
2014-12,0.173,Provisional value
