"",BBQFS.A.DE.X1BA.PL_INT_MRG_S2._X.0000,BBQFS.A.DE.X1BA.PL_INT_MRG_S2._X.0000_FLAGS
"",Simulated interest margin of small and medium sized banks in scenario 2 (FSR 2014),
unit,% der BS/% of TA (hypothetically euro-based),
unit multiplier,one,
last update,2015-01-07 17:09:51,
2014,2.3452,
2015,2.1659,
2016,2.1090,
2017,2.0932,
2018,2.0896,
2019,2.0887,
2020,2.0891,
2021,2.0895,
2022,2.0898,
2023,2.0900,
2024,2.0901,
"",Methodology: In % of total assets. Scenario 2 assumes a flattening of the yield curce and an interest rate level of 0.7%.,
