"",BBK01.OUN345,BBK01.OUN345_FLAGS
"",Loans to domestic general governments / Total / Special purpose banks,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 08:54:18,
1999-01,30.219,
1999-02,32.207,
1999-03,32.334,
1999-04,31.870,
1999-05,31.176,
1999-06,32.390,
1999-07,32.277,
1999-08,32.810,
1999-09,34.432,
1999-10,38.250,
1999-11,36.885,
1999-12,33.277,
2000-01,34.370,
2000-02,32.956,
2000-03,33.213,
2000-04,32.800,
2000-05,14.753,
2000-06,15.125,
2000-07,15.504,
2000-08,15.911,
2000-09,15.969,
2000-10,15.546,
2000-11,15.750,
2000-12,16.326,
2001-01,16.302,
2001-02,17.106,
2001-03,19.279,
2001-04,17.884,
2001-05,16.807,
2001-06,17.176,
2001-07,17.307,
2001-08,17.376,
2001-09,17.601,
2001-10,17.708,
2001-11,19.949,
2001-12,18.190,
2002-01,18.779,
2002-02,18.190,
2002-03,19.575,
2002-04,18.506,
2002-05,17.874,
2002-06,17.885,
2002-07,18.016,
2002-08,18.303,
2002-09,18.678,
2002-10,18.558,
2002-11,18.924,
2002-12,19.403,
2003-01,20.118,
2003-02,19.809,
2003-03,20.771,
2003-04,20.568,
2003-05,20.502,
2003-06,21.644,
2003-07,22.236,
2003-08,21.490,
2003-09,21.713,
2003-10,22.320,
2003-11,23.095,
2003-12,23.594,
2004-01,24.450,
2004-02,24.177,
2004-03,24.497,
2004-04,25.504,
2004-05,25.992,
2004-06,25.949,
2004-07,26.178,
2004-08,25.926,
2004-09,26.356,
2004-10,27.086,
2004-11,27.706,
2004-12,50.736,
2005-01,51.147,
2005-02,51.323,
2005-03,51.621,
2005-04,51.808,
2005-05,51.704,
2005-06,52.276,
2005-07,52.665,
2005-08,53.448,
2005-09,53.982,
2005-10,54.835,
2005-11,55.700,
2005-12,55.819,
2006-01,55.746,
2006-02,55.263,
2006-03,55.560,
2006-04,56.738,
2006-05,55.736,
2006-06,55.245,
2006-07,56.637,
2006-08,54.903,
2006-09,54.667,
2006-10,55.592,
2006-11,55.208,
2006-12,57.481,
2007-01,57.564,
2007-02,55.973,
2007-03,56.659,
2007-04,57.719,
2007-05,57.114,
2007-06,57.745,
2007-07,59.207,
2007-08,58.154,
2007-09,58.341,
2007-10,58.361,
2007-11,58.049,
2007-12,58.812,
2008-01,58.119,
2008-02,56.741,
2008-03,57.480,
2008-04,58.764,
2008-05,59.370,
2008-06,60.436,
2008-07,61.338,
2008-08,61.063,
2008-09,60.428,
2008-10,61.572,
2008-11,61.937,
2008-12,62.176,
2009-01,62.727,
2009-02,60.741,
2009-03,60.324,
2009-04,61.499,
2009-05,62.205,
2009-06,62.294,
2009-07,63.163,
2009-08,63.614,
2009-09,65.521,
2009-10,66.645,
2009-11,66.137,
2009-12,66.485,
2010-01,67.272,
2010-02,66.604,
2010-03,66.904,
2010-04,67.387,
2010-05,68.895,
2010-06,70.127,
2010-07,71.713,
2010-08,72.349,
2010-09,71.577,
2010-10,71.359,
2010-11,73.877,
2010-12,75.546,
2011-01,76.165,
2011-02,77.366,
2011-03,77.192,
2011-04,77.028,
2011-05,77.116,
2011-06,77.327,
2011-07,77.645,
2011-08,78.264,
2011-09,77.792,
2011-10,78.968,
2011-11,79.817,
2011-12,78.608,
2012-01,83.715,
2012-02,85.010,
2012-03,86.766,
2012-04,88.415,
2012-05,89.288,
2012-06,88.704,
2012-07,89.985,
2012-08,89.430,
2012-09,88.649,
2012-10,89.822,
2012-11,89.759,
2012-12,87.182,
2013-01,88.346,
2013-02,85.752,
2013-03,87.491,
2013-04,89.797,
2013-05,89.150,
2013-06,87.976,
2013-07,88.648,
2013-08,87.560,
2013-09,87.850,
2013-10,88.477,
2013-11,87.790,
2013-12,86.901,
2014-01,87.220,
2014-02,87.340,
2014-03,86.154,
2014-04,85.975,
2014-05,86.803,
2014-06,86.381,
2014-07,86.848,
2014-08,86.461,
2014-09,87.249,
2014-10,90.075,
2014-11,90.378,
2014-12,85.565,Provisional value
