"",BBK01.OUB359,BBK01.OUB359_FLAGS
"",Loans to social security funds / Total / Commercial banks,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 08:58:18,
1999-01,0.408,
1999-02,0.585,
1999-03,0.500,
1999-04,0.513,
1999-05,0.539,
1999-06,0.408,
1999-07,0.490,
1999-08,0.607,
1999-09,0.667,
1999-10,0.578,
1999-11,0.639,
1999-12,0.559,
2000-01,0.748,
2000-02,0.650,
2000-03,0.685,
2000-04,1.109,
2000-05,1.082,
2000-06,0.945,
2000-07,1.033,
2000-08,1.191,
2000-09,0.811,
2000-10,1.071,
2000-11,0.852,
2000-12,1.022,
2001-01,0.918,
2001-02,0.718,
2001-03,0.800,
2001-04,1.144,
2001-05,0.864,
2001-06,0.814,
2001-07,0.872,
2001-08,0.909,
2001-09,0.715,
2001-10,0.810,
2001-11,0.932,
2001-12,0.751,
2002-01,1.028,
2002-02,0.871,
2002-03,1.155,
2002-04,1.022,
2002-05,1.114,
2002-06,1.303,
2002-07,1.281,
2002-08,1.006,
2002-09,1.221,
2002-10,1.346,
2002-11,1.273,
2002-12,1.263,
2003-01,1.503,
2003-02,1.621,
2003-03,1.627,
2003-04,1.891,
2003-05,1.939,
2003-06,1.700,
2003-07,2.052,
2003-08,1.927,
2003-09,2.106,
2003-10,2.338,
2003-11,2.279,
2003-12,2.794,
2004-01,2.593,
2004-02,2.262,
2004-03,2.485,
2004-04,2.735,
2004-05,1.871,
2004-06,1.945,
2004-07,1.854,
2004-08,2.373,
2004-09,2.075,
2004-10,2.328,
2004-11,2.301,
2004-12,1.678,
2005-01,1.888,
2005-02,1.831,
2005-03,1.800,
2005-04,1.889,
2005-05,1.522,
2005-06,1.768,
2005-07,1.443,
2005-08,1.641,
2005-09,1.712,
2005-10,1.510,
2005-11,1.375,
2005-12,1.078,
2006-01,1.099,
2006-02,0.908,
2006-03,0.866,
2006-04,0.732,
2006-05,0.491,
2006-06,0.466,
2006-07,0.517,
2006-08,0.459,
2006-09,0.557,
2006-10,0.403,
2006-11,0.587,
2006-12,0.583,
2007-01,0.341,
2007-02,0.348,
2007-03,0.366,
2007-04,0.346,
2007-05,0.262,
2007-06,0.288,
2007-07,0.296,
2007-08,0.322,
2007-09,0.427,
2007-10,0.445,
2007-11,0.266,
2007-12,0.227,
2008-01,0.237,
2008-02,0.241,
2008-03,0.206,
2008-04,0.268,
2008-05,0.283,
2008-06,0.347,
2008-07,0.426,
2008-08,0.255,
2008-09,0.620,
2008-10,0.144,
2008-11,0.154,
2008-12,0.180,
2009-01,0.241,
2009-02,0.192,
2009-03,0.194,
2009-04,0.204,
2009-05,0.237,
2009-06,0.193,
2009-07,0.170,
2009-08,0.168,
2009-09,0.167,
2009-10,0.296,
2009-11,0.304,
2009-12,0.173,
2010-01,0.236,
2010-02,0.166,
2010-03,0.222,
2010-04,0.197,
2010-05,0.198,
2010-06,0.206,
2010-07,0.219,
2010-08,0.210,
2010-09,0.179,
2010-10,0.398,
2010-11,0.174,
2010-12,0.156,
2011-01,0.199,
2011-02,0.294,
2011-03,0.356,
2011-04,0.219,
2011-05,0.186,
2011-06,0.397,
2011-07,0.174,
2011-08,0.181,
2011-09,0.159,
2011-10,0.157,
2011-11,0.156,
2011-12,0.216,
2012-01,0.383,
2012-02,0.272,
2012-03,0.156,
2012-04,0.226,
2012-05,0.209,
2012-06,0.223,
2012-07,0.221,
2012-08,0.181,
2012-09,0.309,
2012-10,0.192,
2012-11,0.176,
2012-12,0.202,
2013-01,0.225,
2013-02,0.225,
2013-03,0.255,
2013-04,0.269,
2013-05,0.244,
2013-06,0.153,
2013-07,0.181,
2013-08,0.187,
2013-09,0.151,
2013-10,0.161,
2013-11,0.194,
2013-12,0.223,
2014-01,0.427,
2014-02,0.158,
2014-03,0.171,
2014-04,0.158,
2014-05,0.145,
2014-06,0.154,
2014-07,0.200,
2014-08,0.162,
2014-09,0.183,
2014-10,0.136,
2014-11,0.158,
2014-12,0.153,Provisional value
