"",BBK01.OEAE07V,BBK01.OEAE07V_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-05 12:06:34,
2002-01,1.203,
2002-04,1.212,
2002-07,1.211,
2002-10,1.229,
2003-01,1.238,
2003-04,1.238,
2003-07,1.234,
2003-10,1.289,
2004-01,1.262,
2004-04,1.311,
2004-07,1.323,
2004-10,1.377,
2005-01,1.375,
2005-04,1.377,
2005-07,1.389,
2005-10,1.437,
2006-01,1.451,
2006-04,1.463,
2006-07,1.445,
2006-10,1.420,
2007-01,1.311,
2007-04,1.306,
2007-07,1.292,
2007-10,1.326,
2008-01,1.289,
2008-04,1.296,
2008-07,1.274,
2008-10,1.276,
2009-01,1.248,
2009-04,1.414,
2009-07,1.412,
2009-10,1.351,
2010-01,1.398,
2010-04,1.333,
2010-07,1.327,
2010-10,1.306,
2011-01,1.330,
2011-04,1.366,
2011-07,1.370,
2011-10,1.368,
2012-01,1.395,
2012-04,2.268,
2012-07,2.263,
2012-10,2.266,
2013-01,2.227,
2013-04,2.234,
2013-07,2.229,
2013-10,2.267,
2014-01,2.239,
2014-04,2.267,
2014-07,2.303,
