"",BBK01.OEAH05L,BBK01.OEAH05L_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-08 08:26:05,
2002-01,158.606,
2002-04,155.318,
2002-07,139.630,
2002-10,140.670,
2003-01,141.553,
2003-04,140.826,
2003-07,141.272,
2003-10,145.169,
2004-01,139.084,
2004-04,140.872,
2004-07,148.138,
2004-10,147.235,
2005-01,149.531,
2005-04,150.340,
2005-07,150.611,
2005-10,142.380,
2006-01,145.055,
2006-04,148.433,
2006-07,148.503,
2006-10,147.998,
2007-01,144.521,
2007-04,145.712,
2007-07,146.944,
2007-10,146.291,
2008-01,146.040,
2008-04,145.564,
2008-07,154.202,
2008-10,163.464,
2009-01,163.280,
2009-04,153.989,
2009-07,144.343,
2009-10,143.628,
2010-01,139.341,
2010-04,139.185,
2010-07,144.920,
2010-10,166.231,
2011-01,160.645,
2011-04,158.784,
2011-07,158.084,
2011-10,157.303,
2012-01,154.738,
2012-04,152.443,
2012-07,150.217,
2012-10,147.541,
2013-01,148.939,
2013-04,148.413,
2013-07,149.078,
2013-10,148.342,
2014-01,146.878,
2014-04,145.714,
2014-07,145.460,
