"",BBK01.PC3747,BBK01.PC3747_FLAGS
"",Lending to the services sector (including professions) / Total / Foreign banks,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-16 10:32:36,
1985-10,1.726,
1986-01,1.888,
1986-04,1.750,
1986-07,1.602,
1986-10,1.681,
1987-01,1.719,
1987-04,1.703,
1987-07,1.668,
1987-10,1.719,
1988-01,1.928,
1988-04,2.002,
1988-07,2.171,
1988-10,2.313,
1989-01,2.300,
1989-04,2.347,
1989-07,2.299,
1989-10,2.327,
1990-01,2.811,
1990-04,2.782,
1990-07,2.956,
1990-10,3.098,
1991-01,3.228,
1991-04,3.559,
1991-07,3.665,
1991-10,3.660,
1992-01,3.849,
1992-04,4.170,
1992-07,4.057,
1992-10,7.376,
1993-01,7.022,
1993-04,7.301,
1993-07,7.530,
1993-10,7.832,
1994-01,8.417,
1994-04,8.679,
1994-07,10.118,
1994-10,10.131,
1995-01,9.814,
1995-04,9.510,
1995-07,9.609,
1995-10,9.622,
1996-01,9.912,
1996-04,10.128,
1996-07,10.583,
1996-10,10.794,
1997-01,10.650,
1997-04,11.327,
1997-07,11.227,
1997-10,11.453,
1998-01,11.344,
1998-04,11.469,
1998-07,11.833,
1998-10,12.568,
1999-01,13.850,
1999-04,13.173,
1999-07,12.732,
1999-10,13.102,
2000-01,13.429,
2000-04,13.758,
2000-07,13.532,
2000-10,15.175,
2001-01,15.418,
2001-04,17.442,
2001-07,17.633,
2001-10,17.534,
2002-01,17.679,
2002-04,20.940,
2002-07,20.982,
2002-10,22.587,
2003-01,23.093,
2003-04,23.532,
2003-07,23.848,
2003-10,23.309,
2004-01,22.781,
2004-04,21.870,
2004-07,22.626,
2004-10,21.838,
2005-01,23.959,
2005-04,24.730,
2005-07,28.863,
2005-10,75.340,
2006-01,75.352,
2006-04,73.778,
2006-07,74.339,
2006-10,72.939,
2007-01,70.888,
2007-04,69.321,
2007-07,73.441,
2007-10,75.317,
2008-01,75.882,
2008-04,76.966,
2008-07,76.178,
2008-10,72.620,
2009-01,70.367,
2009-04,66.211,
2009-07,64.971,
2009-10,61.901,
2010-01,58.073,
2010-04,59.955,
2010-07,56.511,
2010-10,57.091,
2011-01,57.127,
2011-04,55.957,
2011-07,57.036,
2011-10,56.132,
2012-01,56.429,
2012-04,55.998,
2012-07,54.696,
2012-10,52.790,
2013-01,52.380,
2013-04,50.291,
2013-07,50.257,
2013-10,49.526,
2014-01,48.600,
2014-04,50.118,
2014-07,50.299,
2014-10,51.896,
