"",BBK01.OUB237,BBK01.OUB237_FLAGS
"",Deposits and borrowing from other domestic households / Time deposits / for up to and including 1 year / Commercial banks,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:34:51,
1968-12,0.895,
1969-01,0.901,
1969-02,0.893,
1969-03,0.876,
1969-04,0.909,
1969-05,1.051,
1969-06,0.964,
1969-07,0.946,
1969-08,0.932,
1969-09,1.052,
1969-10,1.090,
1969-11,1.012,
1969-12,1.040,
1970-01,0.975,
1970-02,0.992,
1970-03,0.947,
1970-04,1.010,
1970-05,1.030,
1970-06,1.077,
1970-07,1.163,
1970-08,1.156,
1970-09,1.076,
1970-10,1.127,
1970-11,1.168,
1970-12,1.182,
1971-01,1.177,
1971-02,1.180,
1971-03,1.174,
1971-04,1.174,
1971-05,1.143,
1971-06,1.113,
1971-07,1.146,
1971-08,1.173,
1971-09,1.184,
1971-10,1.209,
1971-11,1.262,
1971-12,1.344,
1972-01,1.389,
1972-02,1.365,
1972-03,1.242,
1972-04,1.203,
1972-05,1.211,
1972-06,1.243,
1972-07,1.289,
1972-08,1.296,
1972-09,1.238,
1972-10,1.271,
1972-11,1.328,
1972-12,1.509,
1973-01,1.559,
1973-02,1.587,
1973-03,1.561,
1973-04,1.621,
1973-05,1.828,
1973-06,1.947,
1973-07,2.174,
1973-08,2.322,
1973-09,2.351,
1973-10,2.540,
1973-11,2.561,
1973-12,2.578,
1974-01,2.656,
1974-02,2.622,
1974-03,2.522,
1974-04,2.505,
1974-05,2.415,
1974-06,2.349,
1974-07,2.327,
1974-08,2.256,
1974-09,2.214,
1974-10,2.191,
1974-11,2.155,
1974-12,2.123,
1975-01,2.072,
1975-02,1.949,
1975-03,1.705,
1975-04,1.391,
1975-05,1.262,
1975-06,1.164,
1975-07,1.144,
1975-08,1.166,
1975-09,1.275,
1975-10,1.271,
1975-11,1.253,
1975-12,1.092,
1976-01,1.038,
1976-02,0.938,
1976-03,0.901,
1976-04,0.869,
1976-05,0.865,
1976-06,0.845,
1976-07,0.893,
1976-08,0.926,
1976-09,0.888,
1976-10,0.922,
1976-11,0.901,
1976-12,0.940,
1977-01,0.952,
1977-02,0.941,
1977-03,0.971,
1977-04,0.949,
1977-05,0.975,
1977-06,0.988,
1977-07,0.971,
1977-08,0.916,
1977-09,0.961,
1977-10,1.008,
1977-11,1.128,
1977-12,1.169,
1978-01,0.969,
1978-02,0.958,
1978-03,0.993,
1978-04,1.024,
1978-05,1.060,
1978-06,1.186,
1978-07,1.231,
1978-08,1.203,
1978-09,1.294,
1978-10,1.304,
1978-11,1.454,
1978-12,1.550,
1979-01,1.423,
1979-02,1.465,
1979-03,1.500,
1979-04,1.536,
1979-05,1.618,
1979-06,1.723,
1979-07,1.767,
1979-08,1.793,
1979-09,1.828,
1979-10,1.892,
1979-11,1.950,
1979-12,2.069,
1980-01,2.228,
1980-02,2.311,
1980-03,2.363,
1980-04,2.328,
1980-05,2.348,
1980-06,2.312,
1980-07,2.547,
1980-08,2.506,
1980-09,2.462,
1980-10,2.482,
1980-11,2.540,
1980-12,2.645,
1981-01,2.665,
1981-02,2.772,
1981-03,2.849,
1981-04,3.061,
1981-05,3.011,
1981-06,2.972,
1981-07,3.257,
1981-08,3.208,
1981-09,3.120,
1981-10,3.228,
1981-11,3.152,
1981-12,3.217,
1982-01,3.212,
1982-02,3.248,
1982-03,3.216,
1982-04,3.296,
1982-05,3.312,
1982-06,3.220,
1982-07,3.374,
1982-08,3.399,
1982-09,3.223,
1982-10,3.099,
1982-11,2.987,
