"",BBK01.OEAC07V,BBK01.OEAC07V_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-05 11:50:17,
2002-01,0.764,
2002-04,0.735,
2002-07,0.711,
2002-10,0.694,
2003-01,0.665,
2003-04,0.664,
2003-07,0.664,
2003-10,0.683,
2004-01,0.664,
2004-04,0.662,
2004-07,0.652,
2004-10,0.579,
2005-01,0.606,
2005-04,0.579,
2005-07,0.566,
2005-10,0.538,
2006-01,0.551,
2006-04,0.547,
2006-07,0.504,
2006-10,0.513,
2007-01,0.507,
2007-04,0.510,
2007-07,0.506,
2007-10,0.511,
2008-01,0.520,
2008-04,0.510,
2008-07,0.500,
2008-10,0.474,
2009-01,0.410,
2009-04,0.436,
2009-07,0.452,
2009-10,0.441,
2010-01,0.471,
2010-04,0.469,
2010-07,0.514,
2010-10,0.525,
2011-01,0.510,
2011-04,0.502,
2011-07,0.489,
2011-10,0.497,
2012-01,0.493,
2012-04,0.507,
2012-07,0.501,
2012-10,0.508,
2013-01,0.512,
2013-04,0.497,
2013-07,0.505,
2013-10,0.519,
2014-01,0.546,
2014-04,0.564,
2014-07,0.573,
