"",BBK01.OEAH15K,BBK01.OEAH15K_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-08 08:25:34,
2002-01,74.357,
2002-04,75.070,
2002-07,78.128,
2002-10,80.789,
2003-01,79.570,
2003-04,79.330,
2003-07,78.518,
2003-10,80.368,
2004-01,78.676,
2004-04,82.974,
2004-07,85.705,
2004-10,72.028,
2005-01,73.374,
2005-04,73.647,
2005-07,74.940,
2005-10,75.521,
2006-01,77.632,
2006-04,80.573,
2006-07,87.383,
2006-10,87.149,
2007-01,89.352,
2007-04,91.815,
2007-07,92.237,
2007-10,94.645,
2008-01,93.354,
2008-04,94.073,
2008-07,95.509,
2008-10,99.223,
2009-01,97.219,
2009-04,98.851,
2009-07,98.884,
2009-10,99.273,
2010-01,99.176,
2010-04,101.325,
2010-07,100.209,
2010-10,103.100,
2011-01,100.761,
2011-04,100.478,
2011-07,95.572,
2011-10,96.328,
2012-01,96.940,
2012-04,98.722,
2012-07,99.381,
2012-10,99.482,
2013-01,100.357,
2013-04,99.804,
2013-07,100.426,
2013-10,100.889,
2014-01,101.391,
2014-04,102.191,
2014-07,104.302,
