"",BBK01.CEL010,BBK01.CEL010_FLAGS
"",External financing total                                       debtor: Non-financial corporations  creditor: Total,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-18 14:46:58,
1999-01,17.2,
1999-04,43.9,
1999-07,44.8,
1999-10,71.6,
2000-01,14.8,
2000-04,91.4,
2000-07,39.6,
2000-10,166.8,
2001-01,40.4,
2001-04,54.1,
2001-07,14.3,
2001-10,33.8,
2002-01,24.3,
2002-04,30.0,
2002-07,21.8,
2002-10,-2.5,
2003-01,23.9,
2003-04,9.3,
2003-07,-8.6,
2003-10,27.7,
2004-01,-10.2,
2004-04,-7.1,
2004-07,-14.4,
2004-10,7.5,
2005-01,-1.4,
2005-04,16.9,
2005-07,17.4,
2005-10,0.3,
2006-01,32.7,
2006-04,34.2,
2006-07,28.6,
2006-10,20.1,
2007-01,40.4,
2007-04,34.7,
2007-07,35.4,
2007-10,64.3,
2008-01,9.1,
2008-04,26.6,
2008-07,14.4,
2008-10,11.8,
2009-01,-0.1,
2009-04,9.4,
2009-07,-24.7,
2009-10,-1.1,
2010-01,18.8,
2010-04,41.6,
2010-07,6.3,
2010-10,34.1,
2011-01,10.1,
2011-04,18.6,
2011-07,52.1,
2011-10,48.2,
2012-01,3.6,
2012-04,28.2,
2012-07,35.7,
2012-10,20.4,
2013-01,13.9,
2013-04,16.6,
2013-07,5.5,
2013-10,-13.6,
2014-01,20.7,
2014-04,26.5,
2014-07,15.5,
