"",BBFB1.Q.N.DE.A2.S1.S1.T.B.CA._Z._Z._Z._T._X.N,BBFB1.Q.N.DE.A2.S1.S1.T.B.CA._Z._Z._Z._T._X.N_FLAGS
"",Current account / Balance of the Current account / North American countries,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-12 08:32:36,
1991-01,-2419.938,
1991-04,191.535,
1991-07,1339.478,
1991-10,1891.496,
1992-01,665.996,
1992-04,1335.721,
1992-07,2227.729,
1992-10,2391.435,
1993-01,1127.076,
1993-04,1926.496,
1993-07,1910.377,
1993-10,2528.361,
1994-01,1328.246,
1994-04,1690.314,
1994-07,1104.038,
1994-10,1511.493,
1995-01,551.773,
1995-04,2227.772,
1995-07,513.030,
1995-10,1356.417,
1996-01,1764.459,
1996-04,2022.037,
1996-07,2334.431,
1996-10,2794.993,
1997-01,2406.569,
1997-04,2771.109,
1997-07,3820.615,
1997-10,3835.806,
1998-01,4012.326,
1998-04,4266.791,
1998-07,3131.812,
1998-10,3651.358,
1999-01,1496.752,
1999-04,5229.664,
1999-07,3993.224,
1999-10,3333.015,
2000-01,4882.759,
2000-04,4479.098,
2000-07,4825.927,
2000-10,2667.663,
2001-01,3401.456,
2001-04,3311.436,
2001-07,4399.329,
2001-10,4400.370,
2002-01,6259.917,
2002-04,5442.379,
2002-07,9140.707,
2002-10,6500.416,
2003-01,5214.342,
2003-04,6661.440,
2003-07,6199.522,
2003-10,6034.540,
2004-01,11092.420,
2004-04,9912.118,
2004-07,11629.372,
2004-10,11334.183,
2005-01,11052.151,
2005-04,10081.128,
2005-07,11358.419,
2005-10,10443.294,
2006-01,11388.592,
2006-04,9637.964,
2006-07,11097.921,
2006-10,11691.032,
2007-01,8328.951,
2007-04,5991.290,
2007-07,8806.217,
2007-10,9685.215,
2008-01,4406.553,
2008-04,7652.340,
2008-07,10375.202,
2008-10,6144.572,
2009-01,4676.508,
2009-04,3617.000,
2009-07,4963.867,
2009-10,4893.558,
2010-01,6457.157,
2010-04,5487.632,
2010-07,6910.657,
2010-10,6608.048,
2011-01,6761.959,
2011-04,4955.608,
2011-07,8737.949,
2011-10,10129.381,
2012-01,10398.072,
2012-04,8186.620,
2012-07,13548.865,
2012-10,11511.338,
2013-01,9684.611,
2013-04,8592.525,
2013-07,11707.707,
2013-10,11921.758,
2014-01,12157.172,Provisional value
2014-04,9540.254,Provisional value
2014-07,13807.108,Provisional value
