"",BBK01.OUD308,BBK01.OUD308_FLAGS
"",Time deposits of the Federal Government and its special funds / Total / Regional banks,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:23:22,
1999-01,0.151,
1999-02,0.198,
1999-03,0.027,
1999-04,0.015,
1999-05,0.035,
1999-06,0.052,
1999-07,0.055,
1999-08,0.079,
1999-09,0.068,
1999-10,0.063,
1999-11,0.086,
1999-12,0.107,
2000-01,0.049,
2000-02,0.052,
2000-03,0.060,
2000-04,0.255,
2000-05,0.302,
2000-06,0.297,
2000-07,0.227,
2000-08,0.294,
2000-09,0.307,
2000-10,0.327,
2000-11,0.276,
2000-12,0.405,
2001-01,0.580,
2001-02,0.499,
2001-03,0.548,
2001-04,0.808,
2001-05,0.880,
2001-06,0.782,
2001-07,0.849,
2001-08,0.824,
2001-09,0.787,
2001-10,0.740,
2001-11,0.753,
2001-12,0.731,
2002-01,0.748,
2002-02,0.651,
2002-03,0.643,
2002-04,0.760,
2002-05,0.757,
2002-06,0.645,
2002-07,0.726,
2002-08,0.783,
2002-09,0.761,
2002-10,0.637,
2002-11,0.648,
2002-12,0.713,
2003-01,0.431,
2003-02,0.443,
2003-03,0.877,
2003-04,0.896,
2003-05,0.803,
2003-06,0.750,
2003-07,0.907,
2003-08,0.784,
2003-09,0.778,
2003-10,0.692,
2003-11,0.746,
2003-12,1.269,
2004-01,1.683,
2004-02,1.643,
2004-03,1.190,
2004-04,0.978,
2004-05,0.639,
2004-06,1.048,
2004-07,0.984,
2004-08,0.876,
2004-09,0.774,
2004-10,1.015,
2004-11,0.413,
2004-12,0.366,
2005-01,0.645,
2005-02,0.793,
2005-03,0.749,
2005-04,0.735,
2005-05,0.582,
2005-06,0.627,
2005-07,0.765,
2005-08,0.415,
2005-09,0.375,
2005-10,0.700,
2005-11,0.271,
2005-12,0.663,
2006-01,0.228,
2006-02,0.161,
2006-03,0.499,
2006-04,0.528,
2006-05,0.189,
2006-06,0.540,
2006-07,0.925,
2006-08,0.968,
2006-09,1.017,
2006-10,1.058,
2006-11,1.216,
2006-12,0.562,
2007-01,0.489,
2007-02,1.076,
2007-03,1.184,
2007-04,1.182,
2007-05,1.354,
2007-06,1.534,
2007-07,1.505,
2007-08,1.427,
2007-09,1.112,
2007-10,0.907,
2007-11,0.696,
2007-12,1.180,
2008-01,1.168,
2008-02,1.338,
2008-03,1.092,
2008-04,0.793,
2008-05,0.825,
2008-06,1.117,
2008-07,0.736,
2008-08,1.114,
2008-09,1.257,
2008-10,1.160,
2008-11,0.928,
2008-12,1.631,
2009-01,1.737,
2009-02,1.330,
2009-03,1.347,
2009-04,0.973,
2009-05,1.428,
2009-06,1.847,
2009-07,1.437,
2009-08,1.559,
2009-09,1.291,
2009-10,1.435,
2009-11,1.421,
2009-12,1.960,
2010-01,1.191,
2010-02,1.165,
2010-03,1.159,
2010-04,1.265,
2010-05,1.294,
2010-06,1.001,
2010-07,0.959,
2010-08,1.032,
2010-09,1.129,
2010-10,1.190,
2010-11,1.298,
2010-12,1.389,
2011-01,1.340,
2011-02,1.476,
2011-03,1.507,
2011-04,1.521,
2011-05,1.502,
2011-06,1.412,
2011-07,1.463,
2011-08,1.426,
2011-09,1.439,
2011-10,1.298,
2011-11,1.786,
2011-12,2.413,
2012-01,1.958,
2012-02,1.799,
2012-03,1.752,
2012-04,1.676,
2012-05,1.716,
2012-06,2.210,
2012-07,1.652,
2012-08,1.685,
2012-09,1.647,
2012-10,1.750,
2012-11,1.768,
2012-12,1.952,
2013-01,1.624,
2013-02,1.701,
2013-03,1.452,
2013-04,1.395,
2013-05,1.453,
2013-06,1.814,
2013-07,1.520,
2013-08,1.494,
2013-09,1.528,
2013-10,1.484,
2013-11,1.537,
2013-12,2.071,
2014-01,1.768,
2014-02,1.453,
2014-03,1.344,
2014-04,1.357,
2014-05,1.404,
2014-06,1.456,
2014-07,1.571,
2014-08,1.406,
2014-09,1.916,
2014-10,1.425,
2014-11,1.246,
2014-12,1.519,Provisional value
