"",BBK01.OEAA05R,BBK01.OEAA05R_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-05 11:19:33,
2002-01,16.348,
2002-04,16.413,
2002-07,16.537,
2002-10,16.858,
2003-01,17.014,
2003-04,17.008,
2003-07,17.006,
2003-10,16.961,
2004-01,16.987,
2004-04,16.928,
2004-07,16.827,
2004-10,16.829,
2005-01,17.546,
2005-04,17.499,
2005-07,17.498,
2005-10,17.373,
2006-01,17.316,
2006-04,17.469,
2006-07,17.574,
2006-10,17.586,
2007-01,17.041,
2007-04,16.777,
2007-07,16.753,
2007-10,16.883,
2008-01,31.514,
2008-04,16.990,
2008-07,17.369,
2008-10,17.524,
2009-01,17.481,
2009-04,18.066,
2009-07,18.094,
2009-10,18.459,
2010-01,18.743,
2010-04,18.933,
2010-07,19.158,
2010-10,19.469,
2011-01,19.608,
2011-04,19.740,
2011-07,19.910,
2011-10,20.299,
2012-01,20.434,
2012-04,21.117,
2012-07,21.491,
2012-10,21.784,
2013-01,21.889,
2013-04,22.139,
2013-07,22.544,
2013-10,22.819,
2014-01,22.972,
2014-04,22.977,
2014-07,23.138,
