"",BBK01.QX5685,BBK01.QX5685_FLAGS
"",Foreign branches: Short-term liabilities to non-residents / Russian Federation / All currencies,
unit,DM/EURO (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 07:48:35,
1994-03,0.504,
1994-04,0.408,
1994-05,0.566,
1994-06,0.371,
1994-07,0.229,
1994-08,0.205,
1994-09,0.232,
1994-10,0.319,
1994-11,0.247,
1994-12,0.305,
1995-01,0.375,
1995-02,0.256,
1995-03,0.344,
1995-04,0.172,
1995-05,0.154,
1995-06,0.087,
1995-07,0.129,
1995-08,0.193,
1995-09,0.437,
1995-10,0.642,
1995-11,0.887,
1995-12,1.163,
1996-01,0.478,
1996-02,0.240,
1996-03,0.777,
1996-04,1.220,
1996-05,1.145,
1996-06,0.466,
1996-07,0.511,
1996-08,0.381,
1996-09,0.933,
1996-10,0.330,
1996-11,0.459,
1996-12,0.708,
1997-01,0.896,
1997-02,1.666,
1997-03,1.107,
1997-04,2.000,
1997-05,1.896,
1997-06,1.971,
1997-07,2.143,
1997-08,1.727,
1997-09,0.536,
1997-10,0.412,
1997-11,0.367,
1997-12,0.809,
1998-01,0.296,
1998-02,0.302,
1998-03,0.427,
1998-04,0.824,
1998-05,0.423,
1998-06,1.140,
1998-07,2.345,
1998-08,0.764,
1998-09,0.978,
1998-10,0.833,
1998-11,1.023,
1998-12,0.772,
1999-01,1.186,
1999-02,1.328,
1999-03,0.743,
1999-04,1.140,
1999-05,1.973,
1999-06,1.621,
1999-07,1.137,
1999-08,1.087,
1999-09,1.313,
1999-10,1.825,
1999-11,1.660,
1999-12,1.525,
2000-01,2.480,
2000-02,2.929,
2000-03,3.790,
2000-04,5.194,
2000-05,7.588,
2000-06,6.652,
2000-07,8.635,
2000-08,9.543,
2000-09,10.433,
2000-10,10.754,
2000-11,9.172,
2000-12,7.248,
2001-01,8.840,
2001-02,7.571,
2001-03,4.664,
2001-04,8.527,
2001-05,9.037,
2001-06,9.525,
2001-07,8.896,
2001-08,8.438,
2001-09,6.558,
2001-10,8.722,
2001-11,9.277,
2001-12,8.061,
2002-01,8.789,
2002-02,7.841,
2002-03,6.955,
2002-04,1.731,
2002-05,1.870,
2002-06,2.690,
2002-07,2.481,
2002-08,2.258,
2002-09,2.780,
2002-10,3.239,
2002-11,2.277,
2002-12,2.255,
2003-01,2.420,
2003-02,2.316,
2003-03,2.206,
2003-04,2.419,
2003-05,2.564,
2003-06,2.338,
2003-07,3.143,
2003-08,5.326,
2003-09,5.500,
2003-10,6.673,
2003-11,7.079,
2003-12,6.988,
2004-01,7.027,
2004-02,9.120,
2004-03,9.684,
2004-04,9.282,
2004-05,10.603,
2004-06,10.677,
2004-07,10.854,
2004-08,11.555,
2004-09,10.946,
2004-10,11.658,
2004-11,12.571,
2004-12,12.498,
2005-01,11.836,
2005-02,11.525,
2005-03,13.043,
2005-04,13.578,
2005-05,13.323,
2005-06,15.087,
2005-07,15.628,
2005-08,16.249,
2005-09,16.759,
2005-10,16.809,
2005-11,18.738,
2005-12,19.991,
2006-01,19.940,
2006-02,22.072,
2006-03,20.153,
2006-04,21.987,
2006-05,21.058,
2006-06,21.370,
2006-07,20.920,
2006-08,19.861,
2006-09,19.864,
2006-10,18.637,
2006-11,16.016,
2006-12,16.898,
2007-01,15.426,
2007-02,16.498,
2007-03,22.235,
2007-04,17.701,
2007-05,21.445,
2007-06,9.448,
2007-07,16.991,
2007-08,19.384,
2007-09,18.316,
2007-10,18.608,
2007-11,16.001,
2007-12,15.463,
2008-01,11.767,
2008-02,7.823,
2008-03,6.170,
2008-04,10.681,
2008-05,9.955,
2008-06,6.675,
2008-07,6.651,
2008-08,17.495,
2008-09,7.638,
2008-10,5.627,
2008-11,10.010,
2008-12,3.374,
2009-01,7.100,
2009-02,5.293,
2009-03,3.992,
2009-04,2.387,
2009-05,3.107,
2009-06,6.183,
2009-07,5.000,
2009-08,3.473,
2009-09,2.412,
2009-10,1.583,
2009-11,2.751,
2009-12,1.626,
2010-01,2.371,
2010-02,2.239,
2010-03,2.340,
2010-04,3.382,
2010-05,2.545,
2010-06,1.857,
2010-07,2.665,
2010-08,2.744,
2010-09,2.721,
2010-10,2.389,
2010-11,3.445,
2010-12,2.204,
2011-01,1.026,
2011-02,1.309,
2011-03,1.322,
2011-04,1.680,
2011-05,1.279,
2011-06,2.413,
2011-07,2.452,
2011-08,1.851,
2011-09,2.755,
2011-10,3.207,
2011-11,3.082,
2011-12,2.431,
2012-01,1.848,
2012-02,2.052,
2012-03,1.456,
2012-04,1.797,
2012-05,2.764,
2012-06,2.853,
2012-07,2.759,
2012-08,2.856,
2012-09,2.624,
2012-10,3.373,
2012-11,4.019,
2012-12,2.414,
2013-01,3.760,
2013-02,5.044,
2013-03,4.000,
2013-04,4.770,
2013-05,7.594,
2013-06,4.541,
2013-07,6.562,
2013-08,6.768,
2013-09,2.893,
2013-10,3.040,
2013-11,3.439,
2013-12,4.921,
2014-01,4.667,
2014-02,4.076,
2014-03,2.753,
2014-04,2.206,
2014-05,2.281,
2014-06,4.019,
2014-07,3.367,
2014-08,2.348,
2014-09,1.853,
2014-10,2.693,
2014-11,2.748,
