"",BBK01.OEAF03V,BBK01.OEAF03V_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-08 08:10:30,
2002-01,12.305,
2002-04,12.293,
2002-07,12.357,
2002-10,12.354,
2003-01,12.267,
2003-04,12.250,
2003-07,12.244,
2003-10,12.242,
2004-01,12.091,
2004-04,12.096,
2004-07,12.133,
2004-10,12.123,
2005-01,13.000,
2005-04,12.989,
2005-07,13.058,
2005-10,13.089,
2006-01,13.012,
2006-04,13.065,
2006-07,13.048,
2006-10,12.940,
2007-01,12.667,
2007-04,12.416,
2007-07,12.242,
2007-10,12.305,
2008-01,11.893,
2008-04,11.769,
2008-07,11.665,
2008-10,11.556,
2009-01,11.424,
2009-04,12.396,
2009-07,12.427,
2009-10,11.945,
2010-01,12.341,
2010-04,12.310,
2010-07,11.977,
2010-10,11.757,
2011-01,12.005,
2011-04,11.988,
2011-07,12.057,
2011-10,12.091,
2012-01,12.125,
2012-04,12.493,
2012-07,12.582,
2012-10,12.726,
2013-01,12.752,
2013-04,12.843,
2013-07,12.998,
2013-10,13.199,
2014-01,13.244,
2014-04,13.434,
2014-07,13.555,
