"",BBK01.OUP154,BBK01.OUP154_FLAGS
"",Sight deposits of local government and local government associations / Foreign banks,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:25:18,
1985-12,0.016,
1986-01,0.003,
1986-02,0.009,
1986-03,0.002,
1986-04,0.005,
1986-05,0.008,
1986-06,0.020,
1986-07,0.013,
1986-08,0.001,
1986-09,0.001,
1986-10,0.003,
1986-11,0.010,
1986-12,0.010,
1987-01,0.001,
1987-02,0.001,
1987-03,0.001,
1987-04,0.006,
1987-05,0.021,
1987-06,0.010,
1987-07,0.007,
1987-08,0.029,
1987-09,0.013,
1987-10,0.025,
1987-11,0.021,
1987-12,0.001,
1988-01,0.003,
1988-02,0.001,
1988-03,0.006,
1988-04,0.003,
1988-05,0.014,
1988-06,0.004,
1988-07,0.007,
1988-08,0.025,
1988-09,0.010,
1988-10,-,Nothing exists
1988-11,0.018,
1988-12,0.007,
1989-01,0.010,
1989-02,0.013,
1989-03,-,Nothing exists
1989-04,0.003,
1989-05,0.017,
1989-06,0.008,
1989-07,0.002,
1989-08,0.029,
1989-09,0.002,
1989-10,0.002,
1989-11,0.023,
1989-12,0.034,
1990-01,0.024,
1990-02,0.026,
1990-03,0.012,
1990-04,0.004,
1990-05,0.016,
1990-06,0.012,
1990-07,0.003,
1990-08,0.008,
1990-09,0.007,
1990-10,0.019,
1990-11,0.012,
1990-12,0.046,
1991-01,0.003,
1991-02,0.025,
1991-03,0.006,
1991-04,0.003,
1991-05,0.007,
1991-06,0.016,
1991-07,0.006,
1991-08,0.008,
1991-09,0.032,
1991-10,0.014,
1991-11,0.027,
1991-12,0.013,
1992-01,-,Nothing exists
1992-02,0.021,
1992-03,0.010,
1992-04,0.012,
1992-05,0.047,
1992-06,0.018,
1992-07,0.008,
1992-08,0.006,
1992-09,0.025,
1992-10,0.024,
1992-11,0.020,
1992-12,0.054,
1993-01,0.039,
1993-02,0.035,
1993-03,0.027,
1993-04,0.037,
1993-05,0.043,
1993-06,0.064,
1993-07,0.038,
1993-08,0.036,
1993-09,0.031,
1993-10,0.040,
1993-11,0.042,
1993-12,0.053,
1994-01,0.031,
1994-02,0.028,
1994-03,0.031,
1994-04,0.048,
1994-05,0.032,
1994-06,0.063,
1994-07,0.094,
1994-08,0.044,
1994-09,0.085,
1994-10,0.065,
1994-11,0.056,
1994-12,0.074,
1995-01,0.066,
1995-02,0.036,
1995-03,0.023,
1995-04,0.030,
1995-05,0.040,
1995-06,0.033,
1995-07,0.039,
1995-08,0.055,
1995-09,0.035,
1995-10,0.048,
1995-11,0.066,
1995-12,0.057,
1996-01,0.043,
1996-02,0.047,
1996-03,0.062,
1996-04,0.042,
1996-05,0.059,
1996-06,0.037,
1996-07,0.048,
1996-08,0.114,
1996-09,0.038,
1996-10,0.070,
1996-11,0.068,
1996-12,0.061,
1997-01,0.069,
1997-02,0.047,
1997-03,0.064,
1997-04,0.047,
1997-05,0.040,
1997-06,0.044,
1997-07,0.024,
1997-08,0.039,
1997-09,0.029,
1997-10,0.051,
1997-11,0.048,
1997-12,0.056,
1998-01,0.094,
1998-02,0.069,
1998-03,0.094,
1998-04,0.080,
1998-05,0.084,
1998-06,0.094,
1998-07,0.106,
1998-08,0.129,
1998-09,0.071,
1998-10,0.085,
1998-11,0.097,
1998-12,0.072,
1999-01,0.063,
1999-02,0.023,
1999-03,0.479,
1999-04,0.027,
1999-05,0.125,
1999-06,0.060,
1999-07,0.078,
1999-08,0.042,
1999-09,0.054,
1999-10,0.111,
1999-11,0.096,
1999-12,0.044,
2000-01,0.036,
2000-02,0.074,
2000-03,0.057,
2000-04,0.056,
2000-05,0.045,
2000-06,0.058,
2000-07,0.057,
2000-08,0.148,
2000-09,0.063,
2000-10,0.077,
2000-11,0.060,
2000-12,0.091,
2001-01,0.091,
2001-02,0.154,
2001-03,0.082,
2001-04,0.073,
2001-05,0.225,
2001-06,0.151,
2001-07,0.182,
2001-08,0.453,
2001-09,0.307,
2001-10,0.263,
2001-11,0.386,
2001-12,0.167,
2002-01,0.310,
2002-02,0.386,
2002-03,0.290,
2002-04,0.453,
2002-05,0.461,
2002-06,0.274,
2002-07,0.523,
2002-08,0.361,
2002-09,0.285,
2002-10,0.244,
2002-11,0.178,
2002-12,0.210,
2003-01,0.301,
2003-02,0.673,
2003-03,0.403,
2003-04,0.338,
2003-05,0.386,
2003-06,0.265,
2003-07,0.112,
2003-08,0.328,
2003-09,0.273,
2003-10,0.194,
2003-11,0.166,
2003-12,0.119,
2004-01,0.243,
2004-02,0.164,
2004-03,0.111,
2004-04,0.115,
2004-05,0.282,
2004-06,0.174,
2004-07,0.289,
2004-08,0.179,
2004-09,0.168,
2004-10,0.153,
2004-11,0.174,
2004-12,0.128,
2005-01,0.105,
2005-02,0.165,
2005-03,0.167,
2005-04,0.128,
2005-05,0.214,
2005-06,0.249,
2005-07,0.143,
2005-08,0.359,
2005-09,0.099,
2005-10,0.081,
2005-11,0.137,
2005-12,0.636,
2006-01,0.582,
2006-02,0.575,
2006-03,0.481,
2006-04,0.642,
2006-05,0.541,
2006-06,0.603,
2006-07,0.553,
2006-08,0.654,
2006-09,0.540,
2006-10,0.405,
2006-11,0.469,
2006-12,0.452,
2007-01,0.405,
2007-02,0.546,
2007-03,0.431,
2007-04,0.554,
2007-05,0.530,
2007-06,0.418,
2007-07,0.570,
2007-08,0.507,
2007-09,0.396,
2007-10,0.449,
2007-11,0.596,
2007-12,0.479,
2008-01,0.567,
2008-02,0.689,
2008-03,0.544,
2008-04,0.431,
2008-05,0.530,
2008-06,0.490,
2008-07,0.403,
2008-08,0.527,
2008-09,0.391,
2008-10,0.469,
2008-11,0.467,
2008-12,0.683,
2009-01,0.688,
2009-02,0.678,
2009-03,0.757,
2009-04,0.672,
2009-05,1.151,
2009-06,0.384,
2009-07,0.386,
2009-08,0.406,
2009-09,0.423,
2009-10,0.504,
2009-11,0.448,
2009-12,0.486,
2010-01,0.384,
2010-02,0.425,
2010-03,0.438,
2010-04,0.422,
2010-05,0.508,
2010-06,0.473,
2010-07,0.348,
2010-08,0.528,
2010-09,0.533,
