"",BBDE1.M.DE.Y.GUD5.A2P310000.F.V.I10.A,BBDE1.M.DE.Y.GUD5.A2P310000.F.V.I10.A_FLAGS
"","Turnover from abroad, Non-euro-area countries / At current prices / Germany / Intermediate goods / Calendar and seasonally adjusted",
unit,2010=100 (hypothetically euro-based),
unit multiplier,one,
last update,2015-02-05 08:11:59,
2003-01,71.7,
2003-02,73.1,
2003-03,73.8,
2003-04,74.1,
2003-05,72.6,
2003-06,73.1,
2003-07,74.3,
2003-08,74.0,
2003-09,75.2,
2003-10,76.7,
2003-11,76.9,
2003-12,79.0,
2004-01,78.4,
2004-02,80.2,
2004-03,80.5,
2004-04,82.9,
2004-05,80.0,
2004-06,80.8,
2004-07,79.9,
2004-08,80.4,
2004-09,80.8,
2004-10,81.0,
2004-11,81.5,
2004-12,82.1,
2005-01,82.3,
2005-02,82.1,
2005-03,82.8,
2005-04,84.5,
2005-05,85.1,
2005-06,85.5,
2005-07,87.1,
2005-08,87.7,
2005-09,88.6,
2005-10,91.3,
2005-11,91.2,
2005-12,91.5,
2006-01,95.1,
2006-02,94.7,
2006-03,97.0,
2006-04,97.8,
2006-05,100.0,
2006-06,101.1,
2006-07,100.2,
2006-08,103.9,
2006-09,105.2,
2006-10,105.0,
2006-11,107.2,
2006-12,108.6,
2007-01,107.4,
2007-02,108.6,
2007-03,107.2,
2007-04,109.1,
2007-05,110.4,
2007-06,111.0,
2007-07,109.2,
2007-08,111.6,
2007-09,112.3,
2007-10,112.3,
2007-11,111.9,
2007-12,111.0,
2008-01,111.4,
2008-02,110.7,
2008-03,111.2,
2008-04,110.9,
2008-05,110.9,
2008-06,110.1,
2008-07,111.4,
2008-08,113.3,
2008-09,109.2,
2008-10,111.3,
2008-11,104.9,
2008-12,96.2,
2009-01,78.4,
2009-02,78.2,
2009-03,75.8,
2009-04,78.8,
2009-05,78.7,
2009-06,80.9,
2009-07,82.7,
2009-08,82.2,
2009-09,83.9,
2009-10,86.0,
2009-11,87.1,
2009-12,89.1,
2010-01,89.2,
2010-02,91.0,
2010-03,93.7,
2010-04,96.4,
2010-05,100.6,
2010-06,100.8,
2010-07,102.7,
2010-08,102.8,
2010-09,102.9,
2010-10,103.3,
2010-11,106.4,
2010-12,105.4,
2011-01,109.9,
2011-02,110.0,
2011-03,112.2,
2011-04,111.0,
2011-05,110.3,
2011-06,109.6,
2011-07,110.0,
2011-08,109.5,
2011-09,109.2,
2011-10,106.6,
2011-11,106.8,
2011-12,107.8,
2012-01,107.7,
2012-02,109.5,
2012-03,109.4,
2012-04,110.4,
2012-05,115.2,
2012-06,114.2,
2012-07,111.6,
2012-08,112.9,
2012-09,110.0,
2012-10,110.5,
2012-11,108.8,
2012-12,108.1,
2013-01,109.8,
2013-02,107.9,
2013-03,110.2,
2013-04,110.9,
2013-05,112.6,
2013-06,108.6,
2013-07,109.5,
2013-08,107.5,
2013-09,109.4,
2013-10,111.3,
2013-11,110.0,
2013-12,110.4,
2014-01,111.1,
2014-02,112.0,
2014-03,111.2,
2014-04,111.7,
2014-05,110.7,
2014-06,110.8,
2014-07,112.4,
2014-08,112.1,
2014-09,113.8,
2014-10,115.6,
2014-11,115.4,
2014-12,118.6,Provisional value
