"",BBK01.RU5801,BBK01.RU5801_FLAGS
"","Banks in Germany: Liabilities to non-residents, total / Nigeria / All currencies",
unit,DM/EURO (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 07:17:54,
1982-06,0.079,
1982-07,0.090,
1982-08,0.080,
1982-09,0.073,
1982-10,0.076,
1982-11,0.078,
1982-12,0.075,
1983-01,0.083,
1983-02,0.083,
1983-03,0.092,
1983-04,0.076,
1983-05,0.074,
1983-06,0.081,
1983-07,0.084,
1983-08,0.079,
1983-09,0.070,
1983-10,0.093,
1983-11,0.084,
1983-12,0.074,
1984-01,0.063,
1984-02,0.075,
1984-03,0.078,
1984-04,0.075,
1984-05,0.079,
1984-06,0.074,
1984-07,0.069,
1984-08,0.084,
1984-09,0.067,
1984-10,0.108,
1984-11,0.084,
1984-12,0.101,
1985-01,0.100,
1985-02,0.077,
1985-03,0.075,
1985-04,0.072,
1985-05,0.073,
1985-06,0.078,
1985-07,0.078,
1985-08,0.078,
1985-09,0.075,
1985-10,0.075,
1985-11,0.059,
1985-12,0.063,
1986-01,0.063,
1986-02,0.065,
1986-03,0.059,
1986-04,0.054,
1986-05,0.053,
1986-06,0.051,
1986-07,0.054,
1986-08,0.051,
1986-09,0.049,
1986-10,0.053,
1986-11,0.054,
1986-12,0.054,
1987-01,0.054,
1987-02,0.053,
1987-03,0.045,
1987-04,0.052,
1987-05,0.054,
1987-06,0.054,
1987-07,0.060,
1987-08,0.061,
1987-09,0.062,
1987-10,0.059,
1987-11,0.064,
1987-12,0.064,
1988-01,0.063,
1988-02,0.069,
1988-03,0.070,
1988-04,0.070,
1988-05,0.069,
1988-06,0.066,
1988-07,0.065,
1988-08,0.061,
1988-09,0.061,
1988-10,0.062,
1988-11,0.100,
1988-12,0.103,
1989-01,0.089,
1989-02,0.088,
1989-03,0.090,
1989-04,0.097,
1989-05,0.093,
1989-06,0.101,
1989-07,0.104,
1989-08,0.106,
1989-09,0.107,
1989-10,0.105,
1989-11,0.117,
1989-12,0.114,
1990-01,0.112,
1990-02,0.111,
1990-03,0.113,
1990-04,0.107,
1990-05,0.103,
1990-06,0.102,
1990-07,0.095,
1990-08,0.095,
1990-09,0.090,
1990-10,0.095,
1990-11,0.098,
1990-12,0.097,
1991-01,0.104,
1991-02,0.101,
1991-03,0.110,
1991-04,0.145,
1991-05,0.138,
1991-06,0.141,
1991-07,0.138,
1991-08,0.133,
1991-09,0.176,
1991-10,0.183,
1991-11,0.172,
1991-12,0.120,
1992-01,0.110,
1992-02,0.103,
1992-03,0.119,
1992-04,0.116,
1992-05,0.109,
1992-06,0.101,
1992-07,0.100,
1992-08,0.094,
1992-09,0.098,
1992-10,0.103,
1992-11,0.106,
1992-12,0.111,
1993-01,0.099,
1993-02,0.104,
1993-03,0.101,
1993-04,0.115,
1993-05,0.132,
1993-06,0.136,
1993-07,0.139,
1993-08,0.134,
1993-09,0.132,
1993-10,0.129,
1993-11,0.129,
1993-12,0.119,
1994-01,0.112,
1994-02,0.110,
1994-03,0.106,
1994-04,0.107,
1994-05,0.105,
1994-06,.,No value available
1994-07,.,No value available
1994-08,.,No value available
1994-09,0.098,
1994-10,0.096,
1994-11,0.100,
1994-12,0.098,
1995-01,0.098,
1995-02,0.094,
1995-03,0.098,
1995-04,0.103,
1995-05,0.102,
1995-06,0.098,
1995-07,0.097,
1995-08,0.108,
1995-09,0.092,
1995-10,0.115,
1995-11,0.122,
1995-12,0.123,
1996-01,0.141,
1996-02,0.105,
1996-03,0.110,
1996-04,0.110,
1996-05,0.122,
1996-06,0.181,
1996-07,0.169,
1996-08,0.164,
1996-09,0.156,
1996-10,0.154,
1996-11,0.148,
1996-12,0.146,
1997-01,0.195,
1997-02,0.192,
1997-03,0.190,
1997-04,0.198,
1997-05,0.207,
1997-06,0.210,
1997-07,0.228,
1997-08,0.230,
1997-09,0.216,
1997-10,0.217,
1997-11,0.207,
1997-12,0.230,
1998-01,0.229,
1998-02,0.233,
1998-03,0.227,
1998-04,0.232,
1998-05,0.215,
1998-06,0.245,
1998-07,0.233,
1998-08,0.218,
1998-09,0.215,
1998-10,0.195,
1998-11,0.185,
1998-12,0.185,
1999-01,0.239,
