"",BBK01.TS1341O,BBK01.TS1341O_FLAGS
"","Credit to other financial intermediaries (from June 2010, excluding reverse repos to central counterparties) / Loans / All maturities / Domestic / Index / Seasonally adjusted",
unit,1208=100 (hypothetically euro-based),
unit multiplier,one,
last update,2015-02-27 09:16:35,
2003-01,32.44572,
2003-02,34.02877,
2003-03,37.72444,
2003-04,36.18308,
2003-05,36.30715,
2003-06,37.77614,
2003-07,33.96832,
2003-08,34.22766,
2003-09,41.48040,
2003-10,41.48162,
2003-11,43.69881,
2003-12,46.49663,
2004-01,44.12078,
2004-02,43.65734,
2004-03,43.55786,
2004-04,44.76370,
2004-05,45.12670,
2004-06,42.87290,
2004-07,43.01243,
2004-08,40.18970,
2004-09,43.88162,
2004-10,43.93786,
2004-11,51.23404,
2004-12,53.81362,
2005-01,52.44040,
2005-02,55.70546,
2005-03,54.59265,
2005-04,55.22767,
2005-05,57.08074,
2005-06,60.21703,
2005-07,63.06182,
2005-08,67.92369,
2005-09,67.40275,
2005-10,75.89808,
2005-11,71.47324,
2005-12,67.24792,
2006-01,73.85803,
2006-02,75.96978,
2006-03,80.03465,
2006-04,82.20895,
2006-05,83.20748,
2006-06,81.49361,
2006-07,74.14436,
2006-08,80.71710,
2006-09,87.58625,
2006-10,82.20938,
2006-11,77.01865,
2006-12,69.35159,
2007-01,74.98550,
2007-02,75.50217,
2007-03,78.21903,
2007-04,76.37854,
2007-05,73.44927,
2007-06,79.37281,
2007-07,79.87402,
2007-08,82.51982,
2007-09,82.16635,
2007-10,85.49713,
2007-11,81.18025,
2007-12,86.68913,
2008-01,92.46718,
2008-02,93.06549,
2008-03,95.41921,
2008-04,98.23495,
2008-05,100.01605,
2008-06,103.09026,
2008-07,109.58186,
2008-08,106.93271,
2008-09,109.90598,
2008-10,103.36329,
2008-11,105.40521,
2008-12,110.53614,
2009-01,120.50068,
2009-02,113.84571,
2009-03,129.60510,
2009-04,131.79783,
2009-05,132.48406,
2009-06,142.36410,
2009-07,130.24357,
2009-08,120.94338,
2009-09,133.28180,
2009-10,130.28822,
2009-11,133.64614,
2009-12,138.14747,
2010-01,127.78030,
2010-02,122.94097,
2010-03,123.45650,
2010-04,133.31656,
2010-05,128.39555,
2010-06,129.32692,
2010-07,131.13026,
2010-08,129.68933,
2010-09,123.90990,
2010-10,124.37467,
2010-11,125.22844,
2010-12,129.96401,
2011-01,125.63175,
2011-02,126.23266,
2011-03,124.81331,
2011-04,122.56483,
2011-05,122.66600,
2011-06,123.75618,
2011-07,123.81717,
2011-08,126.83063,
2011-09,127.67993,
2011-10,131.09800,
2011-11,130.25389,
2011-12,130.75006,
2012-01,136.16594,
2012-02,131.66626,
2012-03,130.05718,
2012-04,125.65715,
2012-05,125.70515,
2012-06,127.98471,
2012-07,128.00552,
2012-08,129.74054,
2012-09,128.78962,
2012-10,129.40548,
2012-11,128.74057,
2012-12,131.85206,
2013-01,129.18650,
2013-02,127.71538,
2013-03,128.33028,
2013-04,128.30128,
2013-05,128.47992,
2013-06,129.01229,
2013-07,127.40276,
2013-08,128.10331,
2013-09,127.61002,
2013-10,128.17305,
2013-11,126.48201,
2013-12,124.81951,
2014-01,125.59225,
2014-02,127.03236,
2014-03,127.44060,
2014-04,128.43390,
2014-05,129.10650,
2014-06,127.27158,
2014-07,128.48896,
2014-08,128.09828,
2014-09,129.95063,
2014-10,128.68302,
2014-11,131.27848,
2014-12,130.43665,Provisional value
2015-01,131.31969,
"",General: 1 Statistical changes have been eliminated.,
