"",BBK01.OUP020,BBK01.OUP020_FLAGS
"",Lending to foreign non-banks / Total / Foreign banks,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 08:59:08,
1985-12,6.150,
1986-01,6.187,
1986-02,6.319,
1986-03,6.553,
1986-04,6.663,
1986-05,6.798,
1986-06,6.435,
1986-07,6.087,
1986-08,6.169,
1986-09,6.185,
1986-10,6.068,
1986-11,6.120,
1986-12,6.240,
1987-01,6.095,
1987-02,6.162,
1987-03,6.492,
1987-04,6.322,
1987-05,6.375,
1987-06,6.321,
1987-07,6.606,
1987-08,6.436,
1987-09,6.659,
1987-10,6.636,
1987-11,6.355,
1987-12,6.486,
1988-01,6.674,
1988-02,6.804,
1988-03,6.978,
1988-04,6.873,
1988-05,6.886,
1988-06,7.297,
1988-07,7.494,
1988-08,7.552,
1988-09,7.295,
1988-10,7.663,
1988-11,7.433,
1988-12,7.318,
1989-01,7.411,
1989-02,7.159,
1989-03,7.456,
1989-04,7.903,
1989-05,7.915,
1989-06,7.795,
1989-07,8.168,
1989-08,8.052,
1989-09,8.643,
1989-10,8.647,
1989-11,9.201,
1989-12,8.827,
1990-01,9.385,
1990-02,9.800,
1990-03,10.730,
1990-04,10.876,
1990-05,11.397,
1990-06,11.527,
1990-07,11.831,
1990-08,12.057,
1990-09,12.451,
1990-10,12.850,
1990-11,12.911,
1990-12,12.213,
1991-01,13.347,
1991-02,13.851,
1991-03,14.188,
1991-04,14.622,
1991-05,14.537,
1991-06,14.384,
1991-07,14.248,
1991-08,13.730,
1991-09,14.008,
1991-10,14.223,
1991-11,14.300,
1991-12,13.257,
1992-01,14.071,
1992-02,14.394,
1992-03,14.650,
1992-04,15.584,
1992-05,15.970,
1992-06,15.089,
1992-07,15.050,
1992-08,14.674,
1992-09,14.606,
1992-10,15.325,
1992-11,15.561,
1992-12,15.098,
1993-01,15.474,
1993-02,15.732,
1993-03,15.357,
1993-04,16.217,
1993-05,16.509,
1993-06,16.275,
1993-07,17.175,
1993-08,17.723,
1993-09,16.943,
1993-10,17.221,
1993-11,17.155,
1993-12,16.409,
1994-01,15.656,
1994-02,15.822,
1994-03,16.201,
1994-04,15.961,
1994-05,15.787,
1994-06,16.280,
1994-07,16.333,
1994-08,16.446,
1994-09,16.249,
1994-10,15.660,
1994-11,15.981,
1994-12,14.753,
1995-01,15.131,
1995-02,15.447,
1995-03,15.262,
1995-04,15.456,
1995-05,16.105,
1995-06,15.442,
1995-07,16.094,
1995-08,16.201,
1995-09,16.444,
1995-10,16.509,
1995-11,15.806,
1995-12,15.161,
1996-01,16.269,
1996-02,15.501,
1996-03,13.512,
1996-04,13.951,
1996-05,14.103,
1996-06,14.081,
1996-07,12.299,
1996-08,12.495,
1996-09,12.310,
1996-10,12.218,
1996-11,12.667,
1996-12,13.053,
1997-01,13.521,
1997-02,14.695,
1997-03,14.953,
1997-04,15.487,
1997-05,16.162,
1997-06,16.417,
1997-07,18.182,
1997-08,17.432,
1997-09,17.487,
1997-10,17.230,
1997-11,17.163,
1997-12,16.650,
1998-01,16.749,
1998-02,16.771,
1998-03,18.243,
1998-04,18.345,
1998-05,17.312,
1998-06,18.128,
