"",BBK01.WX0249,BBK01.WX0249_FLAGS
"",Gross sales of domestic debt securities at nominal value / Non-financial corporations,
unit,DM/EURO (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-11 10:15:21,
2008-01,545,
2008-02,313,
2008-03,119,
2008-04,606,
2008-05,85,
2008-06,590,
2008-07,496,
2008-08,323,
2008-09,1149,
2008-10,85,
2008-11,8,
2008-12,2899,
2009-01,509,
2009-02,57,
2009-03,5379,
2009-04,2303,
2009-05,4189,
2009-06,2744,
2009-07,2406,
2009-08,506,
2009-09,3929,
2009-10,4639,
2009-11,4007,
2009-12,119,
2010-01,3943,
2010-02,3676,
2010-03,862,
2010-04,2751,
2010-05,100,
2010-06,221,
2010-07,674,
2010-08,1226,
2010-09,2652,
2010-10,2453,
2010-11,368,
2010-12,365,
2011-01,4710,
2011-02,555,
2011-03,3334,
2011-04,2454,
2011-05,1285,
2011-06,816,
2011-07,3715,
2011-08,129,
2011-09,335,
2011-10,963,
2011-11,1218,
2011-12,46,
2012-01,50,
2012-02,2768,
2012-03,4690,
2012-04,1445,
2012-05,1837,
2012-06,3027,
2012-07,3593,
2012-08,945,
2012-09,4280,
2012-10,1739,
2012-11,3291,
2012-12,6165,
2013-01,1000,
2013-02,2452,
2013-03,2912,
2013-04,4103,
2013-05,2417,
2013-06,3142,
2013-07,2604,
2013-08,1742,
2013-09,1690,
2013-10,2600,
2013-11,3273,
2013-12,2475,
2014-01,5227,
2014-02,2068,
2014-03,2496,
2014-04,1791,
2014-05,1476,
2014-06,1679,
2014-07,6717,
2014-08,154,
2014-09,2345,
2014-10,3520,
2014-11,3331,
2014-12,3698,
"",General: Revised figures from January 2006 onwards,
