"",BBDB1.A.DE.N.BN2BCDEF.C.IFRS.B.A.K.E.E039.PPGJ.A,BBDB1.A.DE.N.BN2BCDEF.C.IFRS.B.A.K.E.E039.PPGJ.A_FLAGS
"","Operating income before depreciation and amortisation (EBITDA) as a percentage of revenues / Year-on-year change in percentage points, adjusted for changes in the basis of consolidation / Non-financial listed groups / Germany / Groups with a focus on the production sector / Profitability",
unit,Prozentpunkte (hypothetically euro-based),
unit multiplier,one,
last update,2014-12-15 13:14:09,
2006,-0.42,
2007,1.60,
2008,-1.80,
2009,-1.20,
2010,2.28,
2011,-1.64,
2012,-0.24,
2013,-0.19,
"","General: Non-financial groups listed in Germany, which publish IFRS consolidated financial statements on a quarterly basis and make a noteworthy contribution to value added in Germany. Adjusted for substantial changes in the basis of consolidation of large groups (see explanatory notes in the Statistical Supplement Seasonally adjusted business statistics).Including groups in agriculture and forestry.",
