"",BBNZ1.Q.DE.Y.H.0056.A,BBNZ1.Q.DE.Y.H.0056.A_FLAGS
"",Germany / National accounts / Origin of GDP / Construction / Chain-linked index / Calendar and seasonally adjusted,
unit,2010=100 (hypothetically euro-based),
unit multiplier,one,
last update,2015-02-25 17:37:40,
1991-01,125.06,
1991-04,125.78,
1991-07,127.46,
1991-10,130.70,
1992-01,134.18,
1992-04,134.53,
1992-07,133.80,
1992-10,138.60,
1993-01,133.86,
1993-04,134.22,
1993-07,136.90,
1993-10,134.46,
1994-01,139.00,
1994-04,142.12,
1994-07,142.49,
1994-10,146.97,
1995-01,138.00,
1995-04,141.66,
1995-07,138.61,
1995-10,135.32,
1996-01,122.18,
1996-04,135.74,
1996-07,133.91,
1996-10,133.31,
1997-01,124.98,
1997-04,130.96,
1997-07,129.34,
1997-10,128.91,
1998-01,127.93,
1998-04,124.69,
1998-07,123.39,
1998-10,120.28,
1999-01,121.34,
1999-04,121.67,
1999-07,123.92,
1999-10,124.14,
2000-01,124.32,
2000-04,121.83,
2000-07,120.07,
2000-10,118.54,
2001-01,115.99,
2001-04,113.65,
2001-07,112.91,
2001-10,113.58,
2002-01,112.80,
2002-04,109.27,
2002-07,109.05,
2002-10,106.84,
2003-01,104.04,
2003-04,104.97,
2003-07,105.52,
2003-10,103.02,
2004-01,103.19,
2004-04,101.53,
2004-07,98.95,
2004-10,97.06,
2005-01,95.05,
2005-04,96.57,
2005-07,97.56,
2005-10,95.70,
2006-01,91.17,
2006-04,96.17,
2006-07,97.95,
2006-10,101.09,
2007-01,98.30,
2007-04,94.11,
2007-07,94.91,
2007-10,97.50,
2008-01,99.11,
2008-04,94.38,
2008-07,93.60,
2008-10,94.27,
2009-01,93.04,
2009-04,92.69,
2009-07,92.68,
2009-10,92.11,
2010-01,95.76,
2010-04,103.16,
2010-07,101.18,
2010-10,96.48,
2011-01,102.58,
2011-04,103.50,
2011-07,102.41,
2011-10,105.11,
2012-01,105.13,
2012-04,105.34,
2012-07,104.61,
2012-10,102.88,
2013-01,102.11,
2013-04,103.58,
2013-07,105.03,
2013-10,106.48,
2014-01,110.72,
2014-04,107.28,
2014-07,105.68,
2014-10,108.75,
