"",BBK01.PQB359,BBK01.PQB359_FLAGS
"",Lending to domestic self-employed persons / Short-term / Commercial banks,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-16 10:24:02,
1968-10,2.175,
1969-01,2.294,
1969-04,2.444,
1969-07,2.526,
1969-10,2.841,
1970-01,2.973,
1970-04,3.149,
1970-07,3.232,
1970-10,3.241,
1971-01,3.324,
1971-04,3.460,
1971-07,3.667,
1971-10,3.786,
1972-01,3.916,
1972-04,4.214,
1972-07,4.344,
1972-10,4.638,
1973-01,4.810,
1973-04,5.097,
1973-07,5.172,
1973-10,5.161,
1974-01,5.219,
1974-04,5.391,
1974-07,5.329,
1974-10,5.278,
1975-01,5.037,
1975-04,4.905,
1975-07,4.656,
1975-10,4.669,
1976-01,4.467,
1976-04,4.669,
1976-07,4.761,
1976-10,4.917,
1977-01,4.775,
1977-04,5.005,
1977-07,5.076,
1977-10,5.272,
1978-01,5.015,
1978-04,5.246,
1978-07,5.311,
1978-10,5.532,
1979-01,5.356,
1979-04,5.753,
1979-07,5.806,
1979-10,6.312,
1980-01,5.980,
1980-04,6.283,
1980-07,6.273,
1980-10,6.856,
1981-01,6.771,
1981-04,6.644,
1981-07,6.834,
1981-10,7.442,
1982-01,7.450,
1982-04,7.564,
1982-07,7.784,
1982-10,8.644,
1983-01,8.588,
1983-04,8.711,
1983-07,8.832,
1983-10,9.549,
1984-01,9.506,
1984-04,9.962,
1984-07,10.178,
1984-10,10.708,
1985-01,10.491,
1985-04,10.577,
1985-07,10.622,
1985-10,11.449,
1986-01,11.208,
1986-04,11.354,
1986-07,11.051,
1986-10,11.694,
1987-01,11.012,
1987-04,11.045,
1987-07,11.022,
1987-10,11.214,
1988-01,10.785,
1988-04,11.076,
1988-07,10.949,
1988-10,11.329,
1989-01,11.036,
1989-04,11.519,
1989-07,11.594,
1989-10,12.636,
1990-01,12.621,
1990-04,12.878,
1990-07,13.394,
1990-10,14.826,
1991-01,13.841,
1991-04,14.359,
1991-07,14.408,
1991-10,15.960,
1992-01,15.239,
1992-04,15.515,
1992-07,15.308,
1992-10,16.430,
1993-01,15.493,
1993-04,15.492,
1993-07,15.157,
1993-10,15.900,
1994-01,14.783,
1994-04,14.652,
1994-07,14.964,
1994-10,16.573,
1995-01,15.463,
1995-04,15.725,
1995-07,15.515,
1995-10,16.530,
1996-01,14.917,
1996-04,14.919,
1996-07,14.882,
1996-10,16.810,
1997-01,15.282,
1997-04,15.428,
1997-07,15.001,
1997-10,15.761,
1998-01,14.869,
1998-04,14.905,
1998-07,15.016,
1998-10,16.043,
1999-01,13.964,
1999-04,16.051,
1999-07,15.667,
1999-10,15.827,
2000-01,15.557,
2000-04,15.310,
2000-07,15.099,
2000-10,15.550,
2001-01,14.760,
2001-04,15.121,
2001-07,14.613,
2001-10,15.139,
2002-01,14.482,
2002-04,14.324,
2002-07,13.920,
2002-10,14.178,
2003-01,12.949,
2003-04,12.832,
2003-07,12.490,
2003-10,12.960,
2004-01,11.634,
2004-04,11.418,
2004-07,11.289,
2004-10,11.592,
2005-01,10.658,
2005-04,10.434,
2005-07,9.655,
2005-10,9.547,
2006-01,9.192,
2006-04,8.921,
2006-07,8.535,
2006-10,8.404,
2007-01,8.269,
2007-04,8.120,
2007-07,7.808,
2007-10,8.431,
2008-01,7.949,
2008-04,7.809,
2008-07,7.819,
2008-10,8.078,
2009-01,7.975,
2009-04,7.831,
2009-07,7.616,
2009-10,7.563,
2010-01,7.637,
2010-04,7.863,
2010-07,7.939,
2010-10,7.964,
2011-01,7.707,
2011-04,7.604,
2011-07,7.313,
2011-10,7.221,
2012-01,7.263,
2012-04,7.190,
2012-07,6.985,
2012-10,7.107,
2013-01,7.093,
2013-04,7.059,
2013-07,6.949,
2013-10,7.070,
2014-01,6.934,
2014-04,6.902,
2014-07,6.804,
2014-10,6.580,
