"",BBK01.QU2146,BBK01.QU2146_FLAGS
"",Banks in Germany: Short-term liabilities to non-residents / Romania / All currencies,
unit,DM/EURO (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 07:13:14,
1975-12,0.029,
1976-01,0.029,
1976-02,0.017,
1976-03,0.012,
1976-04,0.012,
1976-05,0.024,
1976-06,0.027,
1976-07,0.024,
1976-08,0.025,
1976-09,0.022,
1976-10,0.025,
1976-11,0.033,
1976-12,0.018,
1977-01,0.014,
1977-02,0.008,
1977-03,0.013,
1977-04,0.011,
1977-05,0.015,
1977-06,0.017,
1977-07,0.011,
1977-08,0.012,
1977-09,0.009,
1977-10,0.014,
1977-11,0.017,
1977-12,0.014,
1978-01,0.013,
1978-02,0.010,
1978-03,0.014,
1978-04,0.016,
1978-05,0.013,
1978-06,0.010,
1978-07,0.016,
1978-08,0.012,
1978-09,0.024,
1978-10,0.012,
1978-11,0.019,
1978-12,0.020,
1979-01,0.012,
1979-02,0.012,
1979-03,0.019,
1979-04,0.015,
1979-05,0.018,
1979-06,0.021,
1979-07,0.062,
1979-08,0.024,
1979-09,0.021,
1979-10,0.014,
1979-11,0.015,
1979-12,0.033,
1980-01,0.014,
1980-02,0.015,
1980-03,0.018,
1980-04,0.017,
1980-05,0.017,
1980-06,0.010,
1980-07,0.016,
1980-08,0.014,
1980-09,0.010,
1980-10,0.016,
1980-11,0.014,
1980-12,0.022,
1981-01,0.013,
1981-02,0.019,
1981-03,0.038,
1981-04,0.015,
1981-05,0.022,
1981-06,0.022,
1981-07,0.021,
1981-08,0.020,
1981-09,0.015,
1981-10,0.024,
1981-11,0.027,
1981-12,0.050,
1982-01,0.023,
1982-02,0.022,
1982-03,0.039,
1982-04,0.024,
1982-05,0.016,
1982-06,0.038,
1982-07,0.032,
1982-08,0.042,
1982-09,0.047,
1982-10,0.063,
1982-11,0.060,
1982-12,0.037,
1983-01,0.029,
1983-02,0.041,
1983-03,0.020,
1983-04,0.026,
1983-05,0.027,
1983-06,0.025,
1983-07,0.022,
1983-08,0.022,
1983-09,0.024,
1983-10,0.029,
1983-11,0.032,
1983-12,0.041,
1984-01,0.041,
1984-02,0.038,
1984-03,0.096,
1984-04,0.076,
1984-05,0.079,
1984-06,0.048,
1984-07,0.047,
1984-08,0.041,
1984-09,0.050,
1984-10,0.058,
1984-11,0.087,
1984-12,0.071,
1985-01,0.076,
1985-02,0.053,
1985-03,0.051,
1985-04,0.019,
1985-05,0.026,
1985-06,0.028,
1985-07,0.027,
1985-08,0.022,
1985-09,0.033,
1985-10,0.027,
1985-11,0.029,
1985-12,0.028,
1986-01,0.021,
1986-02,0.025,
1986-03,0.039,
1986-04,0.024,
1986-05,0.021,
1986-06,0.021,
1986-07,0.020,
1986-08,0.020,
1986-09,0.021,
1986-10,0.018,
1986-11,0.018,
1986-12,0.018,
1987-01,0.017,
1987-02,0.029,
1987-03,0.041,
1987-04,0.021,
1987-05,0.031,
1987-06,0.036,
1987-07,0.020,
1987-08,0.030,
1987-09,0.030,
1987-10,0.018,
1987-11,0.037,
1987-12,0.035,
1988-01,0.026,
1988-02,0.018,
1988-03,0.023,
1988-04,0.024,
1988-05,0.024,
1988-06,0.026,
1988-07,0.032,
1988-08,0.020,
1988-09,0.028,
1988-10,0.041,
1988-11,0.034,
1988-12,0.057,
1989-01,0.046,
1989-02,0.046,
1989-03,0.063,
1989-04,0.046,
1989-05,0.038,
1989-06,0.049,
1989-07,0.054,
1989-08,0.041,
1989-09,0.035,
1989-10,0.036,
1989-11,0.038,
1989-12,0.041,
1990-01,0.036,
1990-02,0.029,
1990-03,0.034,
1990-04,0.035,
1990-05,0.027,
1990-06,0.025,
1990-07,0.025,
1990-08,.,No value available
1990-09,.,No value available
1990-10,.,No value available
1990-11,.,No value available
1990-12,.,No value available
1991-01,.,No value available
1991-02,.,No value available
1991-03,.,No value available
1991-04,.,No value available
1991-05,.,No value available
1991-06,.,No value available
1991-07,.,No value available
1991-08,.,No value available
1991-09,0.075,
1991-10,0.044,
1991-11,0.037,
1991-12,.,No value available
1992-01,.,No value available
1992-02,.,No value available
1992-03,.,No value available
1992-04,.,No value available
1992-05,.,No value available
1992-06,.,No value available
1992-07,.,No value available
1992-08,.,No value available
1992-09,.,No value available
1992-10,.,No value available
1992-11,.,No value available
1992-12,.,No value available
1993-01,.,No value available
1993-02,.,No value available
1993-03,.,No value available
1993-04,.,No value available
1993-05,.,No value available
1993-06,.,No value available
1993-07,0.088,
1993-08,.,No value available
1993-09,.,No value available
1993-10,.,No value available
1993-11,.,No value available
1993-12,0.089,
1994-01,.,No value available
1994-02,.,No value available
1994-03,.,No value available
1994-04,.,No value available
1994-05,.,No value available
1994-06,0.115,
1994-07,0.114,
1994-08,0.122,
1994-09,0.120,
1994-10,0.107,
1994-11,0.100,
1994-12,.,No value available
1995-01,0.114,
1995-02,0.106,
1995-03,.,No value available
1995-04,.,No value available
1995-05,.,No value available
1995-06,0.114,
1995-07,0.110,
1995-08,0.121,
1995-09,0.110,
1995-10,0.113,
1995-11,0.118,
1995-12,0.135,
1996-01,0.083,
1996-02,0.099,
1996-03,0.094,
1996-04,0.101,
1996-05,0.116,
1996-06,0.110,
1996-07,0.129,
1996-08,0.118,
1996-09,0.130,
1996-10,0.152,
1996-11,0.169,
1996-12,0.243,
1997-01,0.146,
1997-02,0.157,
1997-03,0.163,
1997-04,0.190,
1997-05,0.175,
1997-06,0.160,
1997-07,0.172,
1997-08,0.167,
1997-09,0.176,
1997-10,0.167,
1997-11,0.225,
1997-12,0.222,
1998-01,0.177,
1998-02,0.195,
1998-03,0.209,
1998-04,0.172,
1998-05,0.178,
1998-06,0.188,
1998-07,0.163,
1998-08,0.151,
1998-09,0.136,
1998-10,0.133,
1998-11,0.143,
1998-12,.,No value available
1999-01,.,No value available
1999-02,.,No value available
1999-03,.,No value available
1999-04,.,No value available
1999-05,.,No value available
1999-06,.,No value available
1999-07,.,No value available
1999-08,.,No value available
1999-09,0.217,
1999-10,0.202,
1999-11,0.286,
1999-12,.,No value available
2000-01,.,No value available
2000-02,.,No value available
2000-03,.,No value available
2000-04,.,No value available
2000-05,.,No value available
2000-06,.,No value available
2000-07,.,No value available
2000-08,0.393,
2000-09,.,No value available
2000-10,0.418,
2000-11,0.413,
2000-12,0.486,
2001-01,0.432,
2001-02,0.416,
2001-03,0.385,
2001-04,0.375,
2001-05,0.369,
2001-06,0.329,
2001-07,0.340,
2001-08,0.371,
2001-09,0.395,
2001-10,0.371,
2001-11,0.381,
2001-12,0.454,
2002-01,0.384,
2002-02,0.374,
2002-03,0.377,
2002-04,0.313,
2002-05,0.292,
2002-06,0.255,
2002-07,0.314,
2002-08,0.289,
2002-09,0.342,
2002-10,0.270,
2002-11,0.267,
2002-12,0.300,
2003-01,0.243,
2003-02,0.204,
2003-03,0.211,
2003-04,0.219,
2003-05,0.227,
2003-06,0.229,
2003-07,0.228,
2003-08,0.229,
2003-09,0.205,
2003-10,0.200,
2003-11,0.196,
2003-12,0.186,
2004-01,0.158,
2004-02,0.182,
2004-03,0.207,
2004-04,0.208,
2004-05,0.188,
2004-06,0.205,
2004-07,0.206,
2004-08,0.187,
2004-09,0.170,
2004-10,0.189,
2004-11,0.163,
2004-12,0.177,
2005-01,0.221,
2005-02,0.243,
2005-03,0.160,
2005-04,0.156,
2005-05,0.305,
2005-06,0.190,
2005-07,0.165,
2005-08,0.145,
2005-09,0.146,
2005-10,0.143,
2005-11,0.151,
2005-12,0.202,
2006-01,0.134,
2006-02,0.165,
2006-03,0.105,
2006-04,0.103,
2006-05,0.121,
2006-06,0.105,
2006-07,0.107,
2006-08,0.175,
2006-09,0.101,
2006-10,0.119,
2006-11,0.119,
2006-12,0.136,
2007-01,0.111,
2007-02,0.146,
2007-03,0.165,
2007-04,0.117,
2007-05,0.123,
2007-06,0.190,
2007-07,0.212,
2007-08,0.145,
2007-09,0.198,
2007-10,0.140,
2007-11,0.152,
2007-12,0.162,
2008-01,0.136,
2008-02,0.119,
2008-03,0.135,
2008-04,0.227,
2008-05,0.142,
2008-06,0.140,
