"",BBK01.QUX836,BBK01.QUX836_FLAGS
"","Consolidated German banks: Claims on non-residents, total (excluding participating interests) / Countries in America / Euro",
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 08:35:22,
2002-03,59.356,
2002-04,55.286,
2002-05,64.218,
2002-06,59.064,
2002-07,58.554,
2002-08,64.497,
2002-09,62.191,
2002-10,64.590,
2002-11,61.519,
2002-12,67.043,
2003-01,67.851,
2003-02,64.725,
2003-03,66.210,
2003-04,66.284,
2003-05,66.733,
2003-06,59.842,
2003-07,63.590,
2003-08,60.363,
2003-09,59.110,
2003-10,59.759,
2003-11,63.049,
2003-12,59.388,
2004-01,59.939,
2004-02,60.207,
2004-03,57.990,
2004-04,57.479,
2004-05,60.718,
2004-06,55.545,
2004-07,55.459,
2004-08,58.146,
2004-09,59.290,
2004-10,66.854,
2004-11,65.964,
2004-12,66.089,
2005-01,71.321,
2005-02,74.265,
2005-03,76.011,
2005-04,75.199,
2005-05,74.218,
2005-06,75.702,
2005-07,78.900,
2005-08,87.541,
2005-09,88.013,
2005-10,93.741,
2005-11,96.726,
2005-12,85.474,
2006-01,82.511,
2006-02,79.908,
2006-03,75.762,
2006-04,76.632,
2006-05,80.950,
2006-06,86.147,
2006-07,85.563,
2006-08,90.209,
2006-09,104.061,
2006-10,110.942,
2006-11,108.919,
2006-12,106.233,
2007-01,105.423,
2007-02,102.538,
2007-03,108.973,
2007-04,105.247,
2007-05,104.706,
2007-06,109.284,
2007-07,106.546,
2007-08,107.776,
2007-09,108.420,
2007-10,120.531,
2007-11,134.058,
2007-12,142.243,
2008-01,124.900,
2008-02,123.312,
2008-03,124.533,
2008-04,117.101,
2008-05,117.288,
2008-06,115.953,
2008-07,111.988,
2008-08,104.611,
2008-09,108.631,
2008-10,102.747,
2008-11,100.397,
2008-12,102.542,
2009-01,94.707,
2009-02,99.950,
2009-03,96.682,
2009-04,96.991,
2009-05,91.404,
2009-06,88.533,
2009-07,88.978,
2009-08,85.235,
2009-09,79.407,
2009-10,74.911,
2009-11,69.175,
2009-12,63.835,
2010-01,59.765,
2010-02,58.753,
2010-03,59.826,
2010-04,55.859,
2010-05,59.821,
2010-06,55.864,
2010-07,51.220,
2010-08,51.365,
2010-09,49.225,
2010-10,46.691,
2010-11,44.595,
2010-12,42.232,
2011-01,43.345,
2011-02,39.546,
2011-03,41.105,
2011-04,43.536,
2011-05,39.062,
2011-06,39.406,
2011-07,40.282,
2011-08,33.203,
2011-09,30.649,
2011-10,29.627,
2011-11,36.858,
2011-12,28.338,
2012-01,22.286,
2012-02,27.387,
2012-03,36.798,
2012-04,37.017,
2012-05,33.785,
2012-06,38.587,
2012-07,33.573,
2012-08,33.067,
2012-09,28.683,
2012-10,30.388,
2012-11,29.932,
2012-12,26.791,
2013-01,28.606,
2013-02,30.017,
2013-03,28.415,
2013-04,29.515,
2013-05,27.857,
2013-06,20.785,
2013-07,19.818,
2013-08,20.547,
2013-09,31.324,
2013-10,26.669,
2013-11,25.987,
2013-12,28.740,
2014-01,20.324,
2014-02,21.163,
2014-03,31.127,
2014-04,28.927,
2014-05,28.386,
2014-06,27.063,
2014-07,21.420,
2014-08,19.022,
2014-09,32.796,
2014-10,26.116,
