"",BBK01.OUC196,BBK01.OUC196_FLAGS
"",Time deposits of domestic government / for up and including 1 year / Big banks,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:22:21,
1968-12,1.032,
1969-01,0.985,
1969-02,0.938,
1969-03,0.870,
1969-04,0.894,
1969-05,1.069,
1969-06,1.033,
1969-07,0.974,
1969-08,1.043,
1969-09,1.037,
1969-10,1.094,
1969-11,1.062,
1969-12,1.295,
1970-01,1.236,
1970-02,1.251,
1970-03,1.203,
1970-04,1.243,
1970-05,1.506,
1970-06,1.460,
1970-07,1.470,
1970-08,1.593,
1970-09,1.563,
1970-10,1.538,
1970-11,1.502,
1970-12,1.518,
1971-01,1.597,
1971-02,1.687,
1971-03,1.682,
1971-04,1.829,
1971-05,1.950,
1971-06,1.766,
1971-07,1.582,
1971-08,1.658,
1971-09,1.692,
1971-10,1.555,
1971-11,1.622,
1971-12,1.581,
1972-01,1.596,
1972-02,1.546,
1972-03,1.366,
1972-04,1.460,
1972-05,1.759,
1972-06,1.768,
1972-07,1.701,
1972-08,1.847,
1972-09,1.853,
1972-10,1.837,
1972-11,1.745,
1972-12,1.888,
1973-01,2.051,
1973-02,2.153,
1973-03,2.045,
1973-04,1.948,
1973-05,2.212,
1973-06,1.973,
1973-07,1.928,
1973-08,2.090,
1973-09,2.135,
1973-10,1.893,
1973-11,1.695,
1973-12,1.793,
1974-01,1.882,
1974-02,1.785,
1974-03,1.731,
1974-04,1.838,
1974-05,1.923,
1974-06,1.859,
1974-07,1.744,
1974-08,1.849,
1974-09,1.706,
1974-10,1.735,
1974-11,1.817,
1974-12,1.820,
1975-01,1.820,
1975-02,1.881,
1975-03,1.670,
1975-04,1.393,
1975-05,1.578,
1975-06,1.558,
1975-07,1.558,
1975-08,1.716,
1975-09,1.374,
1975-10,1.457,
1975-11,1.189,
1975-12,1.250,
1976-01,1.152,
1976-02,1.152,
1976-03,1.017,
1976-04,0.987,
1976-05,1.292,
1976-06,1.379,
1976-07,1.498,
1976-08,1.639,
1976-09,1.455,
1976-10,1.407,
1976-11,1.219,
1976-12,1.899,
1977-01,1.727,
1977-02,1.713,
1977-03,1.483,
1977-04,1.429,
1977-05,1.650,
1977-06,1.543,
1977-07,1.437,
1977-08,1.635,
1977-09,1.835,
1977-10,1.760,
1977-11,1.740,
