"",BBK01.OEYB21M,BBK01.OEYB21M_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-05 11:32:24,
2002-01,24.536,
2002-04,20.155,
2002-07,19.793,
2002-10,20.109,
2003-01,20.819,
2003-04,29.693,
2003-07,30.240,
2003-10,31.265,
2004-01,30.398,
2004-04,30.495,
2004-07,29.707,
2004-10,28.955,
2005-01,29.840,
2005-04,30.021,
2005-07,30.522,
2005-10,28.401,
2006-01,29.790,
2006-04,29.855,
2006-07,22.551,
2006-10,21.938,
2007-01,22.567,
2007-04,22.415,
2007-07,22.717,
2007-10,22.134,
2008-01,22.558,
2008-04,22.210,
2008-07,21.380,
2008-10,20.911,
2009-01,21.684,
2009-04,21.684,
2009-07,22.272,
2009-10,22.424,
2010-01,22.026,
2010-04,21.528,
2010-07,22.074,
2010-10,22.068,
2011-01,21.892,
2011-04,21.699,
2011-07,23.745,
2011-10,24.237,
2012-01,23.431,
2012-04,24.012,
2012-07,23.395,
2012-10,24.258,
2013-01,22.785,
2013-04,23.513,
2013-07,22.745,
2013-10,22.312,
2014-01,21.121,
2014-04,20.697,
2014-07,19.958,
