"",BBK01.CEF520,BBK01.CEF520_FLAGS
"",Equity and investment fund shares or units                                                     debtor: Domestic financial corporations    creditor: Total,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-18 14:34:13,
1999-01,1269.4,
1999-04,1291.1,
1999-07,1269.4,
1999-10,1495.5,
2000-01,1672.6,
2000-04,1557.1,
2000-07,1630.6,
2000-10,1520.3,
2001-01,1507.6,
2001-04,1540.1,
2001-07,1314.3,
2001-10,1433.9,
2002-01,1503.7,
2002-04,1419.6,
2002-07,1165.9,
2002-10,1135.0,
2003-01,1125.4,
2003-04,1253.1,
2003-07,1264.4,
2003-10,1314.7,
2004-01,1326.7,
2004-04,1331.7,
2004-07,1315.8,
2004-10,1352.1,
2005-01,1394.2,
2005-04,1434.8,
2005-07,1530.5,
2005-10,1574.7,
2006-01,1646.5,
2006-04,1603.6,
2006-07,1697.4,
2006-10,1738.7,
2007-01,1793.5,
2007-04,1852.0,
2007-07,1812.0,
2007-10,1821.2,
2008-01,1681.2,
2008-04,1636.8,
2008-07,1540.8,
2008-10,1366.0,
2009-01,1332.2,
2009-04,1394.8,
2009-07,1505.6,
2009-10,1539.5,
2010-01,1608.1,
2010-04,1571.2,
2010-07,1587.3,
2010-10,1631.4,
2011-01,1651.9,
2011-04,1655.7,
2011-07,1550.6,
2011-10,1586.6,
2012-01,1694.4,
2012-04,1668.2,
2012-07,1757.7,
2012-10,1841.1,
2013-01,1887.5,
2013-04,1888.2,
2013-07,1941.3,
2013-10,2007.8,
2014-01,2046.1,
2014-04,2084.8,
2014-07,2141.9,
