"",BBNZ1.Q.DE.Y.G.0111.A,BBNZ1.Q.DE.Y.G.0111.A_FLAGS
"",Germany / National accounts / Use of GDP / Imports of goods and services / At current prices / Calendar and seasonally adjusted,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-25 17:38:03,
1991-01,94.315,
1991-04,95.994,
1991-07,97.292,
1991-10,97.304,
1992-01,98.172,
1992-04,96.235,
1992-07,95.179,
1992-10,95.931,
1993-01,87.556,
1993-04,87.940,
1993-07,89.431,
1993-10,89.150,
1994-01,90.954,
1994-04,94.937,
1994-07,97.290,
1994-10,99.450,
1995-01,100.552,
1995-04,102.033,
1995-07,102.916,
1995-10,103.580,
1996-01,104.145,
1996-04,105.424,
1996-07,105.770,
1996-10,110.892,
1997-01,115.326,
1997-04,116.995,
1997-07,121.838,
1997-10,123.272,
1998-01,126.998,
1998-04,128.284,
1998-07,126.972,
1998-10,123.983,
1999-01,128.569,
1999-04,133.448,
1999-07,138.301,
1999-10,141.005,
2000-01,149.615,
2000-04,156.199,
2000-07,164.498,
2000-10,176.521,
2001-01,167.280,
2001-04,167.598,
2001-07,163.618,
2001-10,159.788,
2002-01,152.992,
2002-04,157.001,
2002-07,155.382,
2002-10,159.685,
2003-01,163.024,
2003-04,159.018,
2003-07,158.646,
2003-10,163.380,
2004-01,165.050,
2004-04,170.213,
2004-07,174.848,
2004-10,176.793,
2005-01,174.785,
2005-04,184.131,
2005-07,190.765,
2005-10,200.256,
2006-01,207.829,
2006-04,211.851,
2006-07,216.375,
2006-10,223.333,
2007-01,225.611,
2007-04,226.887,
2007-07,230.709,
2007-10,233.231,
2008-01,239.757,
2008-04,239.432,
2008-07,247.066,
2008-10,232.803,
2009-01,208.198,
2009-04,194.648,
2009-07,201.403,
2009-10,202.995,
2010-01,218.661,
2010-04,240.307,
2010-07,243.480,
2010-10,250.118,
2011-01,263.628,
2011-04,270.971,
2011-07,270.397,
2011-10,271.271,
2012-01,276.083,
2012-04,275.923,
2012-07,275.203,
2012-10,275.587,
2013-01,276.904,
2013-04,278.338,
2013-07,281.591,
2013-10,282.959,
2014-01,280.910,
2014-04,282.691,
2014-07,286.267,
2014-10,289.277,
