"",BBK01.PC3739,BBK01.PC3739_FLAGS
"",Lending to financial institutions (excluding MFIs) and insurance / Foreign banks,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-16 10:32:24,
1985-10,0.941,
1986-01,0.875,
1986-04,0.838,
1986-07,0.845,
1986-10,0.871,
1987-01,0.935,
1987-04,1.525,
1987-07,1.079,
1987-10,1.005,
1988-01,1.053,
1988-04,1.007,
1988-07,1.126,
1988-10,1.243,
1989-01,1.150,
1989-04,1.210,
1989-07,1.257,
1989-10,1.157,
1990-01,1.256,
1990-04,1.161,
1990-07,1.256,
1990-10,1.219,
1991-01,1.272,
1991-04,1.301,
1991-07,1.206,
1991-10,1.132,
1992-01,1.154,
1992-04,1.156,
1992-07,1.251,
1992-10,1.566,
1993-01,1.444,
1993-04,1.550,
1993-07,1.579,
1993-10,1.525,
1994-01,1.745,
1994-04,1.504,
1994-07,1.487,
1994-10,1.587,
1995-01,1.658,
1995-04,1.618,
1995-07,1.701,
1995-10,1.847,
1996-01,2.363,
1996-04,3.692,
1996-07,2.802,
1996-10,3.766,
1997-01,3.180,
1997-04,4.144,
1997-07,3.054,
1997-10,2.450,
1998-01,2.747,
1998-04,2.963,
1998-07,2.597,
1998-10,2.321,
1999-01,2.451,
1999-04,2.086,
1999-07,2.542,
1999-10,2.001,
2000-01,6.414,
2000-04,3.419,
2000-07,3.114,
2000-10,2.262,
2001-01,9.654,
2001-04,2.448,
2001-07,2.966,
2001-10,3.340,
2002-01,5.292,
2002-04,3.241,
2002-07,2.555,
2002-10,2.662,
2003-01,6.040,
2003-04,2.561,
2003-07,2.728,
2003-10,2.892,
2004-01,3.942,
2004-04,2.783,
2004-07,3.092,
2004-10,2.503,
2005-01,2.712,
2005-04,2.873,
2005-07,3.062,
2005-10,6.115,
2006-01,14.646,
2006-04,10.516,
2006-07,15.638,
2006-10,10.884,
2007-01,17.402,
2007-04,16.639,
2007-07,17.000,
2007-10,13.269,
2008-01,21.014,
2008-04,25.466,
2008-07,32.705,
2008-10,12.951,
2009-01,17.125,
2009-04,21.978,
2009-07,22.705,
2009-10,22.611,
2010-01,22.187,
2010-04,26.009,
2010-07,21.194,
2010-10,17.240,
2011-01,17.061,
2011-04,17.976,
2011-07,19.311,
2011-10,15.335,
2012-01,22.515,
2012-04,17.613,
2012-07,23.350,
2012-10,15.791,
2013-01,22.523,
2013-04,26.010,
2013-07,11.739,
2013-10,11.607,
2014-01,12.035,
2014-04,11.892,
2014-07,12.759,
2014-10,13.294,
