"",BBK01.OEAH38L,BBK01.OEAH38L_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-08 08:26:17,
2002-01,2.106,
2002-04,2.052,
2002-07,1.966,
2002-10,1.935,
2003-01,2.152,
2003-04,2.079,
2003-07,1.989,
2003-10,1.948,
2004-01,1.957,
2004-04,2.016,
2004-07,2.025,
2004-10,2.030,
2005-01,2.032,
2005-04,2.065,
2005-07,2.051,
2005-10,1.957,
2006-01,1.960,
2006-04,1.895,
2006-07,1.904,
2006-10,1.798,
2007-01,1.706,
2007-04,1.573,
2007-07,1.418,
2007-10,1.421,
2008-01,1.349,
2008-04,1.323,
2008-07,1.275,
2008-10,1.251,
2009-01,1.207,
2009-04,1.230,
2009-07,1.220,
2009-10,1.179,
2010-01,1.163,
2010-04,1.129,
2010-07,1.109,
2010-10,1.077,
2011-01,1.059,
2011-04,1.040,
2011-07,1.057,
2011-10,1.001,
2012-01,0.944,
2012-04,0.942,
2012-07,0.942,
2012-10,1.047,
2013-01,1.048,
2013-04,0.910,
2013-07,0.898,
2013-10,0.901,
2014-01,0.902,
2014-04,0.938,
2014-07,1.013,
