"",BBDE1.M.DE.Y.AEB5.N2C210000.F.C.I10.A,BBDE1.M.DE.Y.AEB5.N2C210000.F.C.I10.A_FLAGS
"",Orders received from abroad / At constant prices / Germany / 21 Manufacture of basic pharmaceutical products and pharmaceutical preparations / Calendar and seasonally adjusted,
unit,2010=100 (hypothetically euro-based),
unit multiplier,one,
last update,2015-02-05 08:18:24,
1991-01,30.0,
1991-02,34.7,
1991-03,30.0,
1991-04,31.9,
1991-05,34.6,
1991-06,26.4,
1991-07,40.7,
1991-08,40.1,
1991-09,29.9,
1991-10,32.5,
1991-11,37.0,
1991-12,31.4,
1992-01,33.3,
1992-02,38.3,
1992-03,31.5,
1992-04,32.5,
1992-05,35.5,
1992-06,33.0,
1992-07,30.3,
1992-08,39.7,
1992-09,28.3,
1992-10,31.3,
1992-11,36.1,
1992-12,27.7,
1993-01,31.7,
1993-02,36.8,
1993-03,30.7,
1993-04,31.9,
1993-05,35.9,
1993-06,25.9,
1993-07,31.8,
1993-08,42.9,
1993-09,28.9,
1993-10,33.4,
1993-11,38.6,
1993-12,29.8,
1994-01,36.5,
1994-02,38.4,
1994-03,41.7,
1994-04,35.1,
1994-05,32.2,
1994-06,35.9,
1994-07,36.6,
1994-08,35.5,
1994-09,43.3,
1994-10,38.8,
1994-11,32.4,
1994-12,43.2,
1995-01,44.3,
1995-02,39.0,
1995-03,41.8,
1995-04,47.0,
1995-05,43.2,
1995-06,46.4,
1995-07,48.9,
1995-08,46.3,
1995-09,52.5,
1995-10,47.4,
1995-11,43.1,
1995-12,53.8,
1996-01,44.7,
1996-02,42.3,
1996-03,50.7,
1996-04,46.6,
1996-05,49.7,
1996-06,49.3,
1996-07,49.4,
1996-08,47.5,
1996-09,50.0,
1996-10,49.7,
1996-11,47.2,
1996-12,57.3,
1997-01,45.4,
1997-02,49.0,
1997-03,55.7,
1997-04,60.1,
1997-05,51.7,
1997-06,55.7,
1997-07,52.9,
1997-08,51.6,
1997-09,61.8,
1997-10,56.8,
1997-11,50.2,
1997-12,71.3,
1998-01,53.5,
1998-02,50.7,
1998-03,55.3,
1998-04,51.8,
1998-05,51.5,
1998-06,56.6,
1998-07,50.0,
1998-08,52.6,
1998-09,58.2,
1998-10,51.7,
1998-11,45.9,
1998-12,49.5,
1999-01,54.0,
1999-02,55.3,
1999-03,51.3,
1999-04,69.1,
1999-05,68.8,
1999-06,45.8,
1999-07,64.9,
1999-08,65.4,
1999-09,53.5,
1999-10,56.4,
1999-11,63.9,
1999-12,55.2,
2000-01,58.8,
2000-02,62.3,
2000-03,64.8,
2000-04,61.2,
2000-05,57.5,
2000-06,61.9,
2000-07,62.8,
2000-08,61.2,
2000-09,70.6,
2000-10,68.4,
2000-11,65.5,
2000-12,74.6,
2001-01,71.9,
2001-02,62.9,
2001-03,68.1,
2001-04,68.1,
2001-05,63.7,
2001-06,71.6,
2001-07,70.9,
2001-08,72.7,
2001-09,63.8,
2001-10,74.1,
2001-11,66.3,
2001-12,67.7,
2002-01,80.5,
2002-02,68.3,
2002-03,79.4,
2002-04,74.5,
2002-05,68.7,
2002-06,69.2,
2002-07,77.0,
2002-08,72.2,
2002-09,80.8,
2002-10,62.8,
2002-11,83.9,
2002-12,72.8,
2003-01,75.6,
2003-02,78.8,
2003-03,72.1,
2003-04,72.9,
2003-05,78.9,
2003-06,72.3,
2003-07,74.3,
2003-08,76.2,
2003-09,70.9,
2003-10,83.2,
2003-11,70.9,
2003-12,76.5,
2004-01,75.1,
2004-02,79.9,
