"",BBK01.QX7160,BBK01.QX7160_FLAGS
"","Foreign branches: Liabilities to non-residents, total / China, People`s Republic of / US dollars",
unit,DM/EURO (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 07:51:16,
1995-01,2.243,
1995-02,1.869,
1995-03,1.864,
1995-04,2.322,
1995-05,2.525,
1995-06,2.452,
1995-07,2.228,
1995-08,2.420,
1995-09,2.420,
1995-10,2.734,
1995-11,2.662,
1995-12,2.745,
1996-01,2.857,
1996-02,3.058,
1996-03,2.836,
1996-04,2.602,
1996-05,2.325,
1996-06,2.801,
1996-07,2.393,
1996-08,2.515,
1996-09,2.447,
1996-10,3.451,
1996-11,3.973,
1996-12,3.961,
1997-01,4.132,
1997-02,4.349,
1997-03,3.883,
1997-04,3.468,
1997-05,3.247,
1997-06,3.961,
1997-07,4.714,
1997-08,4.115,
1997-09,4.767,
1997-10,4.152,
1997-11,4.926,
1997-12,5.435,
1998-01,6.183,
1998-02,6.409,
1998-03,6.518,
1998-04,6.319,
1998-05,6.976,
1998-06,6.735,
1998-07,6.257,
1998-08,5.605,
1998-09,4.974,
1998-10,5.468,
1998-11,5.258,
1998-12,5.375,
1999-01,5.651,
1999-02,5.066,
1999-03,5.066,
1999-04,5.099,
1999-05,5.041,
1999-06,5.296,
1999-07,5.401,
1999-08,5.277,
1999-09,6.384,
1999-10,6.818,
1999-11,6.511,
1999-12,5.826,
2000-01,5.992,
2000-02,6.577,
2000-03,8.607,
2000-04,8.616,
2000-05,8.871,
2000-06,8.200,
2000-07,9.575,
2000-08,9.248,
2000-09,8.914,
2000-10,10.330,
2000-11,11.037,
2000-12,9.991,
2001-01,10.686,
2001-02,9.366,
2001-03,9.439,
2001-04,8.555,
2001-05,10.016,
2001-06,11.222,
2001-07,10.879,
2001-08,9.355,
2001-09,9.400,
2001-10,11.507,
2001-11,11.607,
2001-12,10.925,
2002-01,11.449,
2002-02,11.562,
2002-03,10.906,
2002-04,11.572,
2002-05,10.817,
2002-06,9.376,
2002-07,8.435,
2002-08,8.602,
2002-09,9.315,
2002-10,8.898,
2002-11,5.691,
2002-12,7.070,
2003-01,6.577,
2003-02,5.248,
2003-03,4.311,
2003-04,3.524,
2003-05,4.885,
2003-06,4.322,
2003-07,2.725,
2003-08,2.662,
2003-09,2.946,
2003-10,3.060,
2003-11,2.591,
2003-12,2.837,
2004-01,3.950,
2004-02,2.627,
2004-03,3.275,
2004-04,2.680,
2004-05,3.328,
2004-06,3.434,
2004-07,3.971,
2004-08,3.877,
2004-09,4.236,
2004-10,4.745,
2004-11,4.296,
2004-12,2.731,
2005-01,3.028,
2005-02,4.828,
2005-03,3.906,
2005-04,3.967,
2005-05,4.441,
2005-06,5.043,
2005-07,3.618,
2005-08,5.288,
2005-09,4.586,
2005-10,4.623,
2005-11,5.428,
2005-12,5.845,
2006-01,5.514,
2006-02,6.028,
2006-03,5.235,
2006-04,4.867,
2006-05,4.553,
2006-06,3.949,
2006-07,4.194,
2006-08,4.347,
2006-09,4.014,
2006-10,4.378,
2006-11,5.830,
2006-12,7.444,
2007-01,4.874,
2007-02,4.165,
2007-03,3.984,
2007-04,3.324,
2007-05,3.353,
2007-06,2.828,
2007-07,2.912,
2007-08,6.000,
2007-09,7.103,
2007-10,15.227,
2007-11,13.565,
2007-12,11.048,
2008-01,10.397,
2008-02,10.473,
2008-03,11.368,
2008-04,8.581,
2008-05,7.391,
2008-06,6.838,
2008-07,6.760,
2008-08,9.635,
2008-09,6.309,
2008-10,4.747,
2008-11,5.134,
2008-12,4.315,
2009-01,4.426,
2009-02,6.702,
2009-03,5.618,
2009-04,5.251,
2009-05,5.559,
2009-06,2.669,
2009-07,2.549,
2009-08,2.565,
2009-09,2.934,
2009-10,2.894,
2009-11,1.880,
2009-12,1.818,
2010-01,2.688,
2010-02,2.361,
2010-03,2.150,
2010-04,2.566,
2010-05,0.706,
2010-06,1.530,
2010-07,2.145,
2010-08,3.000,
2010-09,1.278,
2010-10,1.464,
2010-11,1.093,
2010-12,1.847,
2011-01,2.063,
2011-02,2.078,
2011-03,1.278,
2011-04,0.708,
2011-05,1.688,
2011-06,0.484,
2011-07,1.394,
2011-08,0.982,
2011-09,0.689,
2011-10,0.873,
2011-11,1.034,
2011-12,1.105,
2012-01,0.614,
2012-02,1.030,
2012-03,0.901,
2012-04,1.091,
2012-05,1.040,
2012-06,1.097,
2012-07,1.135,
2012-08,0.875,
2012-09,1.159,
2012-10,0.960,
2012-11,5.995,
2012-12,1.916,
2013-01,1.240,
2013-02,1.388,
2013-03,0.963,
2013-04,0.686,
2013-05,0.659,
2013-06,0.661,
2013-07,0.652,
2013-08,0.970,
2013-09,0.831,
2013-10,0.968,
2013-11,0.822,
2013-12,0.730,
2014-01,0.832,
2014-02,0.762,
2014-03,0.985,
2014-04,0.905,
2014-05,1.174,
2014-06,2.361,
2014-07,1.310,
2014-08,2.141,
2014-09,1.121,
2014-10,1.364,
2014-11,1.696,
