"",BBK01.OUD230,BBK01.OUD230_FLAGS
"",Time deposits of domestic government / for more than two years / Regional banks and other commercial banks,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:22:38,
1999-01,1.034,
1999-02,1.049,
1999-03,1.077,
1999-04,1.091,
1999-05,1.090,
1999-06,1.094,
1999-07,1.106,
1999-08,1.146,
1999-09,1.157,
1999-10,1.159,
1999-11,1.079,
1999-12,1.110,
2000-01,1.115,
2000-02,1.085,
2000-03,1.069,
2000-04,1.230,
2000-05,1.509,
2000-06,1.511,
2000-07,1.506,
2000-08,1.516,
2000-09,1.517,
2000-10,1.508,
2000-11,1.520,
2000-12,1.568,
2001-01,1.523,
2001-02,1.514,
2001-03,1.504,
2001-04,1.527,
2001-05,1.528,
2001-06,1.524,
2001-07,1.545,
2001-08,1.556,
2001-09,1.571,
2001-10,1.470,
2001-11,1.520,
2001-12,1.542,
2002-01,1.565,
2002-02,1.539,
2002-03,1.622,
2002-04,1.569,
2002-05,1.558,
2002-06,1.553,
2002-07,1.573,
2002-08,1.581,
2002-09,1.556,
2002-10,1.509,
2002-11,1.528,
2002-12,1.519,
2003-01,1.502,
2003-02,1.492,
2003-03,1.483,
2003-04,1.459,
2003-05,1.475,
2003-06,1.449,
2003-07,1.447,
2003-08,1.453,
2003-09,1.461,
2003-10,1.466,
2003-11,1.505,
2003-12,1.484,
2004-01,1.479,
2004-02,1.503,
2004-03,1.519,
2004-04,1.371,
2004-05,1.364,
2004-06,1.350,
2004-07,1.317,
2004-08,1.308,
2004-09,0.983,
2004-10,1.027,
2004-11,1.028,
2004-12,0.939,
2005-01,0.984,
2005-02,0.983,
2005-03,0.981,
2005-04,1.004,
2005-05,1.016,
2005-06,1.062,
2005-07,1.061,
2005-08,0.908,
2005-09,0.880,
2005-10,0.883,
2005-11,0.888,
2005-12,1.116,
2006-01,1.106,
2006-02,1.022,
2006-03,1.287,
2006-04,1.316,
2006-05,1.383,
2006-06,1.421,
2006-07,1.416,
2006-08,1.403,
2006-09,1.406,
2006-10,1.478,
2006-11,1.499,
2006-12,1.450,
2007-01,1.599,
2007-02,1.591,
2007-03,1.594,
2007-04,1.587,
2007-05,1.603,
2007-06,1.660,
2007-07,1.677,
2007-08,1.669,
2007-09,1.691,
2007-10,1.698,
2007-11,1.692,
2007-12,1.782,
2008-01,1.894,
2008-02,1.897,
2008-03,1.936,
2008-04,2.046,
2008-05,2.070,
2008-06,2.068,
2008-07,2.073,
2008-08,2.089,
2008-09,2.068,
2008-10,2.166,
2008-11,2.012,
2008-12,2.039,
2009-01,2.061,
2009-02,2.116,
2009-03,2.300,
2009-04,2.306,
2009-05,2.139,
2009-06,2.115,
2009-07,2.166,
2009-08,2.218,
2009-09,2.212,
2009-10,2.239,
2009-11,2.251,
2009-12,2.206,
2010-01,2.174,
2010-02,2.256,
2010-03,2.286,
2010-04,2.277,
2010-05,2.320,
2010-06,2.056,
2010-07,2.087,
2010-08,2.447,
2010-09,2.546,
2010-10,2.598,
2010-11,2.634,
2010-12,2.655,
2011-01,2.640,
2011-02,2.788,
2011-03,2.780,
2011-04,2.874,
2011-05,2.934,
2011-06,2.971,
2011-07,2.973,
2011-08,2.977,
2011-09,2.900,
2011-10,2.929,
2011-11,2.880,
2011-12,2.863,
2012-01,2.828,
2012-02,2.860,
2012-03,2.868,
2012-04,2.905,
2012-05,3.057,
2012-06,3.217,
2012-07,3.227,
2012-08,3.299,
2012-09,3.317,
2012-10,3.418,
2012-11,3.428,
2012-12,4.602,
2013-01,4.349,
2013-02,4.335,
2013-03,4.482,
2013-04,4.108,
2013-05,4.138,
2013-06,4.145,
2013-07,4.137,
2013-08,4.081,
2013-09,4.103,
2013-10,4.058,
2013-11,4.110,
2013-12,4.050,
2014-01,4.043,
2014-02,4.043,
2014-03,4.038,
2014-04,3.999,
2014-05,3.968,
2014-06,4.000,
2014-07,3.524,
2014-08,3.497,
2014-09,3.504,
2014-10,3.501,
2014-11,3.359,
2014-12,3.467,Provisional value
