"",BBK01.TUD436,BBK01.TUD436_FLAGS
"",Deposits of non-banks (non-MFIs) in the euro area / in the home country / at agreed notice / of which: up to 3 months / German Contribution,
unit,DM/EURO (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-26 15:20:22,
1979-12,148214,
1980-01,148605,
1980-02,148273,
1980-03,146779,
1980-04,144849,
1980-05,144093,
1980-06,143819,
1980-07,144277,
1980-08,144579,
1980-09,144585,
1980-10,145027,
1980-11,145656,
1980-12,152868,
1981-01,153791,
1981-02,153497,
1981-03,150293,
1981-04,148164,
1981-05,146892,
1981-06,145565,
1981-07,144917,
1981-08,144167,
1981-09,143056,
1981-10,142990,
1981-11,143886,
1981-12,152404,
1982-01,154448,
1982-02,154949,
1982-03,154533,
1982-04,154506,
1982-05,154752,
1982-06,154734,
1982-07,155834,
1982-08,155899,
1982-09,156002,
1982-10,156884,
1982-11,158158,
1982-12,168187,
1983-01,172524,
1983-02,174130,
1983-03,174404,
1983-04,175113,
1983-05,175013,
1983-06,174365,
1983-07,176912,
1983-08,176936,
1983-09,176362,
1983-10,176745,
1983-11,177181,
1983-12,183897,
1984-01,185197,
1984-02,184505,
1984-03,183938,
1984-04,183409,
1984-05,182588,
1984-06,182036,
1984-07,182605,
1984-08,182094,
1984-09,181843,
1984-10,182412,
1984-11,183163,
1984-12,191242,
1985-01,193723,
1985-02,194313,
1985-03,193627,
1985-04,193060,
1985-05,192220,
1985-06,192085,
1985-07,192889,
1985-08,192967,
1985-09,193455,
1985-10,193732,
1985-11,194049,
1985-12,208884,
1986-01,210400,
1986-02,210868,
1986-03,210843,
1986-04,211350,
1986-05,211425,
1986-06,211589,
1986-07,212883,
1986-08,213634,
1986-09,213855,
1986-10,215141,
1986-11,216548,
1986-12,224954,
1987-01,227541,
1987-02,228045,
1987-03,228062,
1987-04,228089,
1987-05,227943,
1987-06,228118,
1987-07,229637,
1987-08,230102,
1987-09,229904,
1987-10,230285,
1987-11,230816,
1987-12,238779,
1988-01,241463,
1988-02,242877,
1988-03,242866,
1988-04,243650,
1988-05,243687,
1988-06,243714,
1988-07,244429,
1988-08,244698,
1988-09,244320,
1988-10,244918,
1988-11,245291,
1988-12,252461,
1989-01,254748,
1989-02,254202,
1989-03,251808,
1989-04,249951,
1989-05,248252,
1989-06,246324,
1989-07,245652,
1989-08,244056,
1989-09,242703,
1989-10,240658,
1989-11,238394,
1989-12,245059,
1990-01,241674,
1990-02,238948,
1990-03,234941,
1990-04,231961,
1990-05,229003,
1990-06,289226,
1990-07,284126,
1990-08,279520,
1990-09,276837,
1990-10,273987,
1990-11,271388,
1990-12,263628,
1991-01,261960,
1991-02,260326,
1991-03,258775,
1991-04,256492,
1991-05,254991,
1991-06,253891,
1991-07,248796,
1991-08,249250,
1991-09,249159,
1991-10,250005,
1991-11,250735,
1991-12,262482,
1992-01,261674,
1992-02,261066,
1992-03,260085,
1992-04,259406,
1992-05,259132,
1992-06,258755,
1992-07,259528,
1992-08,259038,
1992-09,257260,
1992-10,256641,
1992-11,256743,
1992-12,267088,
1993-01,270275,
1993-02,273125,
1993-03,274449,
1993-04,275573,
1993-05,276623,
1993-06,275602,
1993-07,275869,
1993-08,276443,
1993-09,278127,
1993-10,280477,
1993-11,283520,
1993-12,300475,
1994-01,304736,
1994-02,307593,
1994-03,308984,
1994-04,310271,
1994-05,311430,
1994-06,313135,
1994-07,314962,
1994-08,317011,
1994-09,318797,
1994-10,320873,
1994-11,323238,
1994-12,334671,
1995-01,339173,
1995-02,341946,
1995-03,342794,
1995-04,344735,
1995-05,346839,
1995-06,349647,
1995-07,351707,
1995-08,352611,
1995-09,356411,
1995-10,361659,
1995-11,366441,
1995-12,383200,
1996-01,392670,
1996-02,400014,
1996-03,404587,
1996-04,408605,
1996-05,411130,
1996-06,413253,
1996-07,415191,
1996-08,417828,
1996-09,420090,
1996-10,423600,
1996-11,426261,
1996-12,442616,
1997-01,449322,
1997-02,452701,
1997-03,453620,
1997-04,454232,
1997-05,455602,
1997-06,455377,
1997-07,455446,
1997-08,456903,
1997-09,457484,
1997-10,458228,
1997-11,459610,
1997-12,475105,
1998-01,478255,
1998-02,480387,
1998-03,479881,
1998-04,479131,
1998-05,479347,
1998-06,478720,
1998-07,478290,
1998-08,478493,
1998-09,478216,
1998-10,479845,
1998-11,481418,
1998-12,496901,
1999-01,500456,
1999-02,503214,
1999-03,501186,
1999-04,502244,
1999-05,504398,
1999-06,503385,
1999-07,502768,
1999-08,501157,
1999-09,499633,
1999-10,498138,
1999-11,494871,
1999-12,504415,
2000-01,500184,
2000-02,495229,
2000-03,488893,
2000-04,482811,
2000-05,475675,
2000-06,468820,
2000-07,462186,
2000-08,456679,
2000-09,451799,
2000-10,447300,
2000-11,442255,
2000-12,450457,
2001-01,446335,
2001-02,444245,
2001-03,443016,
2001-04,442120,
2001-05,440445,
2001-06,440144,
2001-07,439014,
2001-08,439033,
2001-09,440018,
2001-10,442812,
2001-11,445564,
2001-12,461867,
2002-01,464287,
2002-02,463864,
2002-03,463813,
2002-04,456744,
2002-05,456107,
2002-06,455094,
2002-07,453628,
2002-08,453761,
2002-09,454733,
2002-10,456936,
2002-11,460228,
2002-12,472855,
2003-01,476966,
2003-02,479938,
2003-03,481609,
2003-04,482684,
2003-05,483408,
2003-06,484407,
2003-07,486502,
2003-08,489265,
2003-09,490192,
2003-10,491190,
2003-11,491876,
2003-12,500814,
2004-01,502130,
2004-02,503339,
2004-03,503451,
2004-04,504349,
2004-05,504619,
2004-06,504346,
2004-07,504882,
2004-08,505584,
2004-09,505724,
2004-10,506258,
2004-11,506191,
2004-12,515465,
2005-01,516362,
2005-02,516707,
2005-03,516524,
2005-04,516646,
2005-05,516355,
2005-06,515556,
2005-07,515501,
2005-08,514985,
2005-09,515044,
2005-10,513932,
2005-11,512515,
2005-12,519137,
2006-01,517872,
2006-02,517440,
2006-03,515424,
2006-04,513568,
2006-05,510102,
2006-06,507501,
2006-07,503521,
2006-08,499080,
2006-09,495284,
2006-10,490466,
2006-11,484336,
2006-12,487415,
2007-01,481260,
2007-02,477419,
2007-03,474153,
2007-04,470025,
2007-05,465784,
2007-06,461706,
2007-07,455981,
2007-08,452075,
2007-09,448507,
2007-10,443766,
2007-11,439716,
2007-12,446034,
2008-01,441229,
2008-02,439176,
2008-03,437541,
2008-04,434837,
2008-05,432787,
2008-06,430695,
2008-07,425622,
2008-08,422473,
2008-09,419194,
2008-10,417814,
2008-11,416697,
2008-12,424789,
2009-01,428561,
2009-02,433873,
2009-03,436636,
2009-04,439065,
2009-05,441498,
2009-06,445144,
2009-07,449739,
2009-08,454252,
2009-09,457350,
2009-10,461546,
2009-11,464500,
2009-12,474431,
2010-01,479158,
2010-02,485065,
2010-03,486839,
2010-04,488819,
2010-05,490831,
2010-06,491476,
2010-07,495121,
2010-08,496825,
2010-09,499447,
2010-10,502159,
2010-11,504188,
2010-12,512450,
2011-01,515117,
2011-02,517201,
2011-03,518001,
2011-04,517591,
2011-05,515312,
2011-06,513403,
2011-07,512177,
2011-08,510775,
2011-09,509749,
2011-10,509494,
2011-11,509843,
2011-12,515269,
2012-01,517355,
2012-02,520195,
2012-03,520617,
2012-04,519448,
2012-05,519459,
2012-06,519404,
2012-07,520131,
2012-08,520990,
2012-09,521333,
2012-10,521498,
2012-11,522048,
2012-12,528358,
2013-01,529317,
2013-02,530677,
2013-03,529317,
2013-04,528688,
2013-05,529094,
2013-06,528887,
2013-07,528335,
2013-08,528575,
2013-09,528249,
2013-10,528297,
2013-11,528260,
2013-12,532352,
2014-01,531796,
2014-02,532251,
2014-03,531024,
2014-04,529311,
2014-05,528765,
2014-06,528411,
2014-07,527573,
2014-08,528144,
2014-09,528244,
2014-10,527988,
2014-11,527620,
2014-12,531279,
2015-01,529107,
