"",BBK01.WZ3407,BBK01.WZ3407_FLAGS
"","Yields, derived from the term structure of interest rates, on listed Federal securities with annual coupon payments / residual maturity of 8.0 years / end of month",
unit,Prozent (hypothetically euro-based),
unit multiplier,one,
last update,2015-02-02 10:10:32,
1972-09,7.82,
1972-10,8.25,
1972-11,8.43,
1972-12,8.50,
1973-01,8.51,
1973-02,8.37,
1973-03,8.53,
1973-04,8.77,
1973-05,9.51,
1973-06,9.67,
1973-07,9.87,
1973-08,9.40,
1973-09,9.56,
1973-10,9.37,
1973-11,9.50,
1973-12,9.59,
1974-01,9.50,
1974-02,10.25,
1974-03,10.31,
1974-04,10.28,
1974-05,10.61,
1974-06,10.68,
1974-07,10.76,
1974-08,10.68,
1974-09,10.74,
1974-10,10.64,
1974-11,10.07,
1974-12,9.72,
1975-01,9.06,
1975-02,8.90,
1975-03,8.99,
1975-04,8.60,
1975-05,8.45,
1975-06,8.41,
1975-07,8.39,
1975-08,8.37,
1975-09,8.40,
1975-10,8.64,
1975-11,8.50,
1975-12,8.42,
1976-01,8.23,
1976-02,8.06,
1976-03,7.91,
1976-04,8.04,
1976-05,8.37,
1976-06,8.36,
1976-07,8.49,
1976-08,8.29,
1976-09,8.05,
1976-10,7.87,
1976-11,7.50,
1976-12,7.47,
1977-01,7.28,
1977-02,7.23,
1977-03,6.77,
1977-04,6.45,
1977-05,6.48,
1977-06,6.44,
1977-07,6.24,
1977-08,6.13,
1977-09,6.10,
1977-10,6.09,
1977-11,6.07,
1977-12,5.93,
1978-01,5.77,
1978-02,5.57,
1978-03,5.53,
1978-04,5.67,
1978-05,5.73,
1978-06,5.90,
1978-07,6.30,
1978-08,6.20,
1978-09,6.16,
1978-10,6.31,
1978-11,6.48,
1978-12,6.57,
1979-01,6.84,
1979-02,7.04,
1979-03,7.10,
1979-04,7.40,
1979-05,7.88,
1979-06,7.93,
1979-07,7.63,
1979-08,7.48,
1979-09,7.49,
1979-10,8.04,
1979-11,7.82,
1979-12,7.88,
1980-01,8.14,
1980-02,8.93,
1980-03,9.80,
1980-04,8.93,
1980-05,8.28,
1980-06,7.98,
1980-07,7.76,
1980-08,7.98,
1980-09,8.30,
1980-10,8.58,
1980-11,8.67,
1980-12,8.97,
1981-01,9.20,
1981-02,10.45,
1981-03,9.99,
1981-04,10.15,
1981-05,10.87,
1981-06,10.47,
1981-07,10.72,
1981-08,10.92,
1981-09,10.53,
1981-10,10.23,
1981-11,9.68,
1981-12,9.73,
1982-01,9.76,
1982-02,9.70,
1982-03,9.25,
1982-04,8.71,
1982-05,8.78,
1982-06,9.35,
1982-07,9.12,
1982-08,8.82,
1982-09,8.48,
1982-10,8.11,
1982-11,8.08,
1982-12,7.76,
1983-01,7.83,
1983-02,7.63,
1983-03,7.51,
1983-04,7.65,
1983-05,8.09,
1983-06,8.04,
1983-07,8.20,
1983-08,8.44,
1983-09,8.28,
1983-10,8.18,
1983-11,8.28,
1983-12,8.25,
1984-01,8.26,
1984-02,8.03,
1984-03,8.08,
1984-04,8.10,
1984-05,8.24,
1984-06,8.16,
1984-07,8.20,
1984-08,7.86,
1984-09,7.72,
1984-10,7.42,
1984-11,7.16,
1984-12,7.13,
1985-01,7.30,
1985-02,7.68,
1985-03,7.42,
1985-04,7.32,
1985-05,7.14,
1985-06,7.03,
1985-07,6.82,
1985-08,6.47,
1985-09,6.45,
1985-10,6.83,
1985-11,6.68,
1985-12,6.49,
1986-01,6.48,
1986-02,6.10,
1986-03,5.84,
1986-04,5.63,
1986-05,6.08,
1986-06,5.99,
1986-07,5.91,
1986-08,5.72,
1986-09,6.05,
1986-10,6.28,
1986-11,6.03,
1986-12,6.03,
1987-01,5.89,
1987-02,5.99,
1987-03,5.70,
1987-04,5.65,
1987-05,5.61,
1987-06,6.03,
1987-07,6.19,
1987-08,6.37,
1987-09,6.67,
1987-10,6.39,
1987-11,6.16,
1987-12,6.28,
1988-01,6.25,
1988-02,6.02,
1988-03,6.05,
1988-04,6.32,
1988-05,6.45,
1988-06,6.49,
1988-07,6.74,
1988-08,6.70,
1988-09,6.45,
1988-10,6.15,
1988-11,6.37,
1988-12,6.49,
1989-01,6.71,
1989-02,7.02,
1989-03,6.98,
1989-04,6.88,
1989-05,7.08,
1989-06,6.87,
1989-07,6.68,
1989-08,6.91,
1989-09,7.11,
1989-10,7.27,
1989-11,7.59,
1989-12,7.52,
1990-01,8.02,
1990-02,8.90,
1990-03,8.66,
1990-04,9.02,
1990-05,8.94,
1990-06,8.85,
1990-07,8.63,
1990-08,9.08,
1990-09,9.25,
1990-10,9.08,
