"",BBK01.AU1724,BBK01.AU1724_FLAGS
"","Base money / Eurosystem Figures are daily averages for the reserve maintenance period ending in the month indicated. Owing to the changeover to the new operational framework for monetary policity, there is no reserve maintenance period ending in February 2004.",
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-16 15:18:30,
1999-02,430.900,
1999-03,430.500,
1999-04,432.300,
1999-05,435.500,
1999-06,439.600,
1999-07,445.600,
1999-08,449.400,
1999-09,446.000,
1999-10,446.700,
1999-11,447.600,
1999-12,460.800,
2000-01,472.300,
2000-02,455.900,
2000-03,456.400,
2000-04,460.300,
2000-05,468.200,
2000-06,469.100,
2000-07,471.700,
2000-08,471.900,
2000-09,468.300,
2000-10,469.100,
2000-11,468.600,
2000-12,478.000,
2001-01,488.000,
2001-02,476.000,
2001-03,474.500,
2001-04,476.400,
2001-05,478.100,
2001-06,477.300,
2001-07,478.300,
2001-08,475.600,
2001-09,461.900,
2001-10,450.400,
2001-11,438.300,
2001-12,426.200,
2002-01,475.200,
2002-02,438.800,
2002-03,415.600,
2002-04,417.300,
2002-05,425.600,
2002-06,433.000,
2002-07,445.000,
2002-08,452.800,
2002-09,453.400,
2002-10,457.600,
2002-11,463.400,
2002-12,480.499,
2003-01,485.800,
2003-02,472.200,
2003-03,477.500,
2003-04,489.300,
2003-05,497.300,
2003-06,505.300,
2003-07,515.200,
2003-08,524.600,
2003-09,524.200,
2003-10,527.500,
2003-11,531.400,
2003-12,548.700,
2004-01,561.400,
2004-02,.,No value available
2004-03,552.300,
2004-04,561.000,
2004-05,571.500,
2004-06,580.100,
2004-07,588.100,
2004-08,600.100,
2004-09,602.300,
2004-10,604.400,
2004-11,608.400,
2004-12,614.100,
2005-01,635.200,
2005-02,627.200,
2005-03,630.900,
2005-04,642.000,
2005-05,649.700,
2005-06,658.500,
2005-07,670.600,
2005-08,682.700,
2005-09,681.800,
2005-10,683.100,
2005-11,686.000,
2005-12,692.900,
2006-01,713.300,
2006-02,703.900,
2006-03,709.200,
2006-04,716.200,
2006-05,730.500,
2006-06,735.400,
2006-07,745.700,
2006-08,755.400,
2006-09,755.200,
2006-10,755.700,
2006-11,759.800,
2006-12,771.800,
2007-01,794.900,
2007-02,781.200,
2007-03,787.200,
2007-04,797.700,
2007-05,803.800,
2007-06,811.700,
2007-07,821.200,
2007-08,832.100,
2007-09,832.400,
2007-10,832.300,
2007-11,835.100,
2007-12,841.900,
2008-01,870.200,
2008-02,854.500,
2008-03,858.700,
2008-04,870.300,
2008-05,876.600,
2008-06,879.700,
2008-07,890.300,
2008-08,901.200,
2008-09,899.500,
2008-10,921.000,
2008-11,1154.400,
2008-12,1150.700,
2009-01,1213.100,
2009-02,1137.700,
2009-03,1055.500,
2009-04,1026.600,
2009-05,1021.000,
2009-06,1000.000,
2009-07,1102.000,
2009-08,1172.800,
2009-09,1122.700,
2009-10,1093.100,
2009-11,1070.000,
2009-12,1052.300,
2010-01,1155.000,
2010-02,1162.800,
2010-03,1182.900,
2010-04,1206.100,
2010-05,1227.200,
2010-06,1307.500,
2010-07,1257.800,
2010-08,1131.700,
2010-09,1115.000,
2010-10,1096.100,
2010-11,1070.700,
2010-12,1073.100,
2011-01,1112.800,
2011-02,1074.800,
2011-03,1060.700,
2011-04,1057.900,
2011-05,1066.100,
2011-06,1064.000,
2011-07,1086.600,
2011-08,1122.400,
2011-09,1184.500,
2011-10,1232.200,
2011-11,1274.800,
2011-12,1335.300,
2012-01,1495.300,
2012-02,1467.100,
2012-03,1598.600,
2012-04,1752.100,
2012-05,1754.600,
2012-06,1762.300,
2012-07,1774.600,
2012-08,1751.000,
2012-09,1766.200,
2012-10,1736.200,
2012-11,1675.300,
2012-12,1631.000,
2013-01,1630.900,
2013-02,1534.000,
2013-03,1428.800,
2013-04,1369.000,
2013-05,1333.800,
2013-06,1294.900,
2013-07,1287.900,
2013-08,1269.800,
2013-09,1274.200,
2013-10,1245.600,
2013-11,1217.400,
2013-12,1194.400,
2014-01,1256.000,
2014-02,1190.000,
2014-03,1162.800,
2014-04,1162.800,
2014-05,1168.800,
2014-06,1171.600,
2014-07,1196.300,
2014-08,1202.500,
2014-09,1207.100,
2014-10,1188.200,
2014-11,1192.800,
2014-12,1192.500,
2015-01,1292.100,
