"",BBDE1.M.DE.Y.AEA1.P2XF04000.B2.C.I10.A,BBDE1.M.DE.Y.AEA1.P2XF04000.B2.C.I10.A_FLAGS
"",Orders received / At constant prices / Germany / Civil engineering work / Calendar and seasonally adjusted,
unit,2010=100 (hypothetically euro-based),
unit multiplier,one,
last update,2015-02-25 08:07:18,
1991-01,116.3,
1991-02,123.9,
1991-03,134.0,
1991-04,126.4,
1991-05,124.1,
1991-06,134.5,
1991-07,132.3,
1991-08,135.0,
1991-09,143.7,
1991-10,133.1,
1991-11,133.5,
1991-12,130.9,
1992-01,142.3,
1992-02,136.0,
1992-03,153.0,
1992-04,144.3,
1992-05,143.8,
1992-06,135.1,
1992-07,132.9,
1992-08,131.5,
1992-09,137.4,
1992-10,140.2,
1992-11,132.5,
1992-12,147.0,
1993-01,157.4,
1993-02,139.9,
1993-03,149.0,
1993-04,141.7,
1993-05,134.1,
1993-06,136.9,
1993-07,138.2,
1993-08,139.5,
1993-09,130.8,
1993-10,142.4,
1993-11,143.6,
1993-12,141.1,
1994-01,158.4,
1994-02,144.3,
1994-03,137.0,
1994-04,142.9,
1994-05,143.4,
1994-06,140.5,
1994-07,138.3,
1994-08,145.1,
1994-09,140.1,
1994-10,146.4,
1994-11,151.9,
1994-12,147.2,
1995-01,143.0,
1995-02,147.1,
1995-03,139.0,
1995-04,134.1,
1995-05,133.2,
1995-06,132.7,
1995-07,138.4,
1995-08,135.1,
1995-09,146.2,
1995-10,135.3,
1995-11,166.9,
1995-12,127.5,
1996-01,146.7,
1996-02,121.3,
1996-03,115.9,
1996-04,119.9,
1996-05,126.0,
1996-06,126.5,
1996-07,125.5,
1996-08,130.3,
1996-09,127.5,
1996-10,130.9,
1996-11,127.1,
1996-12,123.3,
1997-01,118.4,
1997-02,143.9,
1997-03,122.4,
1997-04,124.8,
1997-05,123.2,
1997-06,129.8,
1997-07,123.8,
1997-08,125.7,
1997-09,122.4,
1997-10,124.0,
1997-11,124.2,
1997-12,121.5,
1998-01,125.2,
1998-02,124.6,
1998-03,132.3,
1998-04,133.0,
1998-05,128.9,
1998-06,134.1,
1998-07,140.9,
1998-08,129.0,
1998-09,148.2,
1998-10,137.8,
1998-11,136.9,
1998-12,124.7,
1999-01,142.8,
1999-02,136.6,
1999-03,126.4,
1999-04,132.3,
1999-05,134.9,
1999-06,125.9,
1999-07,137.9,
1999-08,131.6,
1999-09,127.9,
1999-10,126.0,
1999-11,117.2,
1999-12,132.8,
2000-01,128.1,
2000-02,129.5,
2000-03,128.2,
2000-04,126.5,
2000-05,120.1,
2000-06,116.7,
2000-07,119.0,
2000-08,115.8,
2000-09,113.2,
2000-10,120.7,
2000-11,117.6,
2000-12,124.8,
2001-01,108.3,
2001-02,127.9,
2001-03,117.5,
2001-04,118.9,
2001-05,126.5,
2001-06,124.2,
2001-07,113.3,
2001-08,120.8,
2001-09,112.5,
2001-10,116.7,
2001-11,121.7,
2001-12,115.8,
2002-01,124.4,
2002-02,128.1,
2002-03,126.5,
2002-04,126.4,
2002-05,117.9,
2002-06,118.9,
2002-07,115.1,
2002-08,116.1,
2002-09,122.1,
2002-10,123.5,
2002-11,123.5,
2002-12,112.4,
2003-01,115.9,
2003-02,116.1,
2003-03,115.2,
2003-04,110.4,
2003-05,111.3,
2003-06,114.5,
2003-07,116.6,
2003-08,108.3,
2003-09,109.3,
2003-10,111.2,
2003-11,109.6,
2003-12,107.8,
2004-01,101.9,
2004-02,103.0,
2004-03,108.1,
2004-04,106.0,
2004-05,101.1,
2004-06,103.9,
2004-07,96.6,
2004-08,101.9,
2004-09,104.2,
2004-10,103.4,
2004-11,100.8,
2004-12,103.1,
2005-01,94.9,
2005-02,88.4,
2005-03,91.6,
2005-04,95.0,
2005-05,102.2,
2005-06,99.8,
2005-07,105.2,
2005-08,122.6,
2005-09,103.3,
2005-10,104.8,
2005-11,104.4,
2005-12,109.2,
2006-01,98.8,
2006-02,96.7,
2006-03,98.4,
2006-04,102.3,
2006-05,108.1,
2006-06,107.7,
2006-07,105.0,
2006-08,106.3,
2006-09,104.8,
2006-10,98.7,
2006-11,108.7,
2006-12,100.1,
2007-01,115.1,
2007-02,107.3,
2007-03,106.1,
2007-04,108.7,
2007-05,105.5,
2007-06,103.6,
2007-07,101.2,
2007-08,104.9,
2007-09,110.7,
2007-10,132.7,
2007-11,130.4,
2007-12,112.1,
2008-01,123.2,
2008-02,103.9,
2008-03,108.5,
2008-04,96.6,
2008-05,105.4,
2008-06,100.4,
2008-07,114.7,
2008-08,99.2,
2008-09,97.8,
2008-10,99.1,
2008-11,96.2,
2008-12,95.4,
2009-01,105.4,
2009-02,94.1,
2009-03,95.2,
2009-04,104.7,
2009-05,102.9,
2009-06,110.5,
2009-07,105.0,
2009-08,105.1,
2009-09,102.6,
2009-10,105.1,
2009-11,96.1,
2009-12,111.1,
2010-01,97.9,
2010-02,110.9,
2010-03,106.2,
2010-04,97.8,
2010-05,101.3,
2010-06,96.7,
2010-07,97.3,
2010-08,94.5,
2010-09,100.9,
2010-10,106.9,
2010-11,97.8,
2010-12,93.2,
2011-01,90.7,
2011-02,96.5,
2011-03,104.6,
2011-04,103.0,
2011-05,94.6,
2011-06,97.2,
2011-07,110.5,
2011-08,97.3,
2011-09,99.7,
2011-10,92.0,
2011-11,102.1,
2011-12,103.5,
2012-01,101.6,
2012-02,109.0,
2012-03,102.8,
2012-04,105.7,
2012-05,102.3,
2012-06,97.3,
2012-07,98.8,
2012-08,95.8,
2012-09,95.8,
2012-10,130.4,
2012-11,94.5,
2012-12,92.3,
2013-01,105.2,
2013-02,111.3,
2013-03,104.3,
2013-04,98.6,
2013-05,97.9,
2013-06,103.8,
2013-07,110.0,
2013-08,106.2,
2013-09,100.1,
2013-10,102.9,
2013-11,105.6,
2013-12,107.7,
2014-01,107.9,
2014-02,107.2,
2014-03,104.0,
2014-04,111.8,
2014-05,104.5,
2014-06,95.7,
2014-07,101.2,
2014-08,103.2,
2014-09,97.7,
2014-10,94.0,
2014-11,95.9,
2014-12,93.9,
