"",BBK01.OUE245,BBK01.OUE245_FLAGS
"",Deposits and borrowing (excl. savings deposits and bank savings bonds) / Domestic employees / Time deposits / for more than 2 years / Branches of foreign banks,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:34:11,
1999-01,0.008,
1999-02,0.008,
1999-03,0.007,
1999-04,0.007,
1999-05,0.007,
1999-06,0.007,
1999-07,0.007,
1999-08,0.007,
1999-09,0.007,
1999-10,0.008,
1999-11,0.008,
1999-12,0.010,
2000-01,0.011,
2000-02,0.013,
2000-03,0.013,
2000-04,0.015,
2000-05,0.015,
2000-06,0.017,
2000-07,0.021,
2000-08,0.022,
2000-09,0.026,
2000-10,0.033,
2000-11,0.045,
2000-12,0.061,
2001-01,0.095,
2001-02,0.123,
2001-03,0.141,
2001-04,0.163,
2001-05,0.186,
2001-06,0.195,
2001-07,0.208,
2001-08,0.215,
2001-09,0.222,
2001-10,0.238,
2001-11,0.244,
2001-12,0.249,
2002-01,0.257,
2002-02,0.265,
2002-03,0.270,
2002-04,0.278,
2002-05,0.291,
2002-06,0.298,
2002-07,0.308,
2002-08,0.315,
2002-09,0.325,
2002-10,0.347,
2002-11,0.359,
2002-12,0.373,
2003-01,0.400,
2003-02,0.439,
2003-03,0.443,
2003-04,0.472,
2003-05,0.505,
2003-06,0.525,
2003-07,0.541,
2003-08,0.545,
2003-09,0.547,
2003-10,0.554,
2003-11,0.552,
2003-12,0.555,
2004-01,0.577,
2004-02,0.588,
2004-03,0.520,
2004-04,0.529,
2004-05,0.536,
2004-06,0.584,
2004-07,0.553,
2004-08,0.559,
2004-09,0.564,
2004-10,0.571,
2004-11,0.523,
2004-12,0.519,
2005-01,0.513,
2005-02,0.503,
2005-03,0.494,
2005-04,0.490,
2005-05,0.472,
2005-06,0.476,
2005-07,0.491,
2005-08,0.513,
2005-09,0.520,
2005-10,0.505,
2005-11,0.514,
2005-12,0.513,
2006-01,0.505,
2006-02,0.504,
2006-03,0.508,
2006-04,0.505,
2006-05,0.501,
2006-06,0.505,
2006-07,0.518,
2006-08,0.535,
2006-09,0.525,
2006-10,0.526,
2006-11,0.532,
2006-12,0.536,
2007-01,0.545,
2007-02,0.551,
2007-03,0.555,
2007-04,0.556,
2007-05,0.556,
2007-06,0.559,
2007-07,0.559,
2007-08,0.558,
2007-09,0.560,
2007-10,0.567,
2007-11,0.574,
2007-12,0.584,
2008-01,0.622,
2008-02,0.706,
2008-03,0.798,
2008-04,0.755,
2008-05,0.772,
2008-06,0.788,
2008-07,0.804,
2008-08,0.956,
2008-09,0.850,
2008-10,0.865,
2008-11,0.894,
2008-12,0.954,
2009-01,0.984,
2009-02,1.005,
2009-03,1.049,
2009-04,1.123,
2009-05,1.257,
2009-06,1.339,
2009-07,1.414,
2009-08,1.444,
2009-09,1.464,
2009-10,1.487,
2009-11,1.506,
2009-12,1.529,
2010-01,1.562,
2010-02,1.578,
2010-03,1.621,
2010-04,1.675,
2010-05,1.693,
2010-06,1.730,
2010-07,1.787,
2010-08,1.820,
2010-09,1.921,
2010-10,1.954,
2010-11,2.005,
2010-12,2.062,
2011-01,2.158,
2011-02,2.322,
2011-03,2.398,
2011-04,2.507,
2011-05,2.589,
2011-06,2.628,
2011-07,2.666,
2011-08,2.701,
2011-09,2.741,
2011-10,2.799,
2011-11,2.997,
2011-12,3.032,
2012-01,3.261,
2012-02,3.551,
2012-03,3.702,
2012-04,3.895,
2012-05,3.945,
2012-06,4.345,
2012-07,4.418,
2012-08,4.497,
2012-09,4.494,
2012-10,4.580,
2012-11,4.695,
2012-12,4.868,
2013-01,5.011,
2013-02,4.966,
2013-03,4.986,
2013-04,4.945,
2013-05,4.995,
2013-06,5.187,
2013-07,5.206,
2013-08,5.268,
2013-09,5.318,
2013-10,5.385,
2013-11,5.518,
2013-12,5.620,
2014-01,5.771,
2014-02,5.944,
2014-03,6.044,
2014-04,5.947,
2014-05,6.043,
2014-06,6.207,
2014-07,6.358,
2014-08,6.464,
2014-09,6.574,
2014-10,6.696,
2014-11,6.767,
2014-12,6.895,Provisional value
