"",BBK01.PQA359,BBK01.PQA359_FLAGS
"",Lending to domestic self-employed persons / Short-term / All categories of banks,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-16 10:24:01,
1968-10,7.090,
1969-01,7.501,
1969-04,8.030,
1969-07,8.192,
1969-10,8.884,
1970-01,9.460,
1970-04,10.039,
1970-07,10.154,
1970-10,10.280,
1971-01,10.631,
1971-04,11.221,
1971-07,11.611,
1971-10,12.054,
1972-01,12.492,
1972-04,13.406,
1972-07,13.811,
1972-10,14.694,
1973-01,15.319,
1973-04,16.303,
1973-07,16.462,
1973-10,16.977,
1974-01,17.303,
1974-04,17.929,
1974-07,17.716,
1974-10,17.588,
1975-01,17.426,
1975-04,17.325,
1975-07,16.695,
1975-10,16.672,
1976-01,16.822,
1976-04,17.588,
1976-07,18.015,
1976-10,18.337,
1977-01,18.610,
1977-04,19.602,
1977-07,19.584,
1977-10,20.010,
1978-01,20.165,
1978-04,21.233,
1978-07,21.304,
1978-10,21.799,
1979-01,22.473,
1979-04,24.054,
1979-07,24.739,
1979-10,25.929,
1980-01,26.338,
1980-04,27.834,
1980-07,28.015,
1980-10,29.476,
1981-01,29.946,
1981-04,30.530,
1981-07,30.515,
1981-10,32.227,
1982-01,32.216,
1982-04,33.130,
1982-07,32.893,
1982-10,34.137,
1983-01,33.814,
1983-04,34.232,
1983-07,34.019,
1983-10,35.196,
1984-01,35.445,
1984-04,36.914,
1984-07,36.854,
1984-10,37.506,
1985-01,37.329,
1985-04,37.861,
1985-07,37.165,
1985-10,38.887,
1986-01,38.487,
1986-04,38.470,
1986-07,37.097,
1986-10,37.184,
1987-01,36.247,
1987-04,36.307,
1987-07,35.389,
1987-10,35.615,
1988-01,35.113,
1988-04,35.971,
1988-07,35.234,
1988-10,35.856,
1989-01,35.433,
1989-04,36.780,
1989-07,36.763,
1989-10,38.670,
1990-01,38.622,
1990-04,39.776,
1990-07,40.183,
1990-10,42.879,
1991-01,42.898,
1991-04,44.509,
1991-07,44.496,
1991-10,47.573,
1992-01,47.087,
1992-04,48.758,
1992-07,48.334,
1992-10,50.773,
1993-01,49.918,
1993-04,50.163,
1993-07,49.633,
1993-10,51.082,
1994-01,48.670,
1994-04,49.046,
1994-07,49.249,
1994-10,51.943,
1995-01,51.042,
1995-04,52.355,
1995-07,52.296,
1995-10,54.103,
1996-01,51.528,
1996-04,51.810,
1996-07,51.350,
1996-10,55.052,
1997-01,52.700,
1997-04,52.450,
1997-07,51.405,
1997-10,52.875,
1998-01,51.356,
1998-04,52.327,
1998-07,52.519,
1998-10,54.500,
1999-01,55.518,
1999-04,57.443,
1999-07,56.452,
1999-10,55.918,
2000-01,55.729,
2000-04,56.186,
2000-07,56.075,
2000-10,57.132,
2001-01,55.958,
2001-04,56.838,
2001-07,56.293,
2001-10,56.048,
2002-01,54.922,
2002-04,54.781,
2002-07,53.814,
2002-10,53.800,
2003-01,52.227,
2003-04,51.781,
2003-07,50.567,
2003-10,49.442,
2004-01,47.190,
2004-04,46.463,
2004-07,45.782,
2004-10,44.395,
2005-01,43.267,
2005-04,42.256,
2005-07,41.132,
2005-10,40.125,
2006-01,39.601,
2006-04,39.136,
2006-07,38.160,
2006-10,36.723,
2007-01,36.220,
2007-04,36.178,
2007-07,35.327,
2007-10,35.672,
2008-01,35.450,
2008-04,35.343,
2008-07,35.036,
2008-10,35.403,
2009-01,35.793,
2009-04,35.471,
2009-07,34.643,
2009-10,33.315,
2010-01,33.834,
2010-04,34.115,
2010-07,33.141,
2010-10,32.170,
2011-01,31.855,
2011-04,32.113,
2011-07,31.147,
2011-10,30.415,
2012-01,30.524,
2012-04,30.935,
2012-07,30.015,
2012-10,30.018,
2013-01,30.092,
2013-04,29.886,
2013-07,28.820,
2013-10,28.093,
2014-01,27.824,
2014-04,28.049,
2014-07,27.300,
2014-10,26.568,
