"",BBK01.OUH177,BBK01.OUH177_FLAGS
"",Time deposits of non-banks (non-MFIs) / for up and including 1 year / Savings banks,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:15:34,
1968-12,2.228,
1969-01,2.410,
1969-02,2.628,
1969-03,2.546,
1969-04,2.568,
1969-05,2.739,
1969-06,2.560,
1969-07,2.595,
1969-08,2.837,
1969-09,2.733,
1969-10,2.783,
1969-11,2.779,
1969-12,3.219,
1970-01,3.572,
1970-02,3.953,
1970-03,3.938,
1970-04,4.122,
1970-05,4.479,
1970-06,4.394,
1970-07,4.667,
1970-08,4.821,
1970-09,4.528,
1970-10,4.461,
1970-11,4.506,
1970-12,4.512,
1971-01,4.676,
1971-02,4.888,
1971-03,4.752,
1971-04,4.612,
1971-05,4.852,
1971-06,4.605,
1971-07,4.731,
1971-08,5.027,
1971-09,4.930,
1971-10,4.969,
1971-11,4.875,
1971-12,5.091,
1972-01,5.035,
1972-02,5.223,
1972-03,5.093,
1972-04,5.085,
1972-05,5.376,
1972-06,5.241,
1972-07,5.374,
1972-08,5.789,
1972-09,5.707,
1972-10,5.871,
1972-11,6.093,
1972-12,6.398,
1973-01,6.563,
1973-02,7.030,
1973-03,7.073,
1973-04,7.459,
1973-05,8.410,
1973-06,8.601,
1973-07,9.279,
1973-08,10.292,
1973-09,10.174,
1973-10,10.351,
1973-11,10.768,
1973-12,11.302,
1974-01,12.160,
1974-02,12.617,
1974-03,12.592,
1974-04,12.512,
1974-05,12.732,
1974-06,12.175,
1974-07,12.383,
1974-08,12.889,
1974-09,12.528,
1974-10,12.549,
1974-11,12.268,
1974-12,12.032,
1975-01,12.249,
1975-02,11.958,
1975-03,10.757,
1975-04,9.286,
1975-05,8.757,
1975-06,7.690,
1975-07,7.345,
1975-08,7.360,
1975-09,6.695,
1975-10,6.387,
1975-11,6.156,
1975-12,6.420,
1976-01,6.475,
1976-02,6.745,
1976-03,6.374,
1976-04,6.367,
1976-05,6.735,
1976-06,6.402,
1976-07,6.390,
1976-08,6.935,
1976-09,6.859,
1976-10,7.031,
1976-11,7.479,
1976-12,7.780,
1977-01,7.632,
1977-02,7.986,
1977-03,7.902,
1977-04,7.775,
1977-05,8.416,
1977-06,7.952,
1977-07,8.045,
1977-08,8.524,
1977-09,8.322,
1977-10,8.085,
1977-11,8.265,
1977-12,8.506,
1978-01,8.517,
1978-02,8.731,
1978-03,8.386,
1978-04,8.261,
1978-05,8.688,
1978-06,8.333,
1978-07,8.367,
1978-08,9.128,
1978-09,9.152,
1978-10,9.398,
1978-11,9.747,
1978-12,10.153,
1979-01,10.518,
1979-02,11.291,
1979-03,10.750,
1979-04,10.619,
1979-05,11.748,
1979-06,11.257,
1979-07,11.607,
1979-08,12.775,
1979-09,12.768,
1979-10,13.160,
1979-11,13.956,
1979-12,15.051,
1980-01,15.682,
1980-02,16.716,
1980-03,16.920,
1980-04,17.098,
1980-05,18.302,
1980-06,17.875,
1980-07,18.657,
1980-08,19.885,
1980-09,19.627,
1980-10,19.630,
1980-11,20.090,
1980-12,21.263,
1981-01,22.213,
1981-02,23.472,
1981-03,23.781,
1981-04,24.526,
1981-05,26.037,
1981-06,25.570,
1981-07,26.538,
1981-08,27.670,
1981-09,27.602,
1981-10,27.478,
1981-11,27.832,
1981-12,28.394,
1982-01,29.501,
1982-02,29.953,
1982-03,29.696,
1982-04,30.065,
1982-05,30.510,
1982-06,29.937,
1982-07,30.718,
1982-08,31.656,
1982-09,31.292,
1982-10,30.936,
1982-11,30.278,
1982-12,29.982,
1983-01,29.743,
1983-02,29.912,
1983-03,29.380,
1983-04,28.583,
1983-05,28.485,
1983-06,27.666,
1983-07,27.753,
1983-08,28.696,
1983-09,28.621,
1983-10,28.486,
1983-11,28.285,
1983-12,28.792,
1984-01,28.937,
1984-02,29.647,
1984-03,29.554,
1984-04,29.642,
1984-05,31.035,
1984-06,30.543,
1984-07,30.904,
1984-08,32.381,
1984-09,32.106,
1984-10,31.960,
1984-11,31.953,
1984-12,31.675,
1985-01,32.707,
1985-02,33.692,
1985-03,33.326,
1985-04,33.331,
1985-05,34.582,
1985-06,34.133,
1985-07,34.218,
1985-08,35.119,
1985-09,33.921,
1985-10,33.678,
1985-11,33.380,
1985-12,33.565,
1986-01,34.537,
1986-02,34.767,
1986-03,34.049,
1986-04,33.740,
1986-05,34.337,
1986-06,33.907,
1986-07,34.291,
1986-08,35.673,
1986-09,35.360,
1986-10,35.496,
1986-11,35.375,
1986-12,35.385,
1987-01,36.336,
1987-02,36.784,
1987-03,36.082,
1987-04,35.818,
1987-05,36.935,
1987-06,35.661,
1987-07,35.830,
1987-08,36.989,
1987-09,36.318,
1987-10,36.278,
1987-11,36.011,
1987-12,36.547,
1988-01,37.298,
1988-02,37.062,
1988-03,36.357,
1988-04,36.132,
1988-05,37.130,
1988-06,35.813,
1988-07,35.945,
1988-08,37.932,
1988-09,37.940,
1988-10,37.892,
1988-11,37.800,
1988-12,37.715,
1989-01,38.406,
1989-02,39.130,
1989-03,39.194,
1989-04,39.722,
1989-05,41.112,
1989-06,41.076,
1989-07,42.066,
1989-08,44.280,
1989-09,44.658,
1989-10,45.178,
1989-11,46.507,
1989-12,47.852,
1990-01,50.203,
1990-02,51.702,
1990-03,52.109,
1990-04,52.395,
1990-05,54.538,
1990-06,54.189,
1990-07,54.860,
1990-08,57.597,
1990-09,58.045,
1990-10,58.943,
1990-11,60.011,
1990-12,60.759,
1991-01,63.844,
1991-02,65.676,
1991-03,65.839,
1991-04,66.686,
1991-05,68.772,
1991-06,68.225,
1991-07,69.628,
1991-08,73.146,
1991-09,73.097,
1991-10,74.165,
1991-11,75.268,
1991-12,77.035,
1992-01,80.999,
1992-02,83.027,
1992-03,80.664,
1992-04,81.970,
1992-05,84.130,
1992-06,83.739,
1992-07,85.763,
1992-08,88.018,
1992-09,89.215,
1992-10,89.184,
1992-11,88.663,
1992-12,87.198,
1993-01,90.912,
1993-02,92.398,
1993-03,92.753,
1993-04,93.918,
1993-05,95.740,
1993-06,95.100,
1993-07,96.429,
1993-08,97.390,
1993-09,96.469,
1993-10,96.689,
1993-11,96.667,
1993-12,98.672,
1994-01,101.203,
1994-02,102.627,
1994-03,102.322,
1994-04,102.420,
1994-05,102.007,
1994-06,98.982,
1994-07,97.602,
1994-08,97.240,
1994-09,94.690,
1994-10,92.138,
1994-11,88.992,
1994-12,86.379,
1995-01,86.042,
1995-02,85.293,
1995-03,82.336,
1995-04,80.190,
1995-05,80.039,
1995-06,77.039,
1995-07,76.012,
1995-08,77.016,
1995-09,75.241,
1995-10,73.182,
1995-11,71.806,
1995-12,70.785,
1996-01,70.990,
1996-02,71.093,
1996-03,68.965,
1996-04,67.388,
1996-05,67.371,
1996-06,65.519,
1996-07,64.420,
1996-08,64.830,
1996-09,63.337,
