"",BBNZ1.Q.DE.N.H.0078.A,BBNZ1.Q.DE.N.H.0078.A_FLAGS
"",Germany / National accounts / Origin of GDP / Other service / Chain-linked index,
unit,2010=100 (hypothetically euro-based),
unit multiplier,one,
last update,2015-02-24 08:20:29,
1991-01,85.35,
1991-04,83.23,
1991-07,88.78,
1991-10,85.15,
1992-01,91.66,
1992-04,87.33,
1992-07,93.62,
1992-10,90.42,
1993-01,88.65,
1993-04,85.67,
1993-07,91.43,
1993-10,88.94,
1994-01,91.38,
1994-04,88.18,
1994-07,94.73,
1994-10,92.24,
1995-01,92.66,
1995-04,88.92,
1995-07,94.89,
1995-10,92.50,
1996-01,93.82,
1996-04,90.65,
1996-07,96.61,
1996-10,93.82,
1997-01,92.73,
1997-04,91.11,
1997-07,95.85,
1997-10,93.08,
1998-01,93.47,
1998-04,90.36,
1998-07,97.12,
1998-10,95.63,
1999-01,95.36,
1999-04,92.49,
1999-07,98.67,
1999-10,97.92,
2000-01,100.29,
2000-04,96.04,
2000-07,101.54,
2000-10,98.67,
2001-01,98.75,
2001-04,94.39,
2001-07,99.84,
2001-10,97.82,
2002-01,96.92,
2002-04,93.46,
2002-07,98.33,
2002-10,94.70,
2003-01,95.74,
2003-04,92.08,
2003-07,98.38,
2003-10,94.89,
2004-01,98.25,
2004-04,95.35,
2004-07,99.95,
2004-10,97.19,
2005-01,98.07,
2005-04,95.72,
2005-07,100.20,
2005-10,98.14,
2006-01,101.03,
2006-04,96.97,
2006-07,101.74,
2006-10,99.49,
2007-01,102.00,
2007-04,98.26,
2007-07,103.43,
2007-10,100.14,
2008-01,103.99,
2008-04,101.62,
2008-07,106.08,
2008-10,102.46,
2009-01,102.08,
2009-04,97.93,
2009-07,102.91,
2009-10,99.75,
2010-01,101.52,
2010-04,97.15,
2010-07,102.09,
2010-10,99.24,
2011-01,103.47,
2011-04,97.94,
2011-07,102.63,
2011-10,98.61,
2012-01,102.85,
2012-04,97.67,
2012-07,103.49,
2012-10,98.87,
2013-01,99.96,
2013-04,96.50,
2013-07,102.36,
2013-10,97.60,
2014-01,100.77,
2014-04,96.24,
2014-07,102.99,
2014-10,98.65,
