"",BBK01.OEHB01N,BBK01.OEHB01N_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-05 11:33:05,
2002-01,159.581,
2002-04,161.243,
2002-07,162.080,
2002-10,163.477,
2003-01,164.173,
2003-04,165.431,
2003-07,166.262,
2003-10,167.736,
2004-01,167.032,
2004-04,166.910,
2004-07,167.941,
2004-10,167.622,
2005-01,166.975,
2005-04,167.617,
2005-07,167.502,
2005-10,169.053,
2006-01,168.894,
2006-04,169.890,
2006-07,170.298,
2006-10,171.148,
2007-01,170.564,
2007-04,171.878,
2007-07,172.971,
2007-10,174.247,
2008-01,174.061,
2008-04,175.606,
2008-07,177.030,
2008-10,179.209,
2009-01,179.353,
2009-04,180.134,
2009-07,181.325,
2009-10,181.918,
2010-01,182.311,
2010-04,183.548,
2010-07,184.819,
2010-10,185.317,
2011-01,185.948,
2011-04,187.536,
2011-07,188.879,
2011-10,189.588,
2012-01,189.631,
2012-04,190.637,
2012-07,190.909,
2012-10,192.550,
2013-01,194.001,
2013-04,194.056,
2013-07,194.098,
2013-10,194.560,
2014-01,194.395,
2014-04,194.784,
2014-07,195.325,
