"",BBK01.OEAC16H,BBK01.OEAC16H_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-05 11:51:17,
2002-01,53.355,
2002-04,52.798,
2002-07,53.836,
2002-10,50.938,
2003-01,48.324,
2003-04,45.881,
2003-07,45.016,
2003-10,42.887,
2004-01,45.197,
2004-04,43.419,
2004-07,42.656,
2004-10,41.190,
2005-01,39.344,
2005-04,40.850,
2005-07,41.640,
2005-10,34.537,
2006-01,46.026,
2006-04,40.230,
2006-07,46.907,
2006-10,37.943,
2007-01,44.195,
2007-04,39.845,
2007-07,47.289,
2007-10,41.111,
2008-01,52.921,
2008-04,60.571,
2008-07,60.333,
2008-10,39.294,
2009-01,47.591,
2009-04,46.876,
2009-07,45.235,
2009-10,34.610,
2010-01,37.710,
2010-04,36.353,
2010-07,38.447,
2010-10,33.700,
2011-01,32.478,
2011-04,34.067,
2011-07,31.020,
2011-10,29.567,
2012-01,37.174,
2012-04,33.708,
2012-07,38.674,
2012-10,33.126,
2013-01,38.895,
2013-04,40.521,
2013-07,28.417,
2013-10,28.468,
2014-01,28.369,
2014-04,28.466,
2014-07,29.109,
