"",BBFB1.Q.N.DE.W1.S1.S1.T.B.IN1._Z._Z._Z._T._X.N,BBFB1.Q.N.DE.W1.S1.S1.T.B.IN1._Z._Z._Z._T._X.N_FLAGS
"",Current account / Primary income / Balance / Rest of the World,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-12 08:27:06,
1991-01,5110.314,
1991-04,2831.275,
1991-07,3964.001,
1991-10,3843.143,
1992-01,4126.586,
1992-04,3257.554,
1992-07,3871.063,
1992-10,3772.429,
1993-01,2874.321,
1993-04,2200.723,
1993-07,1956.642,
1993-10,2596.847,
1994-01,331.586,
1994-04,-492.893,
1994-07,-356.623,
1994-10,845.410,
1995-01,-789.921,
1995-04,-1164.010,
1995-07,-1585.560,
1995-10,590.659,
1996-01,982.603,
1996-04,-1189.641,
1996-07,-2990.305,
1996-10,2613.998,
1997-01,-861.065,
1997-04,-3016.930,
1997-07,-1902.110,
1997-10,1370.541,
1998-01,-1579.214,
1998-04,-5262.859,
1998-07,-4016.724,
1998-10,-887.690,
1999-01,-4710.909,
1999-04,-4478.587,
1999-07,-5278.550,
1999-10,-2769.236,
2000-01,-1817.469,
2000-04,-5478.615,
2000-07,-6691.363,
2000-10,1240.846,
2001-01,-4224.048,
2001-04,-6450.753,
2001-07,-5123.990,
2001-10,-1396.379,
2002-01,-5505.520,
2002-04,-8992.707,
2002-07,-7149.910,
2002-10,-3951.396,
2003-01,-4377.495,
2003-04,-8918.053,
2003-07,-4990.621,
2003-10,-226.739,
2004-01,2852.547,
2004-04,220.848,
2004-07,4850.400,
2004-10,9732.949,
2005-01,5052.750,
2005-04,733.015,
2005-07,5336.765,
2005-10,11050.078,
2006-01,9942.291,
2006-04,4518.056,
2006-07,11429.457,
2006-10,17737.630,
2007-01,13557.500,
2007-04,418.380,
2007-07,10453.486,
2007-10,17405.739,
2008-01,9347.590,
2008-04,-3753.332,
2008-07,8772.119,
2008-10,15308.264,
2009-01,14905.600,
2009-04,4758.598,
2009-07,16490.906,
2009-10,22210.296,
2010-01,14752.229,
2010-04,3792.367,
2010-07,13513.118,
2010-10,21991.143,
2011-01,17595.547,
2011-04,5832.731,
2011-07,19702.603,
2011-10,26073.250,
2012-01,19434.763,
2012-04,8328.972,
2012-07,19730.525,
2012-10,27173.343,
2013-01,19283.027,
2013-04,9905.018,
2013-07,17187.504,
2013-10,26371.097,
2014-01,18219.428,Provisional value
2014-04,6555.929,Provisional value
2014-07,18346.883,Provisional value
