"",BBK01.TXI364,BBK01.TXI364_FLAGS
"",CLAIMS ON NON-EURO-AREA RESIDENTS / GERMAN CONTRIBUTION,
unit,EURO (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-26 15:19:25,
1980-01,102369,
1980-02,100990,
1980-03,103000,
1980-04,100703,
1980-05,100097,
1980-06,100818,
1980-07,100862,
1980-08,101930,
1980-09,100530,
1980-10,102153,
1980-11,105779,
1980-12,105810,
1981-01,106427,
1981-02,105229,
1981-03,109372,
1981-04,108551,
1981-05,113064,
1981-06,112282,
1981-07,112712,
1981-08,111090,
1981-09,110319,
1981-10,108574,
1981-11,110041,
1981-12,113379,
1982-01,110398,
1982-02,111730,
1982-03,112362,
1982-04,112250,
1982-05,113555,
1982-06,115203,
1982-07,113344,
1982-08,113496,
1982-09,114201,
1982-10,115203,
1982-11,117670,
1982-12,118313,
1983-01,117322,
1983-02,118393,
1983-03,119999,
1983-04,115024,
1983-05,115468,
1983-06,117194,
1983-07,116026,
1983-08,114782,
1983-09,116168,
1983-10,117727,
1983-11,119418,
1983-12,120446,
1984-01,119080,
1984-02,121112,
1984-03,122523,
1984-04,123188,
1984-05,123166,
1984-06,123658,
1984-07,122953,
1984-08,123081,
1984-09,125196,
1984-10,126329,
1984-11,127918,
1984-12,132688,
1985-01,130735,
1985-02,135161,
1985-03,131221,
1985-04,131048,
1985-05,131313,
1985-06,135978,
1985-07,134554,
1985-08,135768,
1985-09,136283,
1985-10,137503,
1985-11,142223,
1985-12,148497,
1986-01,148543,
1986-02,152650,
1986-03,153527,
1986-04,152553,
1986-05,155097,
1986-06,157600,
1986-07,156897,
1986-08,161394,
1986-09,169570,
1986-10,173457,
1986-11,176912,
1986-12,177497,
1987-01,185331,
1987-02,187621,
1987-03,189325,
1987-04,191292,
1987-05,196461,
1987-06,199319,
1987-07,196485,
1987-08,197132,
1987-09,199157,
1987-10,199117,
1987-11,204032,
1987-12,200131,
1988-01,200144,
1988-02,199064,
1988-03,197675,
1988-04,196865,
1988-05,197523,
1988-06,199723,
1988-07,199023,
1988-08,200258,
1988-09,202434,
1988-10,202742,
1988-11,204518,
1988-12,202332,
1989-01,198081,
1989-02,197047,
1989-03,199668,
1989-04,203092,
1989-05,209916,
1989-06,214243,
1989-07,213592,
1989-08,217524,
1989-09,219889,
1989-10,223142,
1989-11,233441,
1989-12,236199,
1990-01,236307,
1990-02,240341,
1990-03,240229,
1990-04,242760,
1990-05,246367,
1990-06,259667,
1990-07,260801,
1990-08,262134,
1990-09,267214,
1990-10,264333,
1990-11,270405,
1990-12,274038,
1991-01,271140,
1991-02,278120,
1991-03,275803,
1991-04,269288,
1991-05,267896,
1991-06,271497,
1991-07,265215,
1991-08,267682,
1991-09,267401,
1991-10,269383,
1991-11,275659,
1991-12,275580,
1992-01,275726,
1992-02,276838,
1992-03,277248,
1992-04,277346,
1992-05,274217,
1992-06,270763,
1992-07,270310,
1992-08,272947,
1992-09,312495,
1992-10,303021,
1992-11,306896,
1992-12,303943,
1993-01,295500,
1993-02,299631,
1993-03,299536,
1993-04,299473,
1993-05,303267,
1993-06,317180,
1993-07,324644,
1993-08,334504,
1993-09,326395,
1993-10,324841,
1993-11,334547,
1993-12,353849,
1994-01,351859,
1994-02,351292,
1994-03,339204,
1994-04,336904,
1994-05,333366,
1994-06,332244,
1994-07,323529,
1994-08,327028,
1994-09,324140,
1994-10,321791,
1994-11,331528,
1994-12,342020,
1995-01,333497,
1995-02,334260,
1995-03,332676,
1995-04,340544,
1995-05,348116,
1995-06,352956,
1995-07,356044,
1995-08,369970,
1995-09,373133,
1995-10,371324,
1995-11,375535,
1995-12,376295,
1996-01,376208,
1996-02,381291,
1996-03,383200,
1996-04,387801,
1996-05,390393,
1996-06,394157,
1996-07,384891,
1996-08,388596,
1996-09,395083,
1996-10,386125,
1996-11,401010,
1996-12,410729,
1997-01,415991,
1997-02,428579,
1997-03,435716,
1997-04,442076,
1997-05,441746,
1997-06,455363,
1997-07,466287,
1997-08,461287,
1997-09,458329,
1997-10,469119,
1997-11,482425,
1997-12,491197,
1998-01,488134,
1998-02,493250,
1998-03,507089,
1998-04,505479,
1998-05,513591,
1998-06,517603,
1998-07,510339,
1998-08,529921,
1998-09,521072,
1998-10,519504,
1998-11,545386,
1998-12,540918,
1999-01,562350,
1999-02,532416,
1999-03,566946,
1999-04,576270,
1999-05,568501,
1999-06,587662,
1999-07,605680,
1999-08,595768,
1999-09,598477,
1999-10,605151,
1999-11,614308,
1999-12,613816,
2000-01,620306,
2000-02,639911,
2000-03,653708,
2000-04,675878,
2000-05,682413,
2000-06,657315,
2000-07,679332,
2000-08,694005,
2000-09,698249,
2000-10,723744,
2000-11,732169,
2000-12,716941,
2001-01,709716,
2001-02,734226,
2001-03,764544,
2001-04,782535,
2001-05,790430,
2001-06,789904,
2001-07,759788,
2001-08,779967,
2001-09,808140,
2001-10,818340,
2001-11,837855,
2001-12,821247,
2002-01,819978,
2002-02,822078,
2002-03,829645,
2002-04,816638,
2002-05,827476,
2002-06,800013,
2002-07,801175,
2002-08,810160,
2002-09,841907,
2002-10,850284,
2002-11,879265,
2002-12,823777,
2003-01,823231,
2003-02,841227,
2003-03,861115,
2003-04,867259,
2003-05,871755,
2003-06,906280,
2003-07,891370,
2003-08,886044,
2003-09,877735,
2003-10,882672,
2003-11,883993,
2003-12,883707,
2004-01,921357,
2004-02,916145,
2004-03,939449,
2004-04,962786,
2004-05,952145,
2004-06,944561,
2004-07,937385,
2004-08,949278,
2004-09,974835,
2004-10,976595,
2004-11,1005923,
2004-12,969572,
2005-01,1009829,
2005-02,1018671,
2005-03,1029390,
2005-04,1087874,
2005-05,1078564,
2005-06,1080548,
2005-07,1091791,
2005-08,1079711,
2005-09,1103579,
2005-10,1106430,
2005-11,1117763,
2005-12,1080592,
2006-01,1120170,
2006-02,1134230,
2006-03,1145001,
2006-04,1146898,
