"",BBFB1.Q.N.DE.W03100.S1.S1.T.L.FA._T.F._Z._T._X.N,BBFB1.Q.N.DE.W03100.S1.S1.T.L.FA._T.F._Z._T._X.N_FLAGS
"",Financial account / Net foreign financial investment in the reporting country / Emerging market economies and developing countries (acc. to Supplement 3),
unit,DM/Euro (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-12 08:49:32,
1991-01,462.044,
1991-04,-1129.732,
1991-07,1584.722,
1991-10,507.812,
1992-01,1636.129,
1992-04,891.097,
1992-07,2870.788,
1992-10,1040.822,
1993-01,704.501,
1993-04,1811.414,
1993-07,901.703,
1993-10,1629.524,
1994-01,4303.534,
1994-04,374.383,
1994-07,1572.420,
1994-10,1011.492,
1995-01,221.337,
1995-04,5448.730,
1995-07,1764.998,
1995-10,442.670,
1996-01,2250.571,
1996-04,857.968,
1996-07,1273.269,
1996-10,4244.551,
1997-01,3793.853,
1997-04,7603.159,
1997-07,1567.405,
1997-10,3165.295,
1998-01,6218.612,
1998-04,9409.721,
1998-07,-157.704,
1998-10,11255.040,
1999-01,1573.113,
1999-04,17974.290,
1999-07,9686.644,
1999-10,12803.727,
2000-01,4099.493,
2000-04,11087.007,
2000-07,8742.396,
2000-10,765.572,
2001-01,14559.387,
2001-04,6984.000,
2001-07,580.031,
2001-10,4498.245,
2002-01,14445.172,
2002-04,3944.971,
2002-07,-1684.711,
2002-10,-4552.030,
2003-01,7577.892,
2003-04,3776.542,
2003-07,-12855.782,
2003-10,1219.399,
2004-01,7444.230,
2004-04,-5918.078,
2004-07,795.450,
2004-10,16548.639,
2005-01,8862.998,
2005-04,14494.794,
2005-07,11938.910,
2005-10,2817.072,
2006-01,14616.889,
2006-04,6809.727,
2006-07,13559.105,
2006-10,31350.129,
2007-01,11599.106,
2007-04,14561.526,
2007-07,9083.430,
2007-10,16567.689,
2008-01,22565.953,
2008-04,12299.390,
2008-07,22703.316,
2008-10,-24317.017,
2009-01,15640.152,
2009-04,-5659.699,
2009-07,9032.326,
2009-10,5328.765,
2010-01,12616.885,
2010-04,24551.998,
2010-07,10882.999,
2010-10,9378.251,
2011-01,-6695.441,
2011-04,8463.234,
2011-07,19822.362,
2011-10,10460.641,
2012-01,19496.306,
2012-04,17185.537,
2012-07,15421.413,
2012-10,-22227.570,
2013-01,9100.747,
2013-04,-10066.060,
2013-07,1064.511,
2013-10,3757.073,
2014-01,8168.747,Provisional value
2014-04,8254.144,Provisional value
2014-07,12143.395,Provisional value
2014-10,15452.045,Provisional value
