"",BBK01.SUD234,BBK01.SUD234_FLAGS
"",New business (volumes) of German banks / Loans for other purposes to sole proprietors and unincorporated partnerships with an initial rate fixation of over 1 and up to 5 years,
unit,EURO (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-03 10:27:12,
2010-06,1554,
2010-07,962,
2010-08,635,
2010-09,798,
2010-10,763,
2010-11,737,
2010-12,889,
2011-01,1007,
2011-02,676,
2011-03,988,
2011-04,844,
2011-05,795,
2011-06,654,
2011-07,740,
2011-08,830,
2011-09,854,
2011-10,813,
2011-11,785,
2011-12,948,
2012-01,886,
2012-02,736,
2012-03,877,
2012-04,937,
2012-05,798,
2012-06,794,
2012-07,910,
2012-08,677,
2012-09,589,
2012-10,780,
2012-11,736,
2012-12,676,
2013-01,818,
2013-02,657,
2013-03,717,
2013-04,882,
2013-05,670,
2013-06,657,
2013-07,999,
2013-08,628,
2013-09,669,
2013-10,760,
2013-11,666,
2013-12,858,
2014-01,806,
2014-02,622,
2014-03,694,
2014-04,778,
2014-05,789,
2014-06,712,
2014-07,888,
2014-08,622,
2014-09,632,
2014-10,694,
2014-11,619,
2014-12,928,Provisional value
"","General: Estimated. The volume of new business is extrapolated to form the underlying total using the Horvitz-Thompson estimator. For the purpose of these statistics, other loans are loans granted for other purposes such as business, debt consolidation, education etc. p = Provisional",
