"",BBK01.PC3327,BBK01.PC3327_FLAGS
"","Lending to wholesale and retail trade, repair of motor vehicles, motorcycles and personal and household goods / Building and loan asscociations",
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-16 10:31:45,
1999-01,5.804,
1999-04,5.678,
1999-07,5.670,
1999-10,5.688,
2000-01,5.697,
2000-04,5.750,
2000-07,5.800,
2000-10,5.888,
2001-01,5.905,
2001-04,5.940,
2001-07,5.968,
2001-10,6.018,
2002-01,5.995,
2002-04,5.985,
2002-07,6.036,
2002-10,6.054,
2003-01,6.045,
2003-04,6.000,
2003-07,5.969,
2003-10,5.965,
2004-01,5.986,
2004-04,5.844,
2004-07,5.756,
2004-10,5.724,
2005-01,5.617,
2005-04,5.534,
2005-07,5.467,
2005-10,5.439,
2006-01,5.360,
2006-04,5.300,
2006-07,5.309,
2006-10,5.521,
2007-01,5.556,
2007-04,5.576,
2007-07,5.644,
2007-10,5.526,
2008-01,5.563,
2008-04,5.656,
2008-07,5.785,
2008-10,5.859,
2009-01,5.919,
2009-04,5.968,
2009-07,6.098,
2009-10,6.196,
2010-01,6.235,
2010-04,6.279,
2010-07,6.262,
2010-10,6.286,
2011-01,6.335,
2011-04,6.382,
2011-07,6.459,
2011-10,6.564,
2012-01,6.666,
2012-04,6.661,
2012-07,6.683,
2012-10,6.731,
2013-01,6.764,
2013-04,6.876,
2013-07,6.925,
2013-10,6.991,
2014-01,7.029,
2014-04,7.074,
2014-07,7.101,
2014-10,7.046,
