"",BBK01.WU0072,BBK01.WU0072_FLAGS
"",Net sales of domestic debt securities at market values +/- changes in issuers' holdings of their own debt securities / Bank debt securities,
unit,DM/EURO (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-11 10:15:09,
2000-01,9559,
2000-02,12896,
2000-03,14219,
2000-04,17551,
2000-05,18824,
2000-06,9023,
2000-07,21159,
2000-08,5973,
2000-09,3542,
2000-10,11480,
2000-11,-5670,
2000-12,1598,
2001-01,17318,
2001-02,15077,
2001-03,3892,
2001-04,1204,
2001-05,1010,
2001-06,-312,
2001-07,13025,
2001-08,-3574,
2001-09,3100,
2001-10,3578,
2001-11,10951,
2001-12,-9351,
2002-01,6474,
2002-02,13103,
2002-03,15551,
2002-04,3879,
2002-05,8393,
2002-06,-3044,
2002-07,1237,
2002-08,-2661,
2002-09,22228,
2002-10,-4326,
2002-11,9937,
2002-12,-23475,
2003-01,1014,
2003-02,11163,
2003-03,596,
2003-04,-1500,
2003-05,4351,
2003-06,-179,
2003-07,11348,
2003-08,-10818,
2003-09,9058,
2003-10,10387,
2003-11,9765,
2003-12,-13781,
2004-01,3290,
2004-02,9836,
2004-03,20849,
2004-04,14682,
2004-05,13759,
2004-06,-675,
2004-07,6888,
2004-08,4042,
2004-09,12297,
2004-10,-5086,
2004-11,-544,
2004-12,-15107,
2005-01,3200,
2005-02,14072,
2005-03,14291,
2005-04,20815,
2005-05,1235,
2005-06,23869,
2005-07,-5198,
2005-08,1868,
2005-09,-6585,
2005-10,1099,
2005-11,-8213,
2005-12,-20555,
2006-01,11918,
2006-02,12392,
2006-03,11659,
2006-04,-4051,
2006-05,12096,
2006-06,4682,
2006-07,-1497,
2006-08,-6638,
2006-09,-2292,
2006-10,8694,
2006-11,4430,
2006-12,-10398,
2007-01,24695,
2007-02,8549,
2007-03,5805,
2007-04,4916,
2007-05,12803,
2007-06,-1973,
2007-07,8441,
2007-08,-13934,
2007-09,-2997,
2007-10,16405,
2007-11,1949,
2007-12,-22625,
2008-01,7600,
2008-02,-14345,
2008-03,3943,
2008-04,-1976,
2008-05,3984,
2008-06,-3179,
2008-07,21196,
2008-08,4333,
2008-09,-24760,
2008-10,-23491,
2008-11,25232,
2008-12,-44249,
2009-01,-9548,
2009-02,-22484,
2009-03,-10373,
2009-04,-15778,
2009-05,7742,
2009-06,-7727,
2009-07,-5412,
2009-08,8576,
2009-09,-31580,
2009-10,-13259,
2009-11,-12741,
2009-12,-2318,
2010-01,-17133,
2010-02,-7526,
2010-03,-2448,
2010-04,5196,
2010-05,-7382,
2010-06,-24526,
2010-07,-31224,
2010-08,2574,
2010-09,-7947,
2010-10,97343,
2010-11,-608,
2010-12,-13940,
2011-01,3004,
2011-02,17372,
2011-03,-15811,
2011-04,-10472,
2011-05,-1904,
2011-06,-24220,
2011-07,-8597,
2011-08,16683,
2011-09,-11839,
2011-10,-3824,
2011-11,8326,
2011-12,-15514,
2012-01,-31833,
2012-02,8709,
2012-03,-12463,
2012-04,-5709,
2012-05,-9884,
2012-06,-4207,
2012-07,-910,
2012-08,-5350,
2012-09,-13112,
2012-10,-3950,
2012-11,14,
2012-12,-20125,
2013-01,-8884,
2013-02,869,
2013-03,-19212,
2013-04,-5520,
2013-05,-9809,
2013-06,-9542,
2013-07,-12903,
2013-08,-12968,
2013-09,-560,
2013-10,-5401,
2013-11,-8410,
2013-12,-24847,
2014-01,3705,
2014-02,-8978,
2014-03,-12262,
2014-04,-12132,
2014-05,11336,
2014-06,-9400,
2014-07,-2229,
2014-08,4695,
2014-09,-4017,
2014-10,-6304,
2014-11,-4561,
2014-12,-7257,
