"",BBK01.TU2072,BBK01.TU2072_FLAGS
"",Deposits / of non-banks (non-MFIs) / German non-banks / Short-term / Total,
unit,DM/EURO (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 10:35:47,
1984-12,2.397,
1985-01,3.160,
1985-02,3.496,
1985-03,4.206,
1985-04,4.236,
1985-05,4.539,
1985-06,4.494,
1985-07,4.311,
1985-08,3.964,
1985-09,3.682,
1985-10,4.052,
1985-11,3.937,
1985-12,3.324,
1986-01,4.889,
1986-02,4.864,
1986-03,6.019,
1986-04,7.182,
1986-05,7.817,
1986-06,6.954,
1986-07,8.043,
1986-08,8.379,
1986-09,7.891,
1986-10,9.256,
1986-11,8.667,
1986-12,9.039,
1987-01,9.638,
1987-02,9.515,
1987-03,9.809,
1987-04,10.798,
1987-05,10.792,
1987-06,10.601,
1987-07,11.389,
1987-08,11.053,
1987-09,11.348,
1987-10,12.259,
1987-11,11.621,
1987-12,11.479,
1988-01,11.597,
1988-02,11.961,
1988-03,12.964,
1988-04,13.592,
1988-05,14.133,
1988-06,13.645,
1988-07,13.793,
1988-08,14.572,
1988-09,13.890,
1988-10,13.760,
1988-11,12.725,
1988-12,13.794,
1989-01,15.813,
1989-02,16.577,
1989-03,16.832,
1989-04,17.624,
1989-05,19.515,
1989-06,18.288,
1989-07,18.151,
1989-08,18.728,
1989-09,19.141,
1989-10,21.341,
1989-11,20.848,
1989-12,20.804,
1990-01,21.523,
1990-02,22.138,
1990-03,22.108,
1990-04,22.005,
1990-05,22.197,
1990-06,21.298,
1990-07,21.274,
1990-08,22.021,
1990-09,21.890,
1990-10,23.270,
1990-11,23.620,
1990-12,23.572,
1991-01,23.867,
1991-02,23.407,
1991-03,25.376,
1991-04,25.797,
1991-05,26.982,
1991-06,26.795,
1991-07,26.391,
1991-08,26.953,
1991-09,25.018,
1991-10,25.642,
1991-11,24.402,
1991-12,22.842,
1992-01,24.912,
1992-02,26.282,
1992-03,26.532,
1992-04,26.831,
1992-05,27.876,
1992-06,27.306,
1992-07,27.985,
1992-08,27.575,
1992-09,26.232,
1992-10,28.428,
1992-11,27.837,
1992-12,29.250,
1993-01,31.290,
1993-02,32.335,
1993-03,32.773,
1993-04,33.818,
1993-05,34.115,
1993-06,33.273,
1993-07,35.134,
1993-08,33.368,
1993-09,33.785,
1993-10,36.391,
1993-11,35.534,
1993-12,36.090,
1994-01,36.556,
1994-02,36.415,
1994-03,37.307,
1994-04,36.989,
1994-05,36.853,
1994-06,35.422,
1994-07,34.725,
1994-08,34.669,
1994-09,34.670,
1994-10,35.623,
1994-11,34.804,
1994-12,31.889,
1995-01,30.922,
1995-02,29.942,
1995-03,30.905,
1995-04,30.448,
1995-05,30.535,
1995-06,30.570,
1995-07,29.856,
1995-08,29.884,
1995-09,29.581,
1995-10,30.178,
1995-11,28.989,
1995-12,28.903,
1996-01,25.919,
1996-02,26.502,
1996-03,27.285,
1996-04,26.816,
1996-05,26.885,
1996-06,26.620,
1996-07,24.728,
1996-08,23.921,
1996-09,23.948,
1996-10,24.776,
1996-11,26.092,
1996-12,26.631,
1997-01,26.266,
1997-02,26.283,
1997-03,26.520,
1997-04,25.098,
1997-05,25.151,
1997-06,24.127,
1997-07,25.323,
1997-08,23.913,
1997-09,24.345,
1997-10,24.987,
1997-11,23.780,
1997-12,23.003,
1998-01,22.913,
1998-02,23.110,
1998-03,23.701,
1998-04,23.910,
1998-05,23.874,
1998-06,22.339,
1998-07,23.228,
1998-08,22.980,
1998-09,21.731,
1998-10,22.471,
1998-11,21.947,
1998-12,22.602,
1999-01,21.530,
1999-02,20.979,
1999-03,21.915,
1999-04,21.588,
1999-05,20.979,
1999-06,19.862,
1999-07,21.437,
1999-08,20.487,
1999-09,20.998,
1999-10,20.388,
1999-11,20.029,
1999-12,19.844,
2000-01,19.200,
2000-02,20.705,
2000-03,21.264,
2000-04,21.883,
2000-05,19.899,
2000-06,22.164,
2000-07,23.049,
2000-08,28.250,
2000-09,27.732,
2000-10,34.183,
2000-11,36.430,
2000-12,29.245,
2001-01,23.528,
2001-02,22.542,
2001-03,25.013,
2001-04,23.208,
2001-05,25.971,
2001-06,22.652,
2001-07,28.142,
2001-08,23.633,
2001-09,24.108,
2001-10,23.529,
2001-11,22.781,
2001-12,32.541,
2002-01,31.171,
2002-02,29.178,
2002-03,29.103,
2002-04,29.891,
2002-05,28.495,
2002-06,28.102,
2002-07,24.827,
2002-08,23.327,
2002-09,24.123,
2002-10,23.102,
2002-11,22.143,
2002-12,22.534,
2003-01,23.458,
2003-02,23.663,
2003-03,23.182,
2003-04,23.286,
2003-05,24.674,
2003-06,24.219,
2003-07,26.918,
2003-08,23.638,
2003-09,25.637,
2003-10,25.369,
2003-11,26.769,
2003-12,25.884,
2004-01,25.997,
2004-02,26.101,
2004-03,28.726,
2004-04,26.159,
2004-05,24.736,
2004-06,25.595,
2004-07,26.062,
2004-08,24.214,
2004-09,23.642,
2004-10,22.232,
2004-11,21.938,
2004-12,27.321,
2005-01,24.366,
2005-02,24.075,
2005-03,24.823,
2005-04,23.044,
2005-05,22.635,
2005-06,22.725,
2005-07,21.503,
2005-08,23.676,
2005-09,25.580,
2005-10,23.859,
2005-11,23.002,
2005-12,29.058,
2006-01,24.687,
2006-02,26.361,
2006-03,26.771,
2006-04,25.666,
2006-05,28.142,
2006-06,25.548,
2006-07,26.951,
2006-08,26.791,
2006-09,29.306,
2006-10,29.249,
2006-11,32.886,
2006-12,32.974,
2007-01,31.480,
2007-02,31.830,
2007-03,32.808,
2007-04,34.868,
2007-05,34.439,
2007-06,32.706,
2007-07,30.683,
2007-08,31.292,
2007-09,30.581,
2007-10,30.297,
2007-11,31.030,
2007-12,30.347,
2008-01,34.085,
2008-02,31.645,
2008-03,31.975,
2008-04,30.890,
2008-05,27.526,
2008-06,26.108,
2008-07,25.118,
2008-08,25.283,
2008-09,26.324,
2008-10,22.372,
2008-11,23.742,
2008-12,24.061,
2009-01,24.792,
2009-02,24.867,
2009-03,25.061,
2009-04,24.891,
2009-05,24.939,
2009-06,25.313,
2009-07,23.016,
2009-08,22.358,
2009-09,22.500,
2009-10,23.222,
2009-11,21.523,
2009-12,29.579,
2010-01,26.864,
2010-02,27.576,
2010-03,27.927,
2010-04,27.267,
2010-05,24.222,
2010-06,23.015,
2010-07,23.731,
2010-08,24.260,
2010-09,23.325,
2010-10,23.659,
2010-11,22.440,
2010-12,23.637,
2011-01,25.027,
2011-02,23.946,
2011-03,23.882,
2011-04,23.804,
2011-05,22.415,
2011-06,22.905,
2011-07,23.398,
2011-08,23.690,
