"",BBK01.PC3795,BBK01.PC3795_FLAGS
"",Lending to manufacture of other non-metallic mineral products / Total / Foreign banks,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-16 10:29:59,
1985-10,0.129,
1986-01,0.169,
1986-04,0.160,
1986-07,0.180,
1986-10,0.112,
1987-01,0.142,
1987-04,0.137,
1987-07,0.153,
1987-10,0.101,
1988-01,0.096,
1988-04,0.078,
1988-07,0.106,
1988-10,0.095,
1989-01,0.114,
1989-04,0.102,
1989-07,0.074,
1989-10,0.104,
1990-01,0.136,
1990-04,0.134,
1990-07,0.110,
1990-10,0.117,
1991-01,0.161,
1991-04,0.199,
1991-07,0.188,
1991-10,0.162,
1992-01,0.179,
1992-04,0.206,
1992-07,0.194,
1992-10,0.269,
1993-01,0.323,
1993-04,0.290,
1993-07,0.276,
1993-10,0.253,
1994-01,0.305,
1994-04,0.260,
1994-07,0.283,
1994-10,0.263,
1995-01,0.191,
1995-04,0.220,
1995-07,0.216,
1995-10,0.206,
1996-01,0.211,
1996-04,0.209,
1996-07,0.179,
1996-10,0.202,
1997-01,0.219,
1997-04,0.197,
1997-07,0.160,
1997-10,0.205,
1998-01,0.223,
1998-04,0.209,
1998-07,0.217,
1998-10,0.199,
1999-01,0.184,
1999-04,0.186,
1999-07,0.579,
1999-10,0.570,
2000-01,0.409,
2000-04,0.411,
2000-07,0.499,
2000-10,0.240,
2001-01,0.345,
2001-04,0.265,
2001-07,0.271,
2001-10,0.332,
2002-01,0.328,
2002-04,0.267,
2002-07,0.286,
2002-10,0.246,
2003-01,0.238,
2003-04,0.226,
2003-07,0.186,
2003-10,0.170,
2004-01,0.149,
2004-04,0.142,
2004-07,0.130,
2004-10,0.150,
2005-01,0.251,
2005-04,0.317,
2005-07,0.318,
2005-10,0.785,
2006-01,0.784,
2006-04,0.768,
2006-07,0.650,
2006-10,0.697,
2007-01,0.807,
2007-04,1.562,
2007-07,1.873,
2007-10,1.554,
2008-01,1.282,
2008-04,1.540,
2008-07,1.327,
2008-10,1.447,
2009-01,1.761,
2009-04,1.765,
2009-07,1.189,
2009-10,0.802,
2010-01,0.684,
2010-04,0.849,
2010-07,0.874,
2010-10,0.562,
2011-01,0.843,
2011-04,0.754,
2011-07,0.634,
2011-10,0.584,
2012-01,0.555,
2012-04,0.600,
2012-07,0.498,
2012-10,0.493,
2013-01,0.736,
2013-04,0.885,
2013-07,0.463,
2013-10,0.429,
2014-01,0.785,
2014-04,0.780,
2014-07,0.808,
2014-10,0.764,
