"",BBK01.OUH009,BBK01.OUH009_FLAGS
"",Money market paper issued by domestic banks (MFIs) / Savings banks,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 08:46:05,
1993-12,0.542,
1994-01,0.712,
1994-02,0.877,
1994-03,0.984,
1994-04,0.695,
1994-05,0.631,
1994-06,0.546,
1994-07,0.614,
1994-08,0.668,
1994-09,0.535,
1994-10,0.391,
1994-11,0.558,
1994-12,0.719,
1995-01,0.574,
1995-02,0.532,
1995-03,0.653,
1995-04,0.538,
1995-05,0.594,
1995-06,0.495,
1995-07,0.384,
1995-08,0.580,
1995-09,0.466,
1995-10,0.427,
1995-11,0.590,
1995-12,0.833,
1996-01,0.647,
1996-02,0.753,
1996-03,0.714,
1996-04,0.554,
1996-05,0.550,
1996-06,0.498,
1996-07,0.530,
1996-08,0.918,
1996-09,0.755,
1996-10,0.697,
1996-11,0.732,
1996-12,0.955,
1997-01,0.812,
1997-02,0.399,
1997-03,0.347,
1997-04,0.389,
1997-05,0.261,
1997-06,0.266,
1997-07,0.324,
1997-08,0.286,
1997-09,0.347,
1997-10,0.397,
1997-11,0.604,
1997-12,0.760,
1998-01,0.903,
1998-02,0.969,
1998-03,0.997,
1998-04,0.762,
1998-05,0.687,
1998-06,0.675,
1998-07,0.773,
1998-08,0.840,
1998-09,1.003,
1998-10,1.191,
1998-11,1.654,
1998-12,1.935,
1999-01,1.342,
1999-02,1.017,
1999-03,0.835,
1999-04,0.848,
1999-05,0.604,
1999-06,0.449,
1999-07,0.394,
1999-08,0.565,
1999-09,0.726,
1999-10,0.915,
1999-11,0.894,
1999-12,0.818,
2000-01,0.853,
2000-02,0.732,
2000-03,0.652,
2000-04,0.650,
2000-05,0.514,
2000-06,0.568,
2000-07,0.661,
2000-08,0.636,
2000-09,0.746,
2000-10,0.707,
2000-11,0.940,
2000-12,0.940,
2001-01,0.801,
2001-02,0.835,
2001-03,0.730,
2001-04,0.886,
2001-05,0.678,
2001-06,0.677,
2001-07,0.561,
2001-08,0.544,
2001-09,0.389,
2001-10,0.362,
2001-11,0.075,
2001-12,0.204,
2002-01,0.224,
2002-02,0.088,
2002-03,0.120,
2002-04,0.130,
2002-05,0.275,
2002-06,0.302,
2002-07,0.306,
2002-08,0.302,
2002-09,0.642,
2002-10,0.662,
2002-11,0.708,
2002-12,0.613,
2003-01,0.703,
2003-02,0.609,
2003-03,0.737,
2003-04,0.715,
2003-05,0.854,
2003-06,0.899,
2003-07,0.865,
2003-08,0.783,
2003-09,0.721,
2003-10,0.922,
2003-11,1.072,
2003-12,0.830,
2004-01,0.856,
2004-02,0.594,
2004-03,0.751,
2004-04,0.764,
2004-05,0.641,
2004-06,0.604,
2004-07,0.520,
2004-08,0.405,
2004-09,0.428,
2004-10,0.266,
2004-11,0.298,
2004-12,0.360,
2005-01,0.408,
2005-02,0.396,
2005-03,0.365,
2005-04,0.393,
2005-05,0.416,
2005-06,0.444,
2005-07,0.524,
2005-08,0.641,
2005-09,0.774,
2005-10,0.816,
2005-11,0.683,
2005-12,0.590,
2006-01,0.509,
2006-02,0.338,
2006-03,0.469,
2006-04,0.542,
2006-05,0.564,
2006-06,0.525,
2006-07,0.568,
2006-08,0.623,
2006-09,1.259,
2006-10,1.246,
2006-11,1.304,
2006-12,1.293,
2007-01,1.326,
2007-02,1.455,
2007-03,1.775,
2007-04,2.013,
2007-05,2.194,
2007-06,2.336,
2007-07,2.393,
2007-08,2.456,
2007-09,2.879,
2007-10,3.422,
2007-11,4.150,
2007-12,4.208,
2008-01,5.200,
2008-02,5.180,
2008-03,5.360,
2008-04,6.165,
2008-05,7.540,
2008-06,8.748,
2008-07,9.262,
2008-08,10.150,
2008-09,10.255,
2008-10,12.619,
2008-11,14.380,
2008-12,14.158,
2009-01,13.852,
2009-02,12.910,
2009-03,12.149,
2009-04,11.370,
2009-05,9.493,
2009-06,7.480,
2009-07,6.680,
2009-08,5.734,
2009-09,4.805,
2009-10,2.689,
2009-11,2.138,
2009-12,1.374,
2010-01,0.947,
2010-02,0.814,
2010-03,0.780,
2010-04,0.835,
2010-05,1.043,
2010-06,1.141,
2010-07,1.271,
2010-08,1.377,
2010-09,1.523,
2010-10,1.663,
2010-11,1.809,
2010-12,1.611,
2011-01,1.653,
2011-02,1.583,
2011-03,1.610,
2011-04,1.348,
2011-05,1.393,
2011-06,1.348,
2011-07,1.226,
2011-08,1.282,
2011-09,1.784,
2011-10,1.721,
2011-11,1.940,
2011-12,1.882,
2012-01,1.931,
2012-02,1.885,
2012-03,1.979,
2012-04,2.003,
2012-05,2.017,
2012-06,2.119,
2012-07,2.271,
2012-08,1.853,
2012-09,1.419,
2012-10,1.270,
2012-11,0.826,
2012-12,0.609,
2013-01,0.531,
2013-02,0.522,
2013-03,0.570,
2013-04,0.570,
2013-05,0.497,
2013-06,0.467,
2013-07,0.321,
2013-08,0.260,
2013-09,0.180,
2013-10,0.134,
2013-11,0.094,
2013-12,0.478,
2014-01,0.507,
2014-02,0.518,
2014-03,0.558,
2014-04,0.509,
2014-05,0.528,
2014-06,0.550,
2014-07,0.567,
2014-08,0.580,
2014-09,0.582,
2014-10,0.595,
2014-11,0.599,
2014-12,0.242,Provisional value
