"",BBK01.OEAA07J,BBK01.OEAA07J_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-05 11:16:31,
2002-01,20.230,
2002-04,20.021,
2002-07,20.819,
2002-10,21.085,
2003-01,20.913,
2003-04,20.768,
2003-07,20.729,
2003-10,20.774,
2004-01,21.166,
2004-04,21.439,
2004-07,21.372,
2004-10,21.123,
2005-01,23.000,
2005-04,23.575,
2005-07,24.027,
2005-10,24.471,
2006-01,24.651,
2006-04,24.718,
2006-07,24.819,
2006-10,22.835,
2007-01,22.738,
2007-04,23.163,
2007-07,23.346,
2007-10,23.118,
2008-01,23.127,
2008-04,23.623,
2008-07,24.034,
2008-10,24.570,
2009-01,24.608,
2009-04,24.557,
2009-07,23.582,
2009-10,23.577,
2010-01,23.895,
2010-04,28.209,
2010-07,27.022,
2010-10,26.607,
2011-01,26.092,
2011-04,26.024,
2011-07,26.528,
2011-10,26.921,
2012-01,25.753,
2012-04,27.258,
2012-07,26.662,
2012-10,21.376,
2013-01,21.441,
2013-04,21.302,
2013-07,21.434,
2013-10,21.350,
2014-01,21.260,
2014-04,21.212,
2014-07,21.100,
