"",BBK01.SU0072,BBK01.SU0072_FLAGS
"","Deposit rates of banks / Instalment savings contracts concluded for 7 years with one-off bonus, effective interest rate / Highest rate of spread",
unit,% p.a. (hypothetically euro-based),
unit multiplier,one,
last update,2013-04-03 10:29:28,
1986-06,5.92,
1986-07,5.92,
1986-08,5.92,
1986-09,5.92,
1986-10,5.92,
1986-11,5.92,
1986-12,5.92,
1987-01,5.92,
1987-02,5.87,
1987-03,5.70,
1987-04,5.65,
1987-05,5.48,
1987-06,5.48,
1987-07,5.48,
1987-08,5.48,
1987-09,5.48,
1987-10,5.48,
1987-11,5.48,
1987-12,5.48,
1988-01,5.48,
1988-02,5.48,
1988-03,5.48,
1988-04,5.43,
1988-05,5.43,
1988-06,5.43,
1988-07,5.43,
1988-08,5.43,
1988-09,5.48,
1988-10,5.48,
1988-11,5.45,
1988-12,5.43,
1989-01,5.43,
1989-02,5.48,
1989-03,5.87,
1989-04,5.87,
1989-05,5.87,
1989-06,5.87,
1989-07,5.87,
1989-08,5.87,
1989-09,5.87,
1989-10,5.92,
1989-11,6.32,
1989-12,6.32,
1990-01,6.32,
1990-02,6.32,
1990-03,6.32,
1990-04,6.32,
1990-05,6.32,
1990-06,6.32,
1990-07,6.32,
1990-08,6.32,
1990-09,6.32,
1990-10,6.32,
1990-11,6.32,
1990-12,6.32,
1991-01,6.37,
1991-02,6.37,
1991-03,6.34,
1991-04,6.37,
1991-05,6.37,
1991-06,6.37,
1991-07,6.37,
1991-08,6.37,
1991-09,6.37,
1991-10,6.37,
1991-11,6.37,
1991-12,6.37,
1992-01,6.37,
1992-02,6.37,
1992-03,6.37,
1992-04,6.37,
1992-05,6.37,
1992-06,6.37,
1992-07,6.37,
1992-08,6.37,
1992-09,6.37,
1992-10,6.37,
1992-11,6.37,
1992-12,6.37,
1993-01,6.37,
1993-02,6.51,
1993-03,6.37,
1993-04,6.34,
1993-05,6.34,
1993-06,6.37,
1993-07,6.27,
1993-08,6.27,
1993-09,6.20,
1993-10,6.12,
1993-11,6.12,
1993-12,6.04,
1994-01,5.92,
1994-02,5.92,
1994-03,5.92,
1994-04,5.92,
1994-05,5.92,
1994-06,5.92,
1994-07,5.92,
1994-08,5.92,
1994-09,5.92,
1994-10,5.92,
1994-11,5.92,
1994-12,5.92,
1995-01,5.92,
1995-02,5.92,
1995-03,5.92,
1995-04,5.92,
1995-05,5.92,
1995-06,5.92,
1995-07,5.92,
1995-08,5.92,
1995-09,5.92,
1995-10,5.81,
1995-11,5.81,
1995-12,5.68,
1996-01,5.68,
1996-02,5.58,
1996-03,5.58,
1996-04,5.58,
1996-05,5.48,
1996-06,5.48,
1996-07,5.48,
1996-08,5.48,
1996-09,5.48,
1996-10,5.48,
1996-11,5.48,
"",General: Saving over six years and blocked for one year. Since January 1991 the rates of banks in the new Länder have been included in the interest rate survey. The spread is ascertained by eliminating the reports in the top 5% and the bottom 5% of the interest rate range. From December 1996 no longer collected.,
