"",BBK01.TUE317,BBK01.TUE317_FLAGS
"",Liabilities to non-euro-area residents / Euro area,
unit,EURO (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-26 15:19:16,
1997-09,1370092,
1997-10,1371532,
1997-11,1421638,
1997-12,1414052,
1998-01,1467296,
1998-02,1500938,
1998-03,1552006,
1998-04,1524973,
1998-05,1501436,
1998-06,1516271,
1998-07,1488287,
1998-08,1499346,
1998-09,1515075,
1998-10,1562688,
1998-11,1616956,
1998-12,1525606,
1999-01,1738492,
1999-02,1703491,
1999-03,1781224,
1999-04,1799048,
1999-05,1792819,
1999-06,1909111,
1999-07,1842226,
1999-08,1854423,
1999-09,1861580,
1999-10,1934870,
1999-11,2000633,
1999-12,1920135,
2000-01,2003176,
2000-02,2039525,
2000-03,2174383,
2000-04,2295790,
2000-05,2304024,
2000-06,2212554,
2000-07,2256375,
2000-08,2310444,
2000-09,2370077,
2000-10,2438376,
2000-11,2419996,
2000-12,2329422,
2001-01,2445759,
2001-02,2477908,
2001-03,2665489,
2001-04,2679086,
2001-05,2757711,
2001-06,2746421,
2001-07,2646218,
2001-08,2623148,
2001-09,2643438,
2001-10,2665218,
2001-11,2729909,
2001-12,2723037,
2002-01,2759425,
2002-02,2767958,
2002-03,2791257,
2002-04,2773939,
2002-05,2755014,
2002-06,2620028,
2002-07,2648314,
2002-08,2616306,
2002-09,2674266,
2002-10,2697481,
2002-11,2737339,
2002-12,2627067,
2003-01,2654292,
2003-02,2706055,
2003-03,2683281,
2003-04,2705817,
2003-05,2646339,
2003-06,2661147,
2003-07,2671355,
2003-08,2670029,
2003-09,2635092,
2003-10,2683997,
2003-11,2678743,
2003-12,2627536,
2004-01,2743016,
2004-02,2759055,
2004-03,2849623,
2004-04,2930220,
2004-05,2924325,
2004-06,2886132,
2004-07,2891163,
2004-08,2896134,
2004-09,2855137,
2004-10,2841031,
2004-11,2898427,
2004-12,2835975,
2005-01,2987045,
2005-02,3022704,
2005-03,3104176,
2005-04,3218347,
2005-05,3303712,
2005-06,3242818,
2005-07,3278945,
2005-08,3270519,
2005-09,3371792,
2005-10,3437406,
2005-11,3629591,
2005-12,3546438,
2006-01,3640748,
2006-02,3719263,
2006-03,3756207,
2006-04,3809824,
2006-05,3833944,
2006-06,3724111,
2006-07,3802675,
2006-08,3818187,
2006-09,3926287,
2006-10,4019724,
2006-11,4037683,
2006-12,4028104,
2007-01,4220894,
2007-02,4271180,
2007-03,4294693,
2007-04,4446462,
2007-05,4557850,
2007-06,4500507,
2007-07,4542616,
2007-08,4590014,
2007-09,4590975,
2007-10,4709540,
2007-11,4728656,
2007-12,4653875,
2008-01,4922779,
2008-02,4985171,
2008-03,4898125,
2008-04,5078411,
2008-05,5134645,
2008-06,4964294,
2008-07,5003578,
2008-08,5117689,
2008-09,5175765,
2008-10,5290286,
2008-11,5164849,
2008-12,4781826,
2009-01,4998525,
2009-02,4862487,
2009-03,4645847,
2009-04,4673193,
2009-05,4515296,
2009-06,4438793,
2009-07,4386750,
2009-08,4310830,
2009-09,4237499,
2009-10,4229449,
2009-11,4215738,
2009-12,4240545,
2010-01,4360877,
2010-02,4424614,
2010-03,4427057,
2010-04,4552892,
2010-05,4706712,
2010-06,4602086,
2010-07,4481464,
2010-08,4635006,
2010-09,4439492,
2010-10,4456378,
2010-11,4583914,
2010-12,4368672,
2011-01,4377958,
2011-02,4373829,
2011-03,4164861,
2011-04,4204472,
2011-05,4340630,
2011-06,4121463,
2011-07,4141000,
2011-08,4160796,
2011-09,4218048,
2011-10,4125542,
2011-11,4149677,
2011-12,4089490,
2012-01,4104281,
2012-02,4068369,
2012-03,4139386,
2012-04,4178409,
2012-05,4285861,
2012-06,4158635,
2012-07,4201871,
2012-08,4115734,
2012-09,4047694,
2012-10,4020896,
2012-11,3939988,
2012-12,3793444,
2013-01,3774555,
2013-02,3812696,
2013-03,3798385,
2013-04,3832709,
2013-05,3755340,
2013-06,3651884,
2013-07,3599278,
2013-08,3572095,
2013-09,3500720,
2013-10,3511737,
2013-11,3474209,
2013-12,3309444,
2014-01,3474396,
2014-02,3428520,
2014-03,3392441,
2014-04,3463455,
2014-05,3477345,
2014-06,3375185,
2014-07,3438360,
2014-08,3451114,
2014-09,3577775,
2014-10,3563178,
2014-11,3573360,
2014-12,3559796,
2015-01,3905886,
