"",BBK01.WXI012,BBK01.WXI012_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,million,
last update,2014-12-29 10:39:07,
2009-09,4932,
2009-10,5281,
2009-11,5259,
2009-12,4898,
2010-01,5193,
2010-02,5101,
2010-03,5222,
2010-04,5862,
2010-05,6208,
2010-06,5993,
2010-07,5749,
2010-08,6178,
2010-09,6473,
2010-10,5880,
2010-11,6496,
2010-12,5519,
2011-01,5461,
2011-02,5208,
2011-03,5112,
2011-04,5621,
2011-05,5196,
2011-06,5114,
2011-07,4794,
2011-08,5712,
2011-09,5898,
2011-10,6397,
2011-11,7136,
2011-12,5790,
2012-01,6584,
2012-02,6411,
2012-03,6258,
2012-04,6017,
2012-05,6927,
2012-06,8650,
2012-07,6609,
2012-08,7130,
2012-09,6438,
2012-10,6331,
2012-11,7204,
2012-12,6695,
2013-01,7511,
2013-02,6672,
2013-03,6700,
2013-04,7055,
2013-05,6686,
2013-06,6831,
2013-07,6818,
2013-08,6095,
2013-09,5733,
2013-10,6531,
2013-11,6559,
2013-12,5321,
2014-01,5174,
2014-02,5992,
2014-03,5484,
2014-04,6467,
2014-05,5830,
2014-06,5873,
2014-07,5856,
2014-08,5726,
2014-09,5277,
2014-10,6825,
2014-11,7920,
