"",BBK01.OEAH67H,BBK01.OEAH67H_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-08 08:24:07,
2002-01,98.651,
2002-04,96.882,
2002-07,96.452,
2002-10,99.273,
2003-01,100.240,
2003-04,100.405,
2003-07,101.708,
2003-10,104.687,
2004-01,105.258,
2004-04,105.794,
2004-07,106.467,
2004-10,109.330,
2005-01,115.927,
2005-04,115.845,
2005-07,115.394,
2005-10,116.823,
2006-01,115.728,
2006-04,114.038,
2006-07,111.465,
2006-10,110.831,
2007-01,108.287,
2007-04,105.950,
2007-07,103.392,
2007-10,103.442,
2008-01,100.725,
2008-04,98.345,
2008-07,95.101,
2008-10,96.797,
2009-01,100.755,
2009-04,104.161,
2009-07,107.202,
2009-10,111.321,
2010-01,113.683,
2010-04,114.496,
2010-07,115.397,
2010-10,118.319,
2011-01,119.467,
2011-04,118.877,
2011-07,118.062,
2011-10,119.849,
2012-01,121.093,
2012-04,120.433,
2012-07,120.115,
2012-10,121.448,
2013-01,120.988,
2013-04,119.470,
2013-07,117.924,
2013-10,118.549,
2014-01,117.591,
2014-04,116.905,
2014-07,116.788,
