"",BBK01.QUK773,BBK01.QUK773_FLAGS
"",Consolidated German banks: Loans and advances to foreign banks / Greece / All currencies,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 08:30:32,
2002-03,1.174,
2002-04,0.883,
2002-05,1.124,
2002-06,1.178,
2002-07,1.119,
2002-08,1.166,
2002-09,1.807,
2002-10,1.832,
2002-11,1.744,
2002-12,2.430,
2003-01,2.220,
2003-02,2.581,
2003-03,2.944,
2003-04,2.534,
2003-05,2.724,
2003-06,1.946,
2003-07,1.511,
2003-08,2.089,
2003-09,1.746,
2003-10,1.373,
2003-11,1.683,
2003-12,1.654,
2004-01,2.365,
2004-02,1.670,
2004-03,1.867,
2004-04,1.480,
2004-05,1.633,
2004-06,2.046,
2004-07,2.020,
2004-08,2.273,
2004-09,2.167,
2004-10,2.306,
2004-11,2.152,
2004-12,2.112,
2005-01,1.985,
2005-02,1.966,
2005-03,2.238,
2005-04,1.971,
2005-05,2.093,
2005-06,1.875,
2005-07,2.297,
2005-08,2.497,
2005-09,1.872,
2005-10,2.376,
2005-11,2.060,
2005-12,1.794,
2006-01,2.052,
2006-02,1.831,
2006-03,2.150,
2006-04,2.669,
2006-05,3.192,
2006-06,2.486,
2006-07,2.841,
2006-08,2.658,
2006-09,2.781,
2006-10,1.895,
2006-11,2.016,
2006-12,2.327,
2007-01,2.017,
2007-02,2.065,
2007-03,1.853,
2007-04,2.205,
2007-05,2.752,
2007-06,2.672,
2007-07,2.259,
2007-08,2.208,
2007-09,2.151,
2007-10,3.059,
2007-11,3.214,
2007-12,2.651,
2008-01,3.242,
2008-02,3.082,
2008-03,2.956,
2008-04,3.861,
2008-05,4.333,
2008-06,3.970,
2008-07,4.815,
2008-08,4.594,
2008-09,4.534,
2008-10,3.738,
2008-11,3.601,
2008-12,3.293,
2009-01,3.377,
2009-02,4.019,
2009-03,4.380,
2009-04,4.831,
2009-05,4.139,
2009-06,4.369,
2009-07,6.792,
2009-08,7.497,
2009-09,6.900,
2009-10,7.400,
2009-11,7.411,
2009-12,7.916,
2010-01,10.802,
2010-02,8.164,
2010-03,7.696,
2010-04,4.633,
2010-05,4.021,
2010-06,3.738,
2010-07,3.016,
2010-08,2.382,
2010-09,2.801,
2010-10,2.766,
2010-11,2.122,
2010-12,1.623,
2011-01,1.439,
2011-02,1.312,
2011-03,1.418,
2011-04,1.290,
2011-05,1.303,
2011-06,1.218,
2011-07,1.163,
2011-08,1.150,
2011-09,0.654,
2011-10,0.592,
2011-11,0.586,
2011-12,0.544,
2012-01,0.165,
2012-02,0.175,
2012-03,0.166,
2012-04,0.158,
2012-05,0.128,
2012-06,0.041,
2012-07,0.043,
2012-08,0.029,
2012-09,0.030,
2012-10,0.022,
2012-11,0.018,
2012-12,0.064,
2013-01,0.062,
2013-02,0.058,
2013-03,0.166,
2013-04,0.327,
2013-05,1.947,
2013-06,3.428,
2013-07,3.914,
2013-08,3.921,
2013-09,3.963,
2013-10,4.029,
2013-11,4.085,
2013-12,4.111,
2014-01,4.039,
2014-02,4.040,
2014-03,4.102,
2014-04,4.125,
2014-05,4.150,
2014-06,4.229,
2014-07,4.276,
2014-08,4.212,
2014-09,4.547,
2014-10,4.508,
