"",BBK01.RJ8934,BBK01.RJ8934_FLAGS
"",,
unit,DM/EURO (hypothetically euro-based),
unit multiplier,million,
last update,2014-04-30 10:34:21,
1989,.,No value available
1990,.,No value available
1991,207,
1992,411,
1993,410,
1994,308,
1995,880,
1996,834,
1997,844,
1998,799,
1999,818,
2000,933,
2001,923,
2002,874,
2003,830,
2004,874,
2005,803,
2006,3486,
2007,3477,
2008,4305,
2009,2820,
2010,3462,
2011,3162,
2012,3225,
