"",BBNZ1.Q.DE.N.H.0947.A,BBNZ1.Q.DE.N.H.0947.A_FLAGS
"",Germany / National accounts / Unit labour costs per hour / Other services,
unit,2010=100 (hypothetically euro-based),
unit multiplier,one,
last update,2015-02-24 08:21:03,
1991-01,59.30,
1991-04,63.25,
1991-07,62.04,
1991-10,76.14,
1992-01,63.52,
1992-04,65.37,
1992-07,67.61,
1992-10,79.98,
1993-01,71.11,
1993-04,72.61,
1993-07,70.80,
1993-10,85.43,
1994-01,72.90,
1994-04,72.38,
1994-07,71.73,
1994-10,86.55,
1995-01,75.54,
1995-04,76.24,
1995-07,75.53,
1995-10,89.60,
1996-01,77.36,
1996-04,76.66,
1996-07,76.44,
1996-10,90.13,
1997-01,80.41,
1997-04,79.04,
1997-07,77.90,
1997-10,91.75,
1998-01,80.97,
1998-04,81.48,
1998-07,80.50,
1998-10,95.05,
1999-01,83.67,
1999-04,85.73,
1999-07,82.73,
1999-10,96.27,
2000-01,83.35,
2000-04,83.06,
2000-07,84.64,
2000-10,98.49,
2001-01,86.58,
2001-04,86.95,
2001-07,86.40,
2001-10,101.36,
2002-01,89.98,
2002-04,89.43,
2002-07,88.64,
2002-10,104.49,
2003-01,92.20,
2003-04,91.22,
2003-07,89.33,
2003-10,105.80,
2004-01,91.23,
2004-04,90.47,
2004-07,89.25,
2004-10,104.43,
2005-01,90.96,
2005-04,89.56,
2005-07,87.04,
2005-10,101.10,
2006-01,88.33,
2006-04,87.47,
2006-07,86.62,
2006-10,100.94,
2007-01,89.16,
2007-04,87.02,
2007-07,86.87,
2007-10,99.90,
2008-01,87.80,
2008-04,87.55,
2008-07,86.38,
2008-10,102.04,
2009-01,93.46,
2009-04,94.12,
2009-07,92.15,
2009-10,108.54,
2010-01,96.64,
2010-04,97.13,
2010-07,94.95,
2010-10,111.45,
2011-01,97.93,
2011-04,100.08,
2011-07,97.00,
2011-10,115.40,
2012-01,103.12,
2012-04,103.16,
2012-07,101.62,
2012-10,120.43,
2013-01,106.95,
2013-04,106.61,
2013-07,104.68,
2013-10,123.89,
2014-01,109.53,
2014-04,109.68,
2014-07,107.51,
2014-10,127.16,
