"",BBK01.OEHB10N,BBK01.OEHB10N_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-05 11:33:09,
2002-01,12.532,
2002-04,12.809,
2002-07,12.514,
2002-10,12.161,
2003-01,12.117,
2003-04,11.994,
2003-07,12.089,
2003-10,11.485,
2004-01,10.904,
2004-04,11.063,
2004-07,10.791,
2004-10,10.383,
2005-01,10.301,
2005-04,10.293,
2005-07,9.667,
2005-10,9.396,
2006-01,9.333,
2006-04,9.415,
2006-07,9.319,
2006-10,9.356,
2007-01,9.251,
2007-04,9.394,
2007-07,9.580,
2007-10,9.744,
2008-01,9.944,
2008-04,10.017,
2008-07,10.092,
2008-10,10.177,
2009-01,10.653,
2009-04,10.487,
2009-07,9.807,
2009-10,9.265,
2010-01,9.388,
2010-04,9.088,
2010-07,8.893,
2010-10,8.739,
2011-01,9.158,
2011-04,9.170,
2011-07,9.157,
2011-10,8.701,
2012-01,9.214,
2012-04,9.370,
2012-07,9.348,
2012-10,9.371,
2013-01,10.275,
2013-04,9.915,
2013-07,8.993,
2013-10,8.849,
2014-01,8.997,
2014-04,8.821,
2014-07,8.554,
